Animal,Corte,Grupo,Region,PC1,PC2,cluster
CS3,2,CS,CA1,-4.749450501880549,-0.9502817594282724,3
CS3,2,CS,CA1,-1.3765246228162453,0.12496660723859615,1
CS3,2,CS,CA1,-0.26606092827344785,0.3012106555674602,1
CS3,2,CS,CA1,2.280577475246051,-0.9643429971730311,2
CS3,2,CS,CA1,2.3277650316087968,-1.1865526066670744,2
CS3,2,CS,CA1,0.4742661955348135,-0.07368576539048804,1
CS3,2,CS,CA1,1.544652221013925,0.052421196832278534,2
CS3,2,CS,CA1,-0.49533258060114305,0.6454834448532082,1
CS3,2,CS,CA1,-4.697872276689574,-1.1356193219874886,3
CS3,2,CS,CA1,0.6553728576509485,0.2852305258034827,1
CS3,2,CS,CA1,-3.211759686753328,-0.5795303281293651,3
CS3,2,CS,CA1,-2.6407536734534016,-0.1465317724618268,3
CS3,2,CS,CA1,-0.4975075795455151,0.4440810483707574,1
CS3,3,CS,CA1,1.7277844234399171,-0.23458830903184133,2
CS3,3,CS,CA1,0.4450378658871366,0.20960108513637024,1
CS3,3,CS,CA1,-0.7056798875849372,0.4291770229904513,1
CS3,3,CS,CA1,2.2658739789006614,-1.048686907959421,2
CS3,3,CS,CA1,0.5360268916756333,0.5045899842653635,1
CS3,3,CS,CA1,-4.082175376301966,-1.080836573001283,3
CS3,3,CS,CA1,0.8435762098031158,0.4902102263878919,1
CS3,3,CS,CA1,1.2523550492635045,-0.4368691046965017,2
CS3,3,CS,CA1,2.8548053680681607,-1.283143770996851,2
CS3,3,CS,CA1,-0.3198921465904671,0.6198890630736406,1
CS3,3,CS,CA1,1.4174147184565178,-0.42177348808830833,2
CS3,3,CS,CA1,0.1757889650778683,0.6604995476358,1
CS3,3,CS,CA1,2.3588729760237337,-0.5324687679671467,2
CS3,3,CS,CA1,0.4204189569198862,0.26221565159076443,1
CS3,3,CS,CA1,0.3754236772612866,0.09148492955521817,1
CS3,4,CS,CA1,-1.3984760468620185,0.22805353268012937,1
CS3,4,CS,CA1,2.8150993314389026,-1.536941200201341,2
CS3,4,CS,CA1,1.9591064699070144,-0.43664975119104193,2
CS3,4,CS,CA1,2.643584685907648,-1.3865793078486661,2
CS3,4,CS,CA1,2.6037071295366263,-1.427824504513886,2
CS3,4,CS,CA1,2.3208114605840238,-0.7405617484738295,2
CS3,4,CS,CA1,1.4942461950065977,-0.17205207426615607,2
CS3,4,CS,CA1,2.8686135597518283,-1.6345127745381776,2
CS3,4,CS,CA1,1.7102773388897283,-0.30643128522018664,2
CS3,4,CS,CA1,2.7429645092392883,-1.4113878109185105,2
CS3,4,CS,CA1,0.8861716199161238,-0.5364226734216485,2
CS3,4,CS,CA1,1.5486728496408864,-0.07659108393563366,2
CS3,4,CS,CA1,2.6792770333336122,-1.3486346938995595,2
CS3,4,CS,CA1,0.9212670684114741,0.12801193880791628,2
CS3,4,CS,CA1,-4.700532554370105,-1.1296324668034043,3
CS3,1,CS,CA3,2.798474460985799,-1.6940488753213543,2
CS3,1,CS,CA3,0.565032272327583,0.71776928312282,1
CS3,1,CS,CA3,1.486972171457114,0.19395568209695785,2
CS3,1,CS,CA3,1.4641500249158224,-0.45498264364109203,2
CS3,1,CS,CA3,-0.6968727233409772,-0.14380786418792443,1
CS3,1,CS,CA3,-0.8686890459781551,-0.09962281711977718,1
CS3,1,CS,CA3,0.5988463930015968,-0.157792768176559,1
CS3,1,CS,CA3,-1.6630466344881818,-0.02907364094784265,1
CS3,1,CS,CA3,1.7638233281025322,-0.34229045662327545,2
CS3,1,CS,CA3,-1.2804466100347054,-0.12152665112261508,1
CS3,1,CS,CA3,1.331183718781328,-0.4757466950178055,2
CS3,1,CS,CA3,0.6177853504753752,-0.22129688022658797,1
CS3,1,CS,CA3,1.6426303016341355,-0.9353944582964308,2
CS3,1,CS,CA3,0.7440757846806257,0.3575579020645805,1
CS3,1,CS,CA3,1.9629717692732167,-1.1330142465643191,2
CS3,2,CS,CA3,-0.18668297688808844,0.18163591310857535,1
CS3,2,CS,CA3,-0.6284021771344627,-0.31723952765928964,1
CS3,2,CS,CA3,0.18942750950223541,0.16459850054125233,1
CS3,2,CS,CA3,1.7170222949012328,-0.5802714324034844,2
CS3,2,CS,CA3,-1.8753295269377868,0.046190626161252774,1
CS3,2,CS,CA3,-2.298323498118824,-0.17478418174087634,3
CS3,2,CS,CA3,1.0617014119873027,-0.3163888382543096,2
CS3,2,CS,CA3,0.6116582432715424,0.6304990727129851,1
CS3,2,CS,CA3,0.6570235505002893,0.06770951866346518,1
CS3,2,CS,CA3,-1.8820810535002914,-0.11722411493338583,3
CS3,2,CS,CA3,1.5984139686725645,-0.628322144896033,2
CS3,2,CS,CA3,-0.5804069896606081,0.16791042971311798,1
CS3,2,CS,CA3,0.9907816776633346,0.5823782480416096,1
CS3,2,CS,CA3,1.7522542446621705,-0.8767431330617587,2
CS3,2,CS,CA3,-3.7075053423961983,-0.6968018463147977,3
CS3,3,CS,CA3,0.10803240144588207,0.052038102700146215,1
CS3,3,CS,CA3,2.8308057166498735,-1.8357354750932333,2
CS3,3,CS,CA3,-4.1491911364650775,-0.8988710422048461,3
CS3,3,CS,CA3,-0.23847698782678522,0.10298401555190437,1
CS3,3,CS,CA3,-3.0010248581597123,-0.30323114625242487,3
CS3,3,CS,CA3,-1.2892692327857338,0.22301819787964247,1
CS3,3,CS,CA3,0.7992630043192291,-0.2751307611600893,2
CS3,3,CS,CA3,1.8682886263239946,0.06962202648607237,2
CS3,3,CS,CA3,-1.54530251243494,-0.021724673265728255,1
CS3,3,CS,CA3,-1.2289017483851703,-1.3018431649449766,3
CS3,3,CS,CA3,-1.0814963480950075,-0.18723997512103532,1
CS3,3,CS,CA3,-2.072824916258239,-0.0709496266190077,3
CS3,3,CS,CA3,-1.9243443622512673,-0.13375361835844,3
CS3,3,CS,CA3,1.670039647247254,0.27025279668873653,2
CS3,3,CS,CA3,-0.183741542085243,0.3227151461726062,1
CS3,4,CS,CA3,-4.146898341768361,-0.7058494482531088,3
CS3,4,CS,CA3,-6.486677455464807,-2.1878431918488594,3
CS3,4,CS,CA3,-3.3921739043037302,-0.7146748729966332,3
CS3,4,CS,CA3,-5.571127298689362,-1.5510935602559823,3
CS3,4,CS,CA3,-2.8778316602751888,-0.24805999642285056,3
CS3,4,CS,CA3,1.5187540426098984,0.5327729715378297,2
CS3,4,CS,CA3,1.4994420138530582,0.3943671130557383,2
CS3,4,CS,CA3,-0.8524488131071697,0.2867394497045313,1
CS3,4,CS,CA3,-0.6711417567169973,0.4054225754796847,1
CS3,4,CS,CA3,0.6156913550348365,0.06089467594432886,1
CS3,4,CS,CA3,-2.9239190898917555,-0.42050807968633025,3
CS3,4,CS,CA3,0.09903811499081067,0.3561771244291473,1
CS3,4,CS,CA3,2.5608995084453525,-1.216436808833621,2
CS3,4,CS,CA3,-0.3148394166262502,0.21383354303786634,1
CS3,4,CS,CA3,1.40033498354455,0.4509536807652682,2
CS3,1,CS,GD,1.6223628855954042,-0.04243411655068044,2
CS3,1,CS,GD,0.7021432842302879,-0.28947248655870245,2
CS3,1,CS,GD,0.1319501987491205,0.21646968930750288,1
CS3,1,CS,GD,0.14749614070177397,0.428877151751126,1
CS3,1,CS,GD,0.0220414952395295,0.9028850748789068,1
CS3,1,CS,GD,-2.682628699187781,-0.1368530551700724,3
CS3,1,CS,GD,1.634313294217797,0.09359098138298666,2
CS3,1,CS,GD,-1.6587774063477738,0.07507242054720845,1
CS3,1,CS,GD,2.155230098296231,-0.5963879617934884,2
CS3,1,CS,GD,-1.5229459095666824,0.08759933272878535,1
CS3,1,CS,GD,-3.8381511185217057,-0.5609878022519631,3
CS3,1,CS,GD,1.7051862790561028,-0.32930976993712296,2
CS3,1,CS,GD,0.22078022576971149,-0.22394486012692455,2
CS3,1,CS,GD,-1.6370707724092652,0.3466077268808845,1
CS3,1,CS,GD,0.22987718075178423,0.9175304810717794,1
CS3,2,CS,GD,-0.5364429570963529,0.48769929099723247,1
CS3,2,CS,GD,-1.4355632323183662,0.345371604487628,1
CS3,2,CS,GD,1.794680845891327,-0.4289011724026161,2
CS3,2,CS,GD,1.6007580090792832,-0.38859969372627917,2
CS3,2,CS,GD,2.928673148783808,-1.5315781489955766,2
CS3,2,CS,GD,-4.006594931774384,-0.7444201606651802,3
CS3,2,CS,GD,-0.16025122353562335,0.18706465405701658,1
CS3,2,CS,GD,1.8283955014128839,-0.46472841564673556,2
CS3,2,CS,GD,2.389518182063441,-1.2493365252554853,2
CS3,2,CS,GD,1.3854144377318687,-0.6698376679567664,2
CS3,2,CS,GD,0.282514821871871,0.14381427065694827,1
CS3,2,CS,GD,2.597129860507605,-1.184641708082246,2
CS3,2,CS,GD,2.3711597908368027,-0.9528346226579442,2
CS3,2,CS,GD,2.2054914355841024,-0.6330188701335557,2
CS3,2,CS,GD,0.7489362212683506,0.15048487902235355,1
CS3,3,CS,GD,-0.9501171221780637,0.3172958583023168,1
CS3,3,CS,GD,-1.8022722301831378,0.2229561725548792,1
CS3,3,CS,GD,0.8747524506971012,0.7094242394790873,1
CS3,3,CS,GD,0.4026563978155778,0.41271232671184377,1
CS3,3,CS,GD,-1.7990027311650434,0.1596903385534746,1
CS3,3,CS,GD,0.319221848863405,0.6758583681506757,1
CS3,3,CS,GD,-1.2937951307269193,0.2508305351271341,1
CS3,3,CS,GD,-1.5392847930683156,0.054859100364476554,1
CS3,3,CS,GD,-1.4265935940105863,0.4791666273830765,1
CS3,3,CS,GD,-1.1162109043832962,0.002151130829194144,1
CS3,3,CS,GD,0.25590539120216765,0.4534483505638189,1
CS3,3,CS,GD,2.5860291759568015,-1.4607196766575772,2
CS3,3,CS,GD,0.1846129738981179,0.5730789724987441,1
CS3,3,CS,GD,0.5478607303717005,0.3762091478529965,1
CS3,3,CS,GD,-2.4142559993901522,-0.2547097204861318,3
CS3,4,CS,GD,1.1055532916859632,0.21362444008056553,2
CS3,4,CS,GD,1.6798783217365152,-0.015767574987459648,2
CS3,4,CS,GD,-2.4402368774415883,-0.07011604666858132,3
CS3,4,CS,GD,1.4536856678648016,-0.14131962258606645,2
CS3,4,CS,GD,1.1163736316388104,-0.40792816101303087,2
CS3,4,CS,GD,0.6959189449158396,0.882695707030333,1
CS3,4,CS,GD,-0.10148612903617171,0.21106738226348598,1
CS3,4,CS,GD,0.4147205816698011,0.039460472407926835,1
CS3,4,CS,GD,2.191855778657417,-0.44521774299301714,2
CS3,4,CS,GD,2.8487031368174396,-1.506011681901418,2
CS3,4,CS,GD,1.3581037209530125,-0.27801958952714645,2
CS3,4,CS,GD,2.7530439757308938,-1.7132786952938655,2
CS3,4,CS,GD,2.482623821102905,-0.8349678948080356,2
CS3,4,CS,GD,2.796275631080566,-1.34072353187778,2
CS3,4,CS,GD,-0.34992799082661064,0.6407226896273671,1
CS4,1,CS,CA1,-1.218886697492968,0.22315537031326327,1
CS4,1,CS,CA1,1.4506301856285688,0.6913225326777646,2
CS4,1,CS,CA1,-2.095110504196194,0.05551897478742944,3
CS4,1,CS,CA1,-3.5914091673114483,-0.7695437879988749,3
CS4,1,CS,CA1,-0.438247298445735,0.7636639636669775,1
CS4,1,CS,CA1,0.21853174248154364,0.7204536841022879,1
CS4,1,CS,CA1,-4.026363522653679,-0.8802906434306721,3
CS4,1,CS,CA1,-1.2087564910839275,0.1978265398243861,1
CS4,1,CS,CA1,-2.313963573189748,-0.08338782658449127,3
CS4,1,CS,CA1,-5.3285075307446474,-1.3289225139704117,3
CS4,1,CS,CA1,-0.6722058917777225,0.003959044950235891,1
CS4,1,CS,CA1,-0.3302046513544145,0.3357744715847711,1
CS4,1,CS,CA1,-3.351495682277218,-0.42375798031723033,3
CS4,1,CS,CA1,-1.6010648741780065,0.12762029199313268,1
CS4,1,CS,CA1,-1.4640021180545955,0.1229813849373829,1
CS4,2,CS,CA1,0.2347522014104822,-0.29620198780085644,2
CS4,2,CS,CA1,0.8347781321836721,0.8242036213438392,1
CS4,2,CS,CA1,-3.856440815199642,-0.6264084661933066,3
CS4,2,CS,CA1,1.054734103166832,0.11148172183270086,2
CS4,2,CS,CA1,0.1908930522542546,0.649574707648828,1
CS4,2,CS,CA1,-0.7215856286183048,0.4474810665980689,1
CS4,2,CS,CA1,0.08527630127768521,0.571905495783924,1
CS4,2,CS,CA1,-4.785637638538111,-1.083987411417714,3
CS4,2,CS,CA1,-9.966549154738175,-3.657220962904467,3
CS4,2,CS,CA1,-6.576661238879995,-1.705177494067229,3
CS4,2,CS,CA1,-2.0879090508334968,0.09840439952223426,3
CS4,2,CS,CA1,-4.294303215841962,-0.8917874947224581,3
CS4,2,CS,CA1,-2.144232751478856,0.07946403308634443,3
CS4,2,CS,CA1,-3.029710998452638,-0.26759984950086557,3
CS4,2,CS,CA1,-7.0318083868314725,-2.100516222999636,3
CS4,3,CS,CA1,-2.2839826726041403,-0.2497826354530841,3
CS4,3,CS,CA1,-0.5383625056273306,0.7868202310677082,1
CS4,3,CS,CA1,-2.321465784059972,0.11595673435857685,3
CS4,3,CS,CA1,0.45532240406553426,-0.06529026757443412,1
CS4,3,CS,CA1,0.9851634222672574,0.8085368383810349,1
CS4,3,CS,CA1,-5.649156503546167,-1.5007660726727365,3
CS4,3,CS,CA1,-1.0366240890110199,-0.01196474925709125,1
CS4,3,CS,CA1,-3.4380495178688175,-0.25332292209003165,3
CS4,3,CS,CA1,-0.667461966493704,0.5484729060946493,1
CS4,3,CS,CA1,-2.896441150588144,-0.36267550699227313,3
CS4,3,CS,CA1,-3.662244755083432,-0.5966865988429342,3
CS4,3,CS,CA1,-1.028218823709361,0.4315407374250488,1
CS4,3,CS,CA1,-5.555229674728971,-1.424119995998679,3
CS4,3,CS,CA1,-1.3310778419069418,0.05376960035420395,1
CS4,3,CS,CA1,-2.6528052473369312,-0.5512173051609377,3
CS4,4,CS,CA1,-3.9249698004591336,-0.7281858108793515,3
CS4,4,CS,CA1,-2.1384594113743196,-0.0992782497590879,3
CS4,4,CS,CA1,-1.2783660105710855,0.3876224818000406,1
CS4,4,CS,CA1,-2.2899194025029703,-0.3621198353172052,3
CS4,4,CS,CA1,-0.5856517509793308,0.6416860405083822,1
CS4,4,CS,CA1,-1.754803057723118,-0.02414342377185233,1
CS4,4,CS,CA1,1.0453134773245234,0.6645536002365288,1
CS4,4,CS,CA1,-1.0430342161115251,0.38867681585134045,1
CS4,4,CS,CA1,-0.9753466501611556,0.32171391338868854,1
CS4,4,CS,CA1,-0.5268073909863432,0.36186921828954205,1
CS4,4,CS,CA1,-1.5835562691114942,0.3034382885653635,1
CS4,4,CS,CA1,0.28220078317488634,0.736287949254703,1
CS4,4,CS,CA1,1.2542198741134873,-0.10714872832879949,2
