Animal,Corte,Grupo,Region,Foreground.pixels.by.hull.area,Hull.Area,Diameter.of.Bounding.Circle,Mean.Radius,Cell.Area,Cell.Perimeter,Solidity,Round,Circularity,Hull.void.area,Branches,Junctions,End.point.voxels,Triple.points,Quadruple.points,Average.branch.length,Maximum.branch.length,D,Lacunarity
CS5,4,CS,GD,0.6147,1451,55.6733,25.4175,892,260.676,0.579,0.655,0.165,559,9,3,7,1,2,16.269,30.556,1043,754
CS5,4,CS,GD,0.9393,642,39.6611,17.0982,603,120.953,0.854,0.585,0.518,39,5,2,4,2,0,9.857,14.657,1492,261
CS5,4,CS,GD,0.73740000000000006,910,53.1507,20.7865,671,166.309,0.675,0.442,0.305,239,12,5,8,4,1,9.759,20.677,798,1140
CS5,4,CS,GD,0.6893,856,61.9839,25.213,590,171.238,0.626,0.219,0.253,266,10,4,7,3,1,9.457,24.899,528,779
CS5,4,CS,GD,0.7405,1391,54.7449,24.7287,1030,212.35,0.692,0.707,0.287,361,12,5,8,4,1,10.141,23.091,1081,696
CS5,4,CS,GD,0.5148,3710,89.0225,38.2454,1910,567.21,0.496,0.593,0.075,1800,24,11,14,10,1,14.43,38.213,1314,1289
CS5,4,CS,GD,0.5089,4722,94.3066,45.4863,2403,669.536,0.491,0.615,0.067,2319,30,16,10,14,2,13.508,40.799,1356,894
AS1,1,AS,CA1,0.6832,1894,71.1252,31.5178,1294,251.262,0.645,0.574,0.258,600,13,6,8,6,0,12.567,31.213,843,1518
AS1,1,AS,CA1,0.4569,2793,74.7509,35.4424,1276,363.103,0.435,0.588,0.122,1517,19,8,11,5,3,12.567,28.314,362,1780
AS1,1,AS,CA1,0.9791,862,36.8764,17.0029,844,117.054,0.91,0.899,0.774,18,3,1,3,1,0,16.428,20.071,1379,164
AS1,1,AS,CA1,0.4888,3159,78.5757,36.8181,1544,429.428,0.469,0.582,0.105,1615,16,7,9,5,2,16.785,34.042,851,1487
AS1,1,AS,CA1,0.4532,4876,116.3185,51.7014,2210,464.156,0.439,0.443,0.129,2666,22,11,11,11,0,13.011,38.213,533,1447
AS1,1,AS,CA1,0.7576,2030,68.4471,29.5533,1538,262.291,0.716,0.521,0.281,492,13,6,8,6,0,13.206,21.728,1195,1138
AS1,1,AS,CA1,0.5732,1729,68.6804,30.4675,991,325.99,0.54,0.541,0.117,738,14,6,7,4,1,15.231,35.233,1147,675
AS1,1,AS,CA1,0.5621,3695,110.1681,44.2599,2077,541.068,0.539,0.371,0.089,1618,28,13,15,11,2,12.137,28.142,1471,880
AS1,1,AS,CA1,0.5174,2615,73.5706,34.9216,1353,309.647,0.495,0.795,0.177,1262,13,6,8,6,0,13.482,32.385,729,1176
AS1,1,AS,CA1,0.5128,4653,115.6362,51.0738,2386,577.453,0.493,0.381,0.09,2267,28,14,13,13,1,13.985,43.042,1103,1305
AS1,1,AS,CA1,0.7626,1150,46.6908,21.6045,877,184.451,0.711,0.73,0.324,273,13,6,8,6,0,9.428,18.485,1111,1008
AS1,1,AS,CA1,0.5173,2254,94.0691,39.8753,1166,286.676,0.488,0.269,0.178,1088,9,4,6,4,0,17.436,28.556,193,1577
AS1,1,AS,CA1,0.7884,1616,70.8308,28.8558,1274,217.037,0.744,0.387,0.34,342,11,5,7,5,0,11.77,32.142,1441,281
AS1,1,AS,CA1,0.5866,2956,86.1452,36.8808,1734,488.441,0.56,0.615,0.091,1222,32,17,13,17,0,10.095,33.799,1411,621
AS1,1,AS,CA1,0.5847,2126,65,29.1198,1243,292.576,0.555,0.714,0.182,883,13,6,8,6,0,14.103,32.485,960,1681
AS1,2,AS,CA1,0.6877,1726,74.5252,30.1487,1187,238.149,0.648,0.338,0.263,539,10,4,7,3,1,14.736,44.385,1178,606
AS1,2,AS,CA1,0.6932,1444,56.011,24.9762,1001,202.794,0.649,0.598,0.306,443,10,4,7,3,1,11.225,24.899,1040,696
AS1,2,AS,CA1,0.9272,316,28.7924,11.9042,293,78.912,0.803,0.471,0.591,23,3,1,3,1,0,12.128,19.899,130,670
AS1,2,AS,CA1,0.5885,2238,71.2138,33.2413,1317,249.664,0.557,0.523,0.266,921,9,4,6,4,0,15.619,30.728,649,1463
AS1,2,AS,CA1,0.6845,2339,92.1792,37.0549,1601,309.889,0.647,0.297,0.21,738,19,7,13,4,2,12.46,22.657,1365,1093
AS1,2,AS,CA1,0.9744,429,25.6776,12.3061,418,83.154,0.882,0.987,0.76,11,3,1,3,1,0,13.243,15.071,1201,473
AS1,2,AS,CA1,0.5149,4842,98.0558,42.9905,2493,667.235,0.498,0.684,0.07,2349,40,18,23,15,3,10.837,29.556,1386,1517
AS1,2,AS,CA1,0.4987,2384,68.8884,30.3268,1189,381.387,0.475,0.626,0.103,1195,22,10,11,7,3,11.367,22.55,916,1172
AS1,2,AS,CA1,0.552,1864,59.5298,26.7171,1029,284.635,0.523,0.861,0.16,835,11,5,7,5,0,14.014,31.899,799,1020
AS1,2,AS,CA1,0.5782,3255,90,38.9328,1882,387.63,0.554,0.504,0.157,1373,21,10,11,9,1,13.105,39.314,1051,1516
AS1,2,AS,CA1,0.4826,3618,102.7858,45.4242,1746,491.269,0.462,0.359,0.091,1872,27,14,11,13,1,11.888,27.071,602,1621
AS1,2,AS,CA1,0.586,1273,70.406,26.0052,746,222.451,0.547,0.373,0.189,527,10,4,7,3,1,13.899,35.899,607,623
AS1,2,AS,CA1,0.4856,1388,62.6498,27.6244,674,292.676,0.454,0.458,0.099,714,14,6,8,4,2,12.59,26.314,439,1137
AS1,2,AS,CA1,0.4269,3024,103.3344,47.0018,1291,340.517,0.406,0.233,0.14,1733,10,4,7,3,1,18.554,52.935,92,1741
AS1,2,AS,CA1,0.6984,703,42.1545,19.8992,491,141.095,0.636,0.426,0.31,212,6,2,5,1,1,13.016,19.062,549,1122
AS1,3,AS,CA1,0.5012,3019,79.7931,36.3905,1513,434.6,0.478,0.684,0.101,1506,24,12,10,10,2,11.642,34.799,835,1624
AS1,3,AS,CA1,0.4497,1908,64.0167,28.7199,858,270.877,0.426,0.701,0.147,1050,11,5,7,5,0,14.146,50.042,181,1581
AS1,3,AS,CA1,0.7009,662,48.0937,20.3464,464,134.953,0.636,0.45,0.32,198,4,1,4,0,1,17.033,34.333,334,477
AS1,3,AS,CA1,0.8374,615,39.398,17.7052,515,114.326,0.751,0.552,0.495,100,3,1,3,1,0,15.128,33.142,863,382
AS1,3,AS,CA1,0.7298,1458,72.0625,28.9337,1064,204.551,0.68,0.34,0.32,394,5,2,4,2,0,22.051,35.556,1319,462
AS1,3,AS,CA1,0.4994,3516,106.3252,45.2557,1756,528.683,0.478,0.304,0.079,1760,27,12,16,10,2,11.715,27.314,963,1316
AS1,3,AS,CA1,0.4457,2347,72.4258,33.5423,1046,406.6,0.423,0.748,0.08,1301,21,10,10,8,2,12.389,35.213,617,1686
AS1,3,AS,CA1,0.5036,1374,87.2353,39.381100000000004,692,232.108,0.462,0.135,0.161,682,5,2,4,2,0,22.279,73.77,48,798
AS1,3,AS,CA1,1.0661,242,28.3196,10.7244,258,69.255,0.901,0.381,0.676,-16,1,0,2,0,0,24.213,24.213,1175,421
AS1,3,AS,CA1,0.835,1091,56.4004,24.9739,911,159.095,0.769,0.446,0.452,180,3,1,3,1,0,21.118,44.698,819,913
AS1,3,AS,CA1,0.4732,3675,94.8967,41.7499,1739,438.943,0.454,0.623,0.113,1936,23,11,13,11,0,11.765,33.142,749,1486
AS1,3,AS,CA1,0.43120000000000003,2669,131.8939,59.5797,1151,353.345,0.403,0.196,0.116,1518,7,3,5,3,0,24.532,94.397,13,1614
AS1,3,AS,CA1,0.4827,3066,93.7485,40.2128,1480,467.47,0.46,0.453,0.085,1586,26,13,13,13,0,11.12,22.899,871,1413
AS1,3,AS,CA1,0.9419,620,37.1214,15.7718,584,104.468,0.857,0.634,0.672,36,7,3,5,3,0,10.396,16.657,1100,249
AS1,3,AS,CA1,0.6038,1373,64.9155,29.2063,829,197.279,0.56,0.432,0.268,544,8,3,6,2,1,12.551,27.556,123,1639
AS1,4,AS,CA1,0.6579,760,43.6213,20.2649,500,138.125,0.598,0.557,0.329,260,1,0,2,0,0,61.627,61.627,151,1057
AS1,4,AS,CA1,0.6824,1020,64.56,23.9012,696,171.823,0.626,0.443,0.296,324,5,2,4,2,0,19.32,32.142,591,1099
AS1,4,AS,CA1,0.9946,734,33.8195,16.0064,730,107.539,0.917,0.965,0.793,4,3,1,3,1,0,10.633,19.243,1171,528
AS1,4,AS,CA1,0.618,2733,70.1801,32.9075,1689,399.529,0.592,0.873,0.133,1044,26,12,12,9,2,11.264,23.728,1542,759
AS1,4,AS,CA1,0.6459,1432,63.2456,28.297,925,256.877,0.606,0.437,0.176,507,15,7,8,6,1,11.273,21.728,915,785
AS1,4,AS,CA1,0.5716,1809,77.7946,31.284,1034,329.889,0.535,0.446,0.119,775,15,7,9,7,0,11.857,41.627,972,626
AS1,4,AS,CA1,0.7612,1005,42.72,20.081,765,181.765,0.705,0.816,0.291,240,3,1,3,1,0,27.499,42.627,845,965
AS1,4,AS,CA1,0.6116,1975,67.082,29.8124,1208,291.362,0.582,0.594,0.179,767,9,4,6,4,0,18.542,37.971,1146,760
AS1,4,AS,CA1,0.8632,1170,47.2921,20.5117,1010,158.409,0.808,0.759,0.506,160,7,3,5,3,0,14.406,25.314,1532,466
AS1,4,AS,CA1,0.7237,1169,66.8506,26.1432,846,217.865,0.668,0.358,0.224,323,5,2,4,2,0,17.857,37.899,734,631
AS1,4,AS,CA1,0.4524,4481,97.6934,46.0387,2027,649.578,0.437,0.665,0.06,2454,51,24,25,19,5,8.707,21.071,1119,1700
AS1,4,AS,CA1,0.4817,5477,105.3423,46.4745,2638,779.602,0.466,0.686,0.055,2839,53,27,19,21,6,10.322,28.556,1537,1146
AS1,4,AS,CA1,0.5996,2325,64.0027,30.3589,1394,338.517,0.571,0.959,0.153,931,27,13,13,11,2,9.217,21.142,1157,1328
AS1,4,AS,CA1,0.4623,2345,74.7966,31.9331,1084,380.073,0.439,0.473,0.094,1261,29,15,13,15,0,8.22,18.071,450,1107
AS1,4,AS,CA1,0.4322,6527,134.9518,58.6685,2821,814.531,0.419,0.501,0.053,3706,46,23,19,20,2,12.17,38.113,908,1754
AS1,1,AS,CA3,0.5982,3131,83.0111,38.8508,1873,382.073,0.573,0.548,0.161,1258,18,9,8,8,1,14.09,22.899,1451,914
AS1,1,AS,CA3,0.5334,1693,73.2393,32.9622,903,228.492,0.501,0.416,0.217,790,7,3,5,3,0,17.126,41.698,414,1319
AS1,1,AS,CA3,0.4674,2700,77.521,35.5613,1262,314.475,0.446,0.621,0.16,1438,13,6,8,6,0,13.381,36.556,314,1598
AS1,1,AS,CA3,0.4897,3798,87.9361,38.6809,1860,438.843,0.472,0.648,0.121,1938,21,9,13,8,0,13.682,37.799,956,1457
AS1,1,AS,CA3,0.7515,1304,52.8867,22.8762,980,229.421,0.704,0.615,0.234,324,11,4,8,2,2,12.505,25.657,1369,597
AS1,1,AS,CA3,0.5815,1730,61.7689,27.878,1006,267.99,0.55,0.646,0.176,724,14,7,7,7,0,11.864,24.899,864,1446
AS1,1,AS,CA3,0.4923,2462,76.4655,34.9017,1212,314.777,0.471,0.442,0.154,1250,19,9,10,8,1,10.929,26.899,368,1143
AS1,1,AS,CA3,0.8331,845,40.2617,18.6807,704,129.681,0.774,0.676,0.526,141,3,1,3,1,0,15.233,32.799,1139,586
AS1,1,AS,CA3,0.5997,1554,56.7095,27.4401,932,219.078,0.563,0.503,0.244,622,6,2,5,1,1,19.676,51.113,620,1405
AS1,1,AS,CA3,0.9143,828,40.3457,18.1214,757,128.125,0.844,0.823,0.579,71,4,1,4,0,1,18.245,20.314,1376,202
AS1,1,AS,CA3,0.8058,1169,49.163,21.6803,942,189.037,0.749,0.759,0.331,227,7,3,5,3,0,13.322,36.142,1282,533
AS1,1,AS,CA3,0.9781,366,28.1603,11.507,358,78.669,0.868,0.659,0.727,8,1,0,2,0,0,23.899,23.899,1509,147
AS1,1,AS,CA3,0.5719,1383,60.7454,27.8656,791,198.007,0.533,0.41,0.254,592,7,3,5,3,0,14.465,39.799,359,1499
AS1,1,AS,CA3,0.8138,725,44.2832,18.4161,590,129.782,0.744,0.491,0.44,135,5,2,4,2,0,12.491,19.728,992,395
AS1,1,AS,CA3,0.6012,1893,67.8012,28.6462,1138,262.877,0.566,0.638,0.207,755,8,3,6,2,1,19.751,41.456,658,1683
AS1,2,AS,CA3,0.8423,989,47.634,20.9445,833,154.652,0.782,0.593,0.438,156,5,2,4,2,0,14.388,18.314,1247,677
AS1,2,AS,CA3,0.98740000000000006,1030,54.8179,22.0724,1017,136.953,0.913,0.515,0.681,13,3,1,3,1,0,22.014,27.314,1581,104
AS1,2,AS,CA3,0.8193,841,43.8689,18.119,689,175.723,0.757,0.559,0.28,152,9,4,6,4,0,10.316,27.485,1309,310
AS1,2,AS,CA3,0.5002,2535,76.5878,34.1852,1268,364.86,0.476,0.496,0.12,1267,15,7,9,7,0,12.883,25.142,787,1173
AS1,2,AS,CA3,0.5375,4478,143.7359,55.6231,2407,625.879,0.512,0.306,0.077,2071,23,11,12,10,1,16.312,35.449,724,1735
AS1,2,AS,CA3,0.5119,2432,89.493,35.6182,1245,327.061,0.484,0.338,0.146,1187,11,5,7,5,0,15.867,27.971,459,1079
AS1,2,AS,CA3,0.552,1250,50.4258,23.9914,690,206.25,0.518,0.968,0.204,560,9,4,6,4,0,12.998,41.627,394,1442
AS1,2,AS,CA3,0.6741,3332,100.005,43.1174,2246,483.026,0.643,0.351,0.121,1086,23,12,9,11,1,14.197,36.899,1372,755
AS1,2,AS,CA3,0.5209,2584,85.0412,37.6572,1346,340.96,0.494,0.413,0.145,1238,16,7,10,6,1,13.13,34.307,460,1633
AS1,2,AS,CA3,0.48,1696,70.7248,31.5405,814,266.919,0.449,0.38,0.144,882,11,5,7,5,0,12.049,27.213,94,1492
AS1,2,AS,CA3,0.8961,722,52.1536,19.7944,647,132.368,0.816,0.3,0.464,75,1,0,2,0,0,48.142,48.142,1546,58
AS1,2,AS,CA3,0.9538,498,28.4884,13.5223,475,89.983,0.866,0.766,0.737,23,1,0,2,0,0,25.142,25.142,1078,257
AS1,2,AS,CA3,0.5813,3205,85.7426,36.9132,1863,310.333,0.557,0.758,0.243,1342,11,5,7,5,0,15.952,43.698,656,1171
AS1,2,AS,CA3,0.7471,510,43.9659,17.8976,381,128.711,0.662,0.383,0.289,129,3,1,3,1,0,20.647,30.728,663,524
AS1,2,AS,CA3,0.6166,1758,76.3217,35.2177,1084,266.291,0.578,0.283,0.192,674,15,7,9,7,0,9.477,21.485,940,571
AS1,3,AS,CA3,0.4182,2023,97.7801,45.1395,846,295.948,0.392,0.164,0.121,1177,9,4,6,4,0,16.358,64.042,107,1151
AS1,3,AS,CA3,0.6632,2227,68.2642,29.5621,1477,354.818,0.631,0.602,0.147,750,20,10,9,9,1,11.996,33.556,1349,722
AS1,3,AS,CA3,0.8418,1233,60.803,24.7014,1038,172.409,0.783,0.466,0.439,195,7,3,5,3,0,15.471,35.627,1355,615
AS1,3,AS,CA3,0.9788,755,40.2244,16.6629,739,113.882,0.896,0.582,0.716,16,3,1,3,1,0,13.623,26.213,1133,411
AS1,3,AS,CA3,0.9717,812,39.174,17.4088,789,118.711,0.894,0.861,0.704,23,5,2,4,2,0,9.043,17.899,1087,293
AS1,3,AS,CA3,0.4472,4544,123.4544,51.3886,2032,621.82,0.43,0.356,0.066,2512,36,17,19,15,2,10.81,41.556,979,1315
AS1,3,AS,CA3,0.4928,1037,45.7329,21.0244,511,200.208,0.458,0.631,0.16,526,11,5,7,5,0,10.023,17.485,59,979
AS1,3,AS,CA3,0.5772,1140,68.1175,27.1124,658,220.007,0.53,0.287,0.171,482,12,5,8,4,1,10.409,30.314,177,1322
AS1,3,AS,CA3,0.5882,1797,71.0211,31.072,1057,273.848,0.554,0.382,0.177,740,16,8,8,8,0,11.282,28.142,729,1402
AS1,3,AS,CA3,0.5867,1251,49.9151,23.7329,734,202.836,0.547,0.69,0.224,517,11,5,7,5,0,10.666,21.314,480,946
AS1,3,AS,CA3,0.6227,1508,53.2964,23.543,939,221.279,0.588,0.722,0.241,569,10,4,6,2,2,14.045,25.899,884,812
AS1,3,AS,CA3,0.7211,735,37.8864,18.3139,530,131.924,0.665,0.643,0.383,205,3,1,3,1,0,19.29,34.385,768,819
AS1,3,AS,CA3,0.5497,2918,77.9295,33.5615,1604,397.872,0.525,0.593,0.127,1314,16,8,8,8,0,14.509,27.556,933,1374
AS1,3,AS,CA3,0.7054,1592,54.924,25.1134,1123,298.233,0.663,0.666,0.159,469,13,7,4,6,1,14.653,47.971,1255,451
AS1,3,AS,CA3,0.5709,2272,87.0057,34.2254,1297,357.002,0.54,0.347,0.128,975,18,8,10,6,2,10.717,56.184,582,1423
AS1,4,AS,CA3,0.8289,596,32.2025,14.3829,494,139.439,0.755,0.779,0.319,102,3,1,3,1,0,21.371,46.799,1351,228
AS1,4,AS,CA3,0.8378,783,38.3001,18.1239,656,133.095,0.766,0.706,0.465,127,5,2,4,2,0,11.408,14.657,806,997
AS1,4,AS,CA3,0.8504,1237,51.3128,22.0116,1052,174.309,0.799,0.604,0.435,185,9,4,6,4,0,10.573,25.314,1550,357
AS1,4,AS,CA3,0.6172,1959,60.288,28.2304,1209,341.889,0.583,0.842,0.13,750,20,10,10,10,0,9.91,23.071,633,1261
AS1,4,AS,CA3,0.8235,1054,45.2331,21.5813,868,153.782,0.765,0.834,0.461,186,6,2,5,1,1,12.736,18.485,1323,417
AS1,4,AS,CA3,0.4639,2315,71.2122,32.5547,1074,309.061,0.441,0.655,0.141,1241,22,10,13,9,1,8.592,29.485,450,1384
AS1,4,AS,CA3,0.7249,1574,61.8466,26.1601,1141,199.279,0.681,0.594,0.361,433,7,3,5,3,0,14.81,24.556,1174,671
AS1,4,AS,CA3,0.5105,1095,52.345,23.2671,559,207.765,0.474,0.528,0.163,536,12,4,9,2,1,11.375,40.799,418,1377
AS1,4,AS,CA3,0.8249,828,42.0595,18.8193,683,132.409,0.761,0.531,0.49,145,5,2,4,2,0,13.388,20.314,940,954
AS1,4,AS,CA3,0.6446,1663,74.7262,33.3162,1072,261.078,0.607,0.325,0.198,591,11,4,8,2,2,14.305,26.899,1080,500
AS1,4,AS,CA3,0.4912,2712,70.3633,33.461,1332,372.801,0.469,0.635,0.12,1380,15,6,10,4,2,15.363,33.042,784,1584
AS1,4,AS,CA3,0.6373,1453,83.4865,34.0777,926,273.99,0.585,0.298,0.155,527,13,6,8,6,0,11.906,27.728,225,1287
AS1,4,AS,CA3,0.6479,1227,61.8216,26.0375,795,224.836,0.597,0.301,0.198,432,15,6,10,4,2,8.807,16.657,341,1318
AS1,4,AS,CA3,0.648,733,39.0577,17.7882,475,166.108,0.595,0.724,0.216,258,12,5,6,2,3,9.358,20.265,801,1186
AS1,4,AS,CA3,0.5163,1075,87.2067,33.2206,555,233.907,0.47,0.123,0.127,520,5,2,4,2,0,21.334,42.799,246,356
AS1,1,AS,GD,0.4237,3401,93.3241,42.8328,1441,459.955,0.404,0.42,0.086,1960,27,12,15,10,1,10.319,24.971,516,1584
AS1,1,AS,GD,0.7402,1971,67.887200000000007,27.9157,1459,274.333,0.7,0.518,0.244,512,12,5,8,4,1,13.714,23.556,897,1504
AS1,1,AS,GD,0.4592,3064,100.5364,44.6272,1407,401.772,0.439,0.324,0.11,1657,17,8,10,8,0,11.984,53.385,725,899
AS1,1,AS,GD,0.5705,1844,63.5744,27.8325,1052,288.877,0.542,0.606,0.158,792,14,7,6,6,1,12.371,22.899,1053,1548
AS1,1,AS,GD,0.5065,2144,78.6448,36.9144,1086,307.203,0.478,0.467,0.145,1058,14,6,9,5,1,12.992,25.556,326,1677
AS1,1,AS,GD,0.6299,1505,58.5717,25.8117,948,278.291,0.59,0.567,0.154,557,9,4,6,4,0,16.393,45.385,1142,596
AS1,1,AS,GD,0.8086,444,38.6005,15.2292,359,107.74,0.709,0.383,0.389,85,3,1,3,1,0,17.542,25.899,1553,328
AS1,1,AS,GD,0.6787,1724,63.124,27.6674,1170,246.049,0.641,0.648,0.243,554,9,4,6,4,0,14.317,32.627,1268,909
AS1,1,AS,GD,0.7392,809,53.0848,23.3611,598,148.167,0.677,0.369,0.342,211,5,2,4,2,0,14.12,38.556,1172,300
AS1,1,AS,GD,0.7503,1838,59.4138,27.1993,1379,261.019,0.71,0.667,0.254,459,12,6,6,6,0,11.608,26.728,1464,432
AS1,1,AS,GD,0.6392,945,52.8342,23.8588,604,185.037,0.586,0.413,0.222,341,11,4,8,3,0,10.446,25.162,276,1117
AS1,1,AS,GD,1.0262,229,20.4693,9.2616,235,61.355,0.877,0.724,0.784,-6,1,0,2,0,0,13.657,13.657,843,448
AS1,1,AS,GD,0.6284,2091,70.2567,31.377,1314,299.647,0.59,0.612,0.184,777,18,7,12,5,1,11.68,23.366,1125,1405
AS1,1,AS,GD,0.6232,2585,95.8593,40.9549,1611,496.299,0.592,0.358,0.082,974,36,20,12,20,0,9.153,17.071,1441,391
AS1,1,AS,GD,0.6052,1160,54.5156,25.3882,702,172.995,0.562,0.521,0.295,458,6,2,5,1,1,17.139,46.792,383,1057
AS1,2,AS,GD,0.75,500,48.3322,19.8568,375,145.338,0.668,0.369,0.223,125,5,2,4,2,0,13.954,23.314,687,351
AS1,2,AS,GD,0.7604,939,41.6286,18.8712,714,159.338,0.706,0.644,0.353,225,7,3,5,3,0,12.43,26.314,985,634
AS1,2,AS,GD,0.4833,1229,48.201,22.3242,594,220.492,0.451,0.636,0.154,635,14,7,7,7,0,8.784,16.243,195,1320
AS1,2,AS,GD,0.9079,456,29.4279,13.5244,414,89.983,0.816,0.654,0.643,42,1,0,2,0,0,33.142,33.142,1015,287
AS1,2,AS,GD,0.6731,2322,62.4323,30.2517,1563,294.434,0.642,0.753,0.227,759,13,6,7,5,1,14.691,23.314,1391,654
AS1,2,AS,GD,0.7308,546,33.8302,15.3518,399,118.61,0.66,0.604,0.356,147,9,4,5,3,1,8.283,11.485,110,899
AS1,2,AS,GD,0.9219,743,40.2555,18.4798,685,121.054,0.845,0.774,0.587,58,5,2,4,2,0,9.194,23.071,942,415
AS1,2,AS,GD,0.5535,3814,96.1616,45.939,2111,438.014,0.531,0.521,0.138,1703,21,10,11,9,1,13.855,26.243,699,1649
AS1,2,AS,GD,0.6218,2041,82.0366,32.3789,1269,280.534,0.587,0.384,0.203,772,13,6,8,6,0,11.985,31.142,1108,996
AS1,2,AS,GD,0.7154,1107,57.1402,24.0969,792,174.894,0.664,0.356,0.325,315,7,3,5,3,0,12.667,33.314,1166,493
AS1,2,AS,GD,0.8165,556,42.9535,16.6993,454,130.61,0.733,0.479,0.334,102,5,2,4,2,0,12.74,21.314,1423,378
AS1,2,AS,GD,0.507,1651,73.8783,32.0216,837,265.019,0.473,0.287,0.15,814,11,5,6,4,1,13.853,28.333,144,1262
AS1,2,AS,GD,0.5957,1892,58.6606,27.229,1127,281.605,0.564,0.83,0.179,765,13,6,8,6,0,11.588,29.899,816,1051
AS1,2,AS,GD,0.9316,599,37.5899,16.9547,558,108.326,0.834,0.579,0.598,41,5,2,4,2,0,11.305,21.071,1005,245
AS1,2,AS,GD,0.852,608,39.2938,17.6015,518,117.782,0.77,0.5,0.469,90,5,2,4,2,0,9.94,19.314,742,545
AS1,3,AS,GD,0.3823,4269,112.1606,50.0458,1632,511.955,0.367,0.429,0.078,2637,21,10,11,9,1,14.036,39.213,381,1665
AS1,3,AS,GD,0.6004,2730,67.1205,31.3911,1639,397.144,0.577,0.659,0.131,1091,24,12,11,11,1,11.132,25.657,1424,738
AS1,3,AS,GD,0.6855,2032,64.36,28.4286,1393,275.019,0.65,0.742,0.231,639,24,12,11,11,1,9.182,23.899,1138,949
AS1,3,AS,GD,0.6633,1898,79.1012,34.2695,1259,248.978,0.624,0.321,0.255,639,9,4,6,4,0,15.247,33.142,839,788
AS1,3,AS,GD,0.6949,1170,65.7875,26.7864,813,231.421,0.644,0.287,0.191,357,10,5,5,5,0,11.95,28.728,1212,218
AS1,3,AS,GD,0.7994,1396,67.7422,28.775,1116,216.208,0.743,0.447,0.3,280,6,3,3,3,0,19.416,33.728,1288,385
AS1,3,AS,GD,0.4826,3583,87.6185,39.4664,1729,472.784,0.463,0.62,0.097,1854,21,10,11,9,1,13.624,29.142,704,1598
AS1,3,AS,GD,0.797,2163,65.3758,29.6758,1724,297.848,0.756,0.72,0.244,439,10,4,7,3,1,16.01,42.799,1508,705
AS1,3,AS,GD,0.676,1284,56.7084,24.9399,868,197.078,0.631,0.54,0.281,416,8,3,6,2,1,14.307,25.728,931,1151
AS1,3,AS,GD,0.7447,842,38.1185,17.6868,627,160.167,0.686,0.83,0.307,215,9,4,6,4,0,10.132,19.071,806,1068
AS1,3,AS,GD,0.6116,2232,66.0032,29.7039,1365,341.688,0.579,0.734,0.147,867,15,7,9,7,0,13.871,26.728,1243,1417
