Animal,Corte,Grupo,Region,Foreground.pixels.by.hull.area,Hull.Area,Diameter.of.Bounding.Circle,Mean.Radius,Cell.Area,Cell.Perimeter,Solidity,Round,Circularity,Hull.void.area,Branches,Junctions,End.point.voxels,Triple.points,Quadruple.points,Average.branch.length,Maximum.branch.length,D,Lacunarity
CS2,1,CS,CA1,0.5968,2282,74.9667,31.5814,1362,344.416,0.57,0.494,0.144,920,15,7,9,7,0,13.283,29.556,1140,801
CS2,1,CS,CA1,0.8191,376,32.8571,14.7844,308,91.983,0.715,0.564,0.457,68,3,1,3,1,0,13.876,22.142,41,1246
CS2,1,CS,CA1,0.4057,2036,78.4092,32.8051,826,246.635,0.383,0.43,0.171,1210,7,3,5,3,0,17.84,34.627,87,1271
CS2,1,CS,CA1,0.4576,2380,69.3097,30.9999,1089,341.061,0.435,0.761,0.118,1291,20,11,7,11,0,10.674,27.385,429,1659
CS2,1,CS,CA1,0.4241,2457,70.9627,32.733,1042,371.588,0.403,0.824,0.095,1415,18,9,9,9,0,12.222,20.071,585,1452
CS2,1,CS,CA1,0.2993,5362,119.4364,50.7948,1605,709.72,0.289,0.413,0.04,3757,40,19,20,17,1,10.588,31.799,538,1596
CS2,1,CS,CA1,0.3667,810,42.7727,19.2076,297,184.35,0.336,0.61,0.11,513,7,3,5,3,0,13.865,19.314,31,1183
CS2,1,CS,CA1,0.5644,1529,56.8674,27.2555,863,233.321,0.53,0.855,0.199,666,10,4,7,3,1,12.456,22.657,691,1556
CS2,1,CS,CA1,0.7795,567,32.1701,14.9125,442,108.368,0.703,0.665,0.473,125,7,3,4,2,1,7.706,16.314,433,835
CS2,1,CS,CA1,0.5916,2735,80.8219,33.4369,1618,425.085,0.566,0.58,0.113,1117,29,15,12,14,1,10.341,21.728,1456,1339
CS2,1,CS,CA1,0.5804,1835,59.4276,28.239,1065,313.889,0.547,0.743,0.136,770,16,8,8,8,0,10.98,20.314,1011,832
CS2,1,CS,CA1,0.9658,439,34.9857,14.5389,424,90.569,0.862,0.521,0.65,15,1,0,2,0,0,35.385,35.385,813,398
CS2,1,CS,CA1,0.6931,642,64.6375,28.7517,445,162.794,0.607,0.149,0.211,197,3,1,3,1,0,24.947,61.527,22,916
CS2,1,CS,CA1,0.4601,3408,101.1541,41.7029,1568,468.098,0.44,0.393,0.09,1840,23,11,12,10,1,12.47,30.207,543,1694
CS2,1,CS,CA1,0.4677,3096,86.3771,36.5446,1448,487.47,0.447,0.461,0.077,1648,31,14,16,10,4,10.562,25.899,779,1321
CS2,2,CS,CA1,0.5807,1872,60.0258,27.884,1087,307.889,0.552,0.643,0.144,785,14,7,7,7,0,11.894,26.314,1279,621
CS2,2,CS,CA1,0.9282,390,37,14.1301,362,93.497,0.821,0.384,0.52,28,3,1,3,1,0,11.99,29.556,743,221
CS2,2,CS,CA1,0.9054,497,40.1249,15.746,450,108.811,0.814,0.389,0.478,47,3,1,3,1,0,15.6,26.071,1577,41
CS2,2,CS,CA1,0.5296,1605,66.3702,28.9386,850,246.392,0.499,0.427,0.176,755,13,7,5,7,0,11.638,28.071,378,1300
CS2,2,CS,CA1,0.6891,936,46.8167,21.6155,645,162.752,0.636,0.814,0.306,291,8,4,4,4,0,10.553,18.243,592,590
CS2,2,CS,CA1,0.8865,784,37.6962,17.5395,695,115.539,0.817,0.667,0.654,89,3,1,3,1,0,13.324,31.142,1084,457
CS2,2,CS,CA1,0.567,1857,62.4278,28.1275,1053,323.161,0.538,0.748,0.127,804,15,8,6,8,0,12.402,49.627,1001,613
CS2,2,CS,CA1,0.7123,1620,60.4152,26.8727,1154,209.622,0.671,0.643,0.33,466,7,3,5,3,0,16.238,22.314,1324,647
CS2,2,CS,CA1,0.7262,1344,61.7738,24.153,976,222.007,0.679,0.544,0.249,368,16,8,6,7,0,10.974,27.142,877,884
CS2,2,CS,CA1,0.3693,1113,56.127,26.4635,411,211.765,0.341,0.695,0.115,702,12,6,4,4,2,9.395,22.728,16,798
CS2,2,CS,CA1,0.7574,1385,59.6825,25.2482,1049,183.238,0.71,0.543,0.393,336,9,4,5,3,1,12.135,20.899,1162,464
CS2,2,CS,CA1,0.5365,2464,83.6255,35.9214,1322,375.588,0.511,0.424,0.118,1142,13,6,7,5,1,16.429,35.207,1041,689
CS2,2,CS,CA1,0.75,860,44.2076,19.7771,645,157.581,0.688,0.711,0.326,215,9,4,6,4,0,10.741,17.243,1000,886
CS2,2,CS,CA1,0.8047,722,43.4626,17.478,581,137.439,0.739,0.577,0.387,141,5,2,4,2,0,14.174,29.142,1029,447
CS2,2,CS,CA1,0.9387,473,36.4966,14.4452,444,101.64,0.841,0.467,0.54,29,2,1,1,1,0,21.399,24.314,719,334
CS2,3,CS,CA1,0.6984,1956,91.351,37.2596,1366,282.676,0.653,0.242,0.215,590,7,3,5,3,0,18.387,32.213,461,1089
CS2,3,CS,CA1,0.7824,694,53.2541,22.213,543,134.024,0.704,0.264,0.38,151,3,1,3,1,0,19.923,44.698,155,997
CS2,3,CS,CA1,0.586,884,48.0416,19.6214,518,179.38,0.538,0.649,0.202,366,9,4,6,4,0,10.224,28.556,356,974
CS2,3,CS,CA1,0.8744,868,71.218,26.8049,759,167.48,0.784,0.23,0.34,109,1,0,2,0,0,77.912,77.912,187,1474
CS2,3,CS,CA1,0.729,1188,114.4945,47.565,866,255.421,0.649,0.099,0.167,322,1,0,2,0,0,121.296,121.296,17,998
CS2,3,CS,CA1,0.642,1430,50.7558,23.5926,918,277.161,0.604,0.715,0.15,512,15,7,9,7,0,10.48,32.385,1353,746
CS2,3,CS,CA1,0.616,1815,78.2432,32.1208,1118,251.321,0.578,0.327,0.222,697,11,5,7,5,0,12.619,34.385,742,994
CS2,3,CS,CA1,0.6418,2088,67.9117,30.5675,1340,353.002,0.609,0.584,0.135,748,16,7,10,6,1,13.038,23.449,1540,682
CS2,3,CS,CA1,0.5249,3500,93.8868,42.6881,1837,481.026,0.505,0.702,0.1,1663,11,5,7,5,0,22.797,72.255,957,993
CS2,3,CS,CA1,0.6879,314,28.4605,12.1024,216,95.882,0.603,0.488,0.295,98,4,1,4,0,1,11.732,18.485,1421,505
CS2,3,CS,CA1,0.7491,809,52.4786,19.8976,606,149.338,0.682,0.401,0.341,203,3,1,3,1,0,25.257,41.213,958,850
CS2,3,CS,CA1,0.3999,3693,103.8171,44.5831,1477,510.098,0.384,0.364,0.071,2216,29,14,16,14,0,9.642,21.314,903,580
CS2,3,CS,CA1,0.4746,2284,75.2669,31.6975,1084,305.019,0.451,0.76,0.146,1200,11,5,7,5,0,15.275,32.627,611,1251
CS2,3,CS,CA1,0.708,993,63.2851,25.5405,703,172.309,0.646,0.264,0.298,290,3,1,3,1,0,26.004,45.284,156,1370
CS2,3,CS,CA1,0.6783,1007,50.6063,21.8141,683,193.723,0.626,0.498,0.229,324,11,5,7,5,0,10.067,23.142,706,1389
CS2,4,CS,CA1,0.7371,932,58.4123,24.7015,687,159.581,0.672,0.421,0.339,245,5,2,4,2,0,14.617,47.284,346,1608
CS2,4,CS,CA1,0.9955,444,34.9285,13.9269,442,91.497,0.881,0.498,0.663,2,1,0,2,0,0,30.314,30.314,1298,67
CS2,4,CS,CA1,1.0429,163,18.824,8.7041,170,53.355,0.863,0.791,0.75,-7,3,1,3,1,0,6.69,9.243,1,205
CS2,4,CS,CA1,0.4146,3413,86.4003,37.0783,1415,434.316,0.397,0.895,0.094,1998,18,9,9,9,0,13.44,45.899,254,1134
CS2,4,CS,CA1,0.4451,1467,56.9106,25.9955,653,245.321,0.416,0.876,0.136,814,10,5,5,5,0,13.888,30.728,95,1701
CS2,4,CS,CA1,0.6074,1006,72.45,29.8641,611,194.451,0.549,0.231,0.203,395,5,2,4,2,0,19.099,47.042,91,1506
CS2,4,CS,CA1,0.4713,3535,102.8413,46.8633,1666,436.458,0.45,0.406,0.11,1869,12,5,8,4,1,19.807,59.355,430,1387
CS2,4,CS,CA1,0.6801,916,48.4038,22.2344,623,165.581,0.625,0.752,0.286,293,5,2,4,2,0,17.037,31.314,492,1059
CS2,4,CS,CA1,0.6998,1269,45.3175,21.5307,888,190.794,0.659,0.767,0.307,381,11,6,4,6,0,11.566,17.314,802,943
CS2,4,CS,CA1,0.6515,1518,60.7677,26.5696,989,214.936,0.61,0.59,0.269,529,7,2,6,1,0,20.135,34.385,587,1647
CS2,4,CS,CA1,0.5838,877,77.801,29.2514,512,209.765,0.515,0.174,0.146,365,5,2,4,2,0,21.548,40.456,11,1538
CS2,4,CS,CA1,0.4852,1824,71.7008,32.0517,885,305.12,0.457,0.433,0.119,939,15,7,9,7,0,11.392,15.828,480,1090
CS2,4,CS,CA1,0.3867,1417,54.7449,24.8161,548,294.434,0.36,0.583,0.079,869,16,8,8,8,0,10.445,26.485,159,1193
CS2,4,CS,CA1,0.4255,2818,82.6467,37.095,1199,408.943,0.403,0.458,0.09,1619,22,10,13,9,1,11.357,27.314,330,1756
CS2,4,CS,CA1,0.3885,1009,66.0984,29.8814,392,196.551,0.353,0.233,0.128,617,7,3,5,3,0,13.608,59.698,6,1638
CS2,1,CS,CA3,0.4092,2771,88.4816,40.3829,1134,284.978,0.39,0.367,0.175,1637,7,3,5,3,0,21.593,70.042,82,1669
CS2,1,CS,CA3,0.6245,1036,47.9661,23.0621,647,160.995,0.579,0.807,0.314,389,5,2,4,2,0,15.802,28.385,444,1594
CS2,1,CS,CA3,0.787,338,30.02,13.554,266,85.983,0.694,0.538,0.452,72,3,1,3,1,0,14.266,19.485,46,591
CS2,1,CS,CA3,0.9695,361,31.257,13.1872,350,84.569,0.845,0.516,0.615,11,1,0,2,0,0,28.899,28.899,1344,233
CS2,1,CS,CA3,1,376,27.6586,12.4534,376,79.255,0.888,0.661,0.752,0,1,0,2,0,0,21.899,21.899,532,319
CS2,1,CS,CA3,0.6851,1299,61.9839,26.5383,890,195.137,0.639,0.555,0.294,409,9,3,7,1,2,13.975,24.971,617,1003
CS2,1,CS,CA3,0.8154,1300,65.1588,28.4799,1060,174.752,0.756,0.318,0.436,240,5,2,4,2,0,18.451,37.556,1337,295
CS2,1,CS,CA3,0.576,2972,77.8313,37.8808,1712,340.375,0.551,0.816,0.186,1260,12,5,8,4,1,17.723,35.485,1046,1637
CS2,1,CS,CA3,0.6236,1472,78.4347,34.6174,918,212.451,0.579,0.262,0.256,554,9,4,5,3,1,11.668,33.485,622,764
CS2,1,CS,CA3,0.6775,1321,50.08,23.5596,895,186.652,0.633,0.756,0.323,426,5,2,4,2,0,17.905,23.314,869,1077
CS2,1,CS,CA3,0.6961,1619,53.2794,25.3183,1127,207.179,0.655,0.76,0.33,492,10,5,6,4,0,11.567,29.142,915,1345
CS2,1,CS,CA3,0.7298,618,39.2173,16.7346,451,129.924,0.659,0.682,0.336,167,5,2,4,2,0,13.871,18.485,464,952
CS2,1,CS,CA3,0.8917,794,45.8912,18.6625,708,126.61,0.819,0.562,0.555,86,3,1,3,1,0,18.761,29.556,1142,349
CS2,1,CS,CA3,0.5088,1360,57.1054,26.9893,692,212.35,0.474,0.706,0.193,668,5,2,4,2,0,20.099,34.556,277,691
CS2,1,CS,CA3,0.513,2951,91.0447,40.5707,1514,355.203,0.491,0.455,0.151,1437,12,5,8,4,1,15.631,39.042,761,1088
CS2,2,CS,CA3,0.6604,1608,79.2465,29.6563,1062,250.007,0.619,0.36,0.214,546,9,4,6,4,0,14.868,22.314,1017,733
CS2,2,CS,CA3,0.7621,1135,67.0298,26.735,865,179.966,0.706,0.257,0.336,270,5,2,4,2,0,16.105,35.314,1265,169
CS2,2,CS,CA3,0.4905,2642,86.4708,37.4152,1296,327.362,0.467,0.475,0.152,1346,16,7,9,5,2,13.209,40.78,662,1010
CS2,2,CS,CA3,0.6402,1829,73.1642,29.9275,1171,285.948,0.604,0.376,0.18,658,17,9,6,8,1,11.273,20.243,784,898
CS2,2,CS,CA3,0.6153,590,38.316,17.4458,363,143.48,0.555,0.708,0.222,227,7,3,5,3,0,10.287,24.385,180,1033
CS2,2,CS,CA3,0.6255,1175,47.3725,23.1016,735,217.179,0.585,0.816,0.196,440,11,5,7,5,0,10.628,32.142,1033,739
CS2,2,CS,CA3,0.593,2791,80.177,35.9604,1655,355.931,0.566,0.521,0.164,1136,20,10,10,10,0,11.769,32.728,1243,985
CS2,2,CS,CA3,1.0204,343,30.2655,12.1968,350,85.74,0.896,0.547,0.598,-7,4,2,2,2,0,11.639,23.314,981,82
CS2,2,CS,CA3,0.4484,4993,105.9327,47.5137,2239,555.997,0.433,0.738,0.091,2754,20,10,10,10,0,16.211,29.899,857,894
CS2,2,CS,CA3,0.5761,1878,66.509,29.3703,1082,278.676,0.543,0.702,0.175,796,14,7,7,7,0,12.857,28.142,366,1748
CS2,2,CS,CA3,0.3385,5790,133.154,59.6529,1960,620.566,0.326,0.275,0.064,3830,21,10,11,9,1,16.259,62.698,149,1392
CS2,2,CS,CA3,0.5138,2059,77.2787,32.462,1058,343.931,0.486,0.524,0.112,1001,18,9,9,9,0,10.963,22.899,863,791
CS2,2,CS,CA3,0.4657,4954,114.0144,51.1977,2307,610.708,0.449,0.595,0.078,2647,31,15,15,13,2,11.639,45.162,973,824
CS2,2,CS,CA3,0.9697,231,23.4866,10.2141,224,66.426,0.83,0.596,0.638,7,3,1,3,1,0,8.243,15.899,1071,515
CS2,2,CS,CA3,0.6914,1413,55.6061,26.1217,977,185.723,0.647,0.752,0.356,436,3,1,3,1,0,29.28,31.799,777,1067
CS2,3,CS,CA3,0.6735,1216,67.2309,30.2235,819,223.765,0.622,0.31,0.206,397,7,3,5,3,0,16.022,26.899,640,1301
CS2,3,CS,CA3,0.5356,2194,92.228,41.9249,1175,321.22,0.508,0.238,0.143,1019,9,4,6,4,0,18.849,50.728,1050,432
CS2,3,CS,CA3,0.8816,608,37.054,15.7273,536,114.225,0.802,0.654,0.516,72,5,2,4,2,0,11.14,17.071,1492,248
CS2,3,CS,CA3,0.5526,3368,88.7694,39.8697,1861,326.475,0.529,0.57,0.219,1507,13,6,8,6,0,14.368,34.385,1054,1232
CS2,3,CS,CA3,0.7089,1041,52.4309,22.475,738,159.581,0.655,0.484,0.364,303,5,2,4,2,0,17.217,34.213,702,863
CS2,3,CS,CA3,0.5525,1935,98.4784,40.927,1069,270.877,0.513,0.228,0.183,866,9,4,6,4,0,15.995,37.213,64,1685
CS2,3,CS,CA3,0.7292,1440,54.2049,23.6768,1050,180.208,0.687,0.872,0.406,390,8,3,6,2,1,14.997,41.213,1224,868
CS2,3,CS,CA3,0.8608,948,49.3964,21.0979,816,139.782,0.795,0.521,0.525,132,4,1,4,0,1,17.928,29.899,1206,377
CS2,3,CS,CA3,0.5102,1909,62.0615,29.261,974,266.676,0.485,0.751,0.172,935,14,7,7,7,0,11.443,24.142,425,1266
CS2,3,CS,CA3,0.8556,471,30.8136,13.8356,403,98.569,0.771,0.716,0.521,68,3,1,3,1,0,14.657,21.071,1489,197
CS2,3,CS,CA3,0.8969,737,34.686,16.258,661,116.468,0.824,0.836,0.612,76,3,1,3,1,0,11.714,15.657,1133,465
CS2,3,CS,CA3,0.8547,1039,53.1605,23.5148,888,162.167,0.79,0.428,0.424,151,4,1,4,0,1,20.435,31.142,1335,254
CS2,3,CS,CA3,0.6617,1280,57.0088,24.7585,847,187.38,0.619,0.524,0.303,433,7,3,5,3,0,14.298,35.728,1120,832
CS2,3,CS,CA3,0.9091,836,37.9494,17.427,760,125.539,0.839,0.897,0.606,76,4,1,4,0,1,14.112,19.899,1442,265
CS2,3,CS,CA3,0.4939,2847,95.5207,41.2213,1406,417.487,0.471,0.489,0.101,1441,21,9,13,7,2,12.34,32.314,754,1518
CS2,4,CS,CA3,0.7822,730,42.9535,19.0215,571,136.024,0.715,0.461,0.388,159,4,2,2,2,0,16.942,30.142,831,323
CS2,4,CS,CA3,0.647,1442,69.4622,28.3546,933,241.563,0.603,0.327,0.201,509,11,5,7,5,0,11.854,25.899,842,812
CS2,4,CS,CA3,0.8808,1393,54.1306,24.321,1227,199.522,0.823,0.595,0.387,166,10,5,4,4,1,12.563,18.071,1343,573
CS2,4,CS,CA3,0.7653,1027,60.0333,24.4423,786,157.581,0.703,0.322,0.398,241,4,1,4,0,1,18.683,30.863,595,813
CS2,4,CS,CA3,0.6847,907,44.1035,21.083,621,161.924,0.632,0.555,0.298,286,5,2,4,2,0,15.491,28.899,961,292
CS2,4,CS,CA3,0.7642,1374,52.7731,22.1527,1050,213.279,0.715,0.721,0.29,324,9,4,6,4,0,13.324,26.899,1217,733
CS2,4,CS,CA3,0.8048,871,45.5412,19.6799,701,137.439,0.745,0.475,0.466,170,5,2,4,2,0,13.905,29.556,1168,260
CS2,4,CS,CA3,0.9863,364,24.6714,11.7365,359,75.598,0.89,0.955,0.789,5,1,0,2,0,0,25.971,25.971,1619,120
CS2,4,CS,CA3,0.8145,566,41,17.7845,461,116.953,0.731,0.407,0.424,105,5,2,4,2,0,10.408,29.485,627,532
CS2,4,CS,CA3,0.5188,2423,69.8172,31.8419,1257,314.818,0.493,0.464,0.159,1166,17,8,9,7,1,12.048,25.314,622,1473
CS2,4,CS,CA3,0.7607,1304,50.231,23.5098,992,188.794,0.714,0.673,0.35,312,10,5,5,5,0,11.581,19.728,1131,651
CS2,4,CS,CA3,0.5605,2446,83.2346,33.7009,1371,320.333,0.534,0.54,0.168,1075,11,4,7,1,3,16.151,47.79,833,1101
CS2,4,CS,CA3,0.8121,1059,59.5483,22.0126,860,176.208,0.749,0.451,0.348,199,4,2,2,2,0,23.039,29.142,567,1157
CS2,4,CS,CA3,0.4215,3345,81.4477,39.1441,1410,414.215,0.406,0.61,0.103,1935,11,5,7,5,0,19.602,42.971,665,1248
CS2,4,CS,CA3,0.7376,465,34.7005,15.9627,343,106.225,0.658,0.643,0.382,122,5,2,4,2,0,9.808,19.485,484,783
CS2,1,CS,GD,0.6474,1160,54.5619,22.729,751,229.907,0.602,0.526,0.179,409,18,9,7,7,2,9.027,17.485,721,938
CS2,1,CS,GD,0.5244,2189,65.8635,30.1831,1148,340.174,0.5,0.712,0.125,1041,19,9,9,7,2,11.771,22.485,1126,914
CS2,1,CS,GD,0.5095,1472,71.8707,31.3042,750,260.291,0.472,0.273,0.139,722,11,5,7,5,0,12.246,22.556,140,1471
CS2,1,CS,GD,0.8402,532,36.1248,15.7199,447,102.225,0.753,0.571,0.538,85,5,2,4,2,0,10.111,13.828,222,669
CS2,1,CS,GD,0.6428,1719,65.123,28.0978,1105,254.777,0.604,0.496,0.214,614,18,8,9,5,3,10.924,19.485,866,1253
CS2,1,CS,GD,0.7148,603,48.8262,20.7829,431,126.024,0.635,0.241,0.341,172,3,1,3,1,0,16.704,40.87,344,1000
CS2,1,CS,GD,0.5988,663,56.0803,24.1721,397,142.995,0.542,0.19,0.244,266,3,1,3,1,0,21.223,41.941,9,1787
CS2,1,CS,GD,0.5655,1275,50.9305,22.9205,721,222.492,0.526,0.642,0.183,554,12,6,6,6,0,10.651,18.485,214,1776
CS2,1,CS,GD,0.9967,615,41.6173,16.6943,613,108.953,0.898,0.413,0.649,2,1,0,2,0,0,34.456,34.456,902,841
CS2,1,CS,GD,0.797,862,40.5677,18.9095,687,157.681,0.735,0.936,0.347,175,8,4,3,3,1,13.031,23.071,995,487
CS2,1,CS,GD,0.5438,1471,60.2224,28.9471,800,219.179,0.51,0.453,0.209,671,11,5,7,5,0,10.97,36.728,298,1291
CS2,1,CS,GD,0.5033,4355,95.4149,41.9059,2192,534.867,0.486,0.681,0.096,2163,31,16,14,16,0,10.813,43.627,1225,1006
CS2,1,CS,GD,0.502,1755,56.5372,25.8587,881,296.676,0.475,0.679,0.126,874,8,4,4,4,0,19.559,49.627,541,531
CS2,1,CS,GD,0.6555,656,41.1461,16.9357,430,173.38,0.599,0.466,0.18,226,10,4,7,3,1,9.733,13.899,647,1176
CS2,1,CS,GD,0.94,500,31.9531,13.8138,470,92.569,0.855,0.61,0.689,30,3,1,3,1,0,8.771,16.657,1476,207
CS2,2,CS,GD,0.4674,1641,61.5638,29.2266,767,303.99,0.44,0.702,0.104,874,14,7,7,7,0,11.432,21.657,527,970
CS2,2,CS,GD,0.5784,1582,83.672,35.2024,915,219.522,0.539,0.231,0.239,667,5,2,4,2,0,20.494,72.669,361,837
CS2,2,CS,GD,0.4669,1510,81.2712,33.7281,705,242.007,0.433,0.23,0.151,805,3,1,3,1,0,37.971,95.426,35,1580
CS2,2,CS,GD,0.5059,3068,100.6876,40.8446,1552,529.997,0.483,0.331,0.069,1516,25,12,12,10,2,12.502,30.314,1268,730
CS2,2,CS,GD,0.594,1803,66.7308,28.5086,1071,313.647,0.563,0.483,0.137,732,17,8,10,8,0,11.117,28.971,1140,1180
CS2,2,CS,GD,0.563,1922,69.9224,32.0603,1082,305.99,0.532,0.645,0.145,840,18,9,7,7,2,12.013,30.971,804,1031
CS2,2,CS,GD,0.7064,1676,83.7616,38.0256,1184,277.22,0.657,0.286,0.194,492,5,2,4,2,0,26.714,80.698,642,684
CS2,2,CS,GD,0.9963,539,39.0641,15.8691,537,102.912,0.893,0.479,0.637,2,3,1,3,1,0,14.462,30.899,1616,42
CS2,2,CS,GD,0.661,1006,43.9659,19.7022,665,163.48,0.613,0.878,0.313,341,9,4,6,4,0,12.239,20.657,491,1623
CS2,2,CS,GD,0.3912,3809,106.738,40.5196,1490,458.5,0.375,0.6,0.089,2319,18,9,9,9,0,13.387,43.627,299,1235
CS2,2,CS,GD,0.5177,1636,54.9061,24.9408,847,243.765,0.489,0.665,0.179,789,5,2,4,2,0,24.197,41.556,294,1229
CS2,2,CS,GD,0.9283,516,32.6497,13.7468,479,93.841,0.843,0.777,0.684,37,3,1,3,1,0,10.933,15.899,1117,84
CS2,2,CS,GD,0.3762,2307,93.4077,36.7728,868,300.333,0.357,0.363,0.121,1439,11,5,7,5,0,14.909,37.556,61,1758
CS2,2,CS,GD,0.3652,2322,84.7585,36.9631,848,336.032,0.345,0.486,0.094,1474,13,6,8,6,0,13.336,27.314,116,1048
CS2,2,CS,GD,0.684,886,41.1096,18.9304,606,184.167,0.636,0.895,0.225,280,9,4,6,4,0,10.492,18.485,1188,539
CS2,3,CS,GD,0.8917,628,43.566,18.8054,560,113.782,0.801,0.377,0.544,68,3,1,2,0,1,13.819,34.627,627,884
CS2,3,CS,GD,0.9496,873,38.8356,18.2075,829,122.953,0.879,0.788,0.689,44,5,2,4,2,0,8.76,15.657,1635,176
CS2,3,CS,GD,0.8307,1081,49.6411,22.1337,898,170.752,0.772,0.542,0.387,183,3,1,3,1,0,21.29,33.971,1628,184
CS2,3,CS,GD,0.715,807,38.0136,18.1131,577,146.167,0.655,0.942,0.339,230,8,3,6,2,1,9.937,18.314,673,1534
CS2,3,CS,GD,0.7125,320,28.3878,13.1655,228,90.811,0.618,0.507,0.347,92,3,1,3,1,0,13.404,18.899,240,677
CS2,3,CS,GD,0.6263,1694,62.4003,27.5422,1061,266.434,0.588,0.782,0.188,633,19,8,11,6,1,10.621,35.385,922,1713
CS2,3,CS,GD,0.9198,262,30.5941,12.7789,241,77.598,0.79,0.298,0.503,21,1,0,2,0,0,27.899,27.899,21,282
CS2,3,CS,GD,1.0036,553,43.4166,16.4318,555,107.154,0.9,0.409,0.607,-2,1,0,2,0,0,43.142,43.142,1106,68
CS2,3,CS,GD,0.9939,820,55.4617,22.7498,815,134.024,0.906,0.345,0.57,5,1,0,2,0,0,49.113,49.113,1049,455
CS2,3,CS,GD,1.0465,409,26.9724,12.303,428,79.012,0.93,0.733,0.862,-19,1,0,2,0,0,11.657,11.657,1556,39
CS2,3,CS,GD,0.6282,1232,47.6502,22.3222,774,209.421,0.588,0.694,0.222,458,13,5,9,3,2,11.043,18.142,943,1464
CS2,3,CS,GD,0.5464,1704,68.5966,29.4998,931,271.078,0.514,0.491,0.159,773,12,6,6,6,0,14.344,32.556,493,1576
CS2,3,CS,GD,0.5855,2012,63.1567,27.8279,1178,330.475,0.554,0.759,0.136,834,23,11,10,8,3,9.514,18.06,1040,889
CS2,3,CS,GD,0.5408,1631,74.7329,28.5133,882,287.605,0.508,0.446,0.134,749,13,6,8,6,0,11.985,38.385,469,1081
CS2,3,CS,GD,0.504,2151,63.6736,30.127,1084,319.546,0.478,0.651,0.133,1067,10,5,5,5,0,17.375,36.799,802,959
CS2,4,CS,GD,0.5506,2045,96.2549,41.0565,1126,310.191,0.517,0.219,0.147,919,9,4,6,4,0,18.228,39.042,894,825
CS2,4,CS,GD,0.6428,3567,87.7914,39.2153,2293,419.772,0.617,0.555,0.164,1274,28,14,12,12,2,11.502,35.213,1340,1234
CS2,4,CS,GD,0.68,625,40.1824,18.4192,425,129.338,0.612,0.681,0.319,200,6,2,5,1,1,12.403,19.728,251,1295
CS2,4,CS,GD,0.4006,4516,104.5775,49.3378,1809,587.938,0.386,0.507,0.066,2707,24,12,9,9,3,15.092,63.77,606,1727
CS2,4,CS,GD,0.7142,1557,53.2095,23.7393,1112,219.522,0.67,0.743,0.29,445,12,5,8,4,1,12.711,19.893,991,1371
CS2,4,CS,GD,0.9727,513,32.8938,14.1579,499,94.225,0.877,0.599,0.706,14,5,2,4,2,0,8.043,14.071,1486,172
CS2,4,CS,GD,0.7552,817,44.9622,20.3875,617,142.024,0.695,0.441,0.384,200,5,2,4,2,0,14.72,39.556,939,639
CS2,4,CS,GD,0.9487,585,35.192,15.5737,555,98.811,0.867,0.577,0.714,30,3,1,3,1,0,12.657,18.314,1014,419
CS2,4,CS,GD,0.8729,850,42.8019,20.1849,742,132.953,0.802,0.623,0.527,108,5,2,4,2,0,15.52,27.142,1123,529
CS2,4,CS,GD,0.7242,2447,114.7563,42.7981,1772,327.889,0.68,0.277,0.207,675,8,4,4,4,0,22.076,65.627,1274,718
CS2,4,CS,GD,0.7224,1351,52.1146,23.9363,976,203.765,0.671,0.783,0.295,375,7,3,5,3,0,15.894,28.071,655,1604
CS2,4,CS,GD,0.8641,736,51.0392,20.9129,636,132.024,0.783,0.301,0.459,100,1,0,2,0,0,46.698,46.698,757,866
CS2,4,CS,GD,0.7286,1658,64.1327,26.7857,1208,205.622,0.688,0.561,0.359,450,11,5,7,5,0,12.459,26.142,1187,910
CS2,4,CS,GD,0.665,1597,59.9011,27.5257,1062,211.078,0.624,0.636,0.3,535,5,2,4,2,0,21.762,32.385,664,1107
CS2,4,CS,GD,0.8365,2086,73.3895,31.2924,1745,290.392,0.794,0.551,0.26,341,13,7,4,6,1,16.087,32.213,1680,34
CS3,1,CS,CA1,0.6118,2174,74.4312,34.1643,1330,260.635,0.579,0.533,0.246,844,9,4,6,4,0,16.819,47.87,938,1246
CS3,1,CS,CA1,0.9685,572,36.5908,16.6261,554,111.054,0.871,0.554,0.564,18,4,2,2,2,0,14.718,26.314,1096,216
CS3,1,CS,CA1,0.9247,478,29.0306,13.5751,442,91.74,0.83,0.717,0.66,36,3,1,3,1,0,11.657,22.071,551,523
CS3,1,CS,CA1,0.8123,1598,68.1583,27.5785,1298,211.522,0.76,0.384,0.365,300,7,4,2,4,0,20.126,29.971,945,776
CS3,1,CS,CA1,0.6635,1679,59.631,27.3358,1114,241.765,0.623,0.835,0.24,565,6,3,3,3,0,21.538,41.385,950,706
CS3,1,CS,CA1,0.5228,1335,62.0322,27.735,698,202.066,0.485,0.561,0.215,637,7,3,4,2,1,13.8,30.556,158,1617
CS3,1,CS,CA1,0.7819,972,45.5578,20.1822,760,146.024,0.723,0.735,0.448,212,5,2,4,2,0,15.92,30.556,571,1412
CS3,1,CS,CA1,0.6989,1694,76.8505,30.1499,1184,229.078,0.656,0.546,0.284,510,7,3,5,3,0,19.087,51.941,947,1414
CS3,1,CS,CA1,0.7213,2020,85,38.6722,1457,227.622,0.681,0.425,0.353,563,5,2,4,2,0,25.197,54.213,858,775
