Animal,Corte,Grupo,Region,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
CS2,1,CS,CA1,1362,31.134,49.103,31.134,49.103,344.416,59.221,29.282,96.89,0.144,2.022,0.494,0.57
CS2,1,CS,CA1,308,32.341,27.981,32.341,27.981,91.983,26.368,14.873,46.255,0.457,1.773,0.564,0.715
CS2,1,CS,CA1,826,42.931,51.015,42.931,51.015,246.635,49.442,21.271,81.565,0.171,2.324,0.43,0.383
CS2,1,CS,CA1,1089,67.019,68.61,67.019,68.61,341.061,42.694,32.477,47.066,0.118,1.315,0.761,0.435
CS2,1,CS,CA1,1042,51.884,69.816,51.884,69.816,371.588,40.131,33.059,132.317,0.095,1.214,0.824,0.403
CS2,1,CS,CA1,1605,97.186,59.672,97.186,59.672,709.72,70.321,29.06,63.603,0.04,2.42,0.413,0.289
CS2,1,CS,CA1,297,47.951,32.301,47.951,32.301,184.35,24.894,15.19,9.222,0.11,1.639,0.61,0.336
CS2,1,CS,CA1,863,39.305,34.145,39.305,34.145,233.321,35.853,30.647,13.224,0.199,1.17,0.855,0.53
CS2,1,CS,CA1,442,25.133,26.878,25.133,26.878,108.368,29.096,19.342,35.002,0.473,1.504,0.665,0.703
CS2,1,CS,CA1,1618,50.11,53.68,50.11,53.68,425.085,59.577,34.579,95.814,0.113,1.723,0.58,0.566
CS2,1,CS,CA1,1065,40.895,46.035,40.895,46.035,313.889,42.71,31.749,83.709,0.136,1.345,0.743,0.547
CS2,1,CS,CA1,424,25.262,17.502,25.262,17.502,90.569,32.187,16.773,35.289,0.65,1.919,0.521,0.862
CS2,1,CS,CA1,445,35.363,34.021,35.363,34.021,162.794,61.732,9.178,126.358,0.211,6.726,0.149,0.607
CS2,1,CS,CA1,1568,59.39,54.591,59.39,54.591,468.098,71.298,28.001,126.397,0.09,2.546,0.393,0.44
CS2,1,CS,CA1,1448,52.7,41.31,52.7,41.31,487.47,63.228,29.159,142.906,0.077,2.168,0.461,0.447
CS2,2,CS,CA1,1087,51.376,27.809,51.376,27.809,307.889,46.384,29.838,8.946,0.144,1.555,0.643,0.552
CS2,2,CS,CA1,362,27.036,31.575,27.036,31.575,93.497,34.667,13.296,161.25,0.52,2.607,0.384,0.821
CS2,2,CS,CA1,450,33.189,30.953,33.189,30.953,108.811,38.402,14.92,0.78,0.478,2.574,0.389,0.814
CS2,2,CS,CA1,850,41.258,27.119,41.258,27.119,246.392,50.362,21.49,172.232,0.176,2.344,0.427,0.499
CS2,2,CS,CA1,645,31.987,29.165,31.987,29.165,162.752,31.767,25.852,93.532,0.306,1.229,0.814,0.636
CS2,2,CS,CA1,695,31.365,26.791,31.365,26.791,115.539,36.416,24.3,133.75,0.654,1.499,0.667,0.817
CS2,2,CS,CA1,1053,55.605,28.953,55.605,28.953,323.161,42.332,31.672,172.896,0.127,1.337,0.748,0.538
CS2,2,CS,CA1,1154,32.649,28.353,32.649,28.353,209.622,47.81,30.732,21.067,0.33,1.556,0.643,0.671
CS2,2,CS,CA1,976,36.115,28.418,36.115,28.418,222.007,47.805,25.995,28.433,0.249,1.839,0.544,0.679
CS2,2,CS,CA1,411,34.622,22.892,34.622,22.892,211.765,27.448,19.065,154.897,0.115,1.44,0.695,0.341
CS2,2,CS,CA1,1049,36.939,28.767,36.939,28.767,183.238,49.595,26.931,123.562,0.393,1.842,0.543,0.71
CS2,2,CS,CA1,1322,30.331,48.467,30.331,48.467,375.588,62.996,26.72,104.837,0.118,2.358,0.424,0.511
CS2,2,CS,CA1,645,33.627,21.182,33.627,21.182,157.581,33.976,24.171,117.287,0.326,1.406,0.711,0.688
CS2,2,CS,CA1,581,17.359,27.868,17.359,27.868,137.439,35.793,20.667,67.215,0.387,1.732,0.577,0.739
CS2,2,CS,CA1,444,22,19.223,22,19.223,101.64,34.781,16.254,168.613,0.54,2.14,0.467,0.841
CS2,3,CS,CA1,1366,42.654,39.579,42.654,39.579,282.676,84.756,20.521,135.067,0.215,4.13,0.242,0.653
CS2,3,CS,CA1,543,30.644,25.139,30.644,25.139,134.024,51.177,13.509,147.122,0.38,3.788,0.264,0.704
CS2,3,CS,CA1,518,30.326,37.181,30.326,37.181,179.38,31.87,20.695,72.473,0.202,1.54,0.649,0.538
CS2,3,CS,CA1,759,36.138,40.686,36.138,40.686,167.48,64.787,14.917,124.87,0.34,4.343,0.23,0.784
CS2,3,CS,CA1,866,56.389,81.594,56.389,81.594,255.421,105.5,10.451,113.335,0.167,10.094,0.099,0.649
CS2,3,CS,CA1,918,53.716,31.08,53.716,31.08,277.161,40.441,28.902,54.476,0.15,1.399,0.715,0.604
CS2,3,CS,CA1,1118,38.09,44.545,38.09,44.545,251.321,65.94,21.588,135.9,0.222,3.055,0.327,0.578
CS2,3,CS,CA1,1340,30.732,45.427,30.732,45.427,353.002,54.053,31.564,104.192,0.135,1.712,0.584,0.609
CS2,3,CS,CA1,1837,47.136,61.622,47.136,61.622,481.026,57.709,40.53,105.316,0.1,1.424,0.702,0.505
CS2,3,CS,CA1,216,26.852,27.616,26.852,27.616,95.882,23.732,11.588,100.966,0.295,2.048,0.488,0.603
CS2,3,CS,CA1,606,31.606,32.876,31.606,32.876,149.338,43.859,17.592,64.117,0.341,2.493,0.401,0.682
CS2,3,CS,CA1,1477,39.067,50.693,39.067,50.693,510.098,71.912,26.151,101.5,0.071,2.75,0.364,0.384
CS2,3,CS,CA1,1084,32.059,55.254,32.059,55.254,305.019,42.611,32.39,143.699,0.146,1.316,0.76,0.451
CS2,3,CS,CA1,703,29.415,37.289,29.415,37.289,172.309,58.267,15.362,123.24,0.298,3.793,0.264,0.646
CS2,3,CS,CA1,683,39.361,42.499,39.361,42.499,193.723,41.781,20.814,143.562,0.229,2.007,0.498,0.626
CS2,4,CS,CA1,687,32.025,41.807,32.025,41.807,159.581,45.569,19.196,139.018,0.339,2.374,0.421,0.672
CS2,4,CS,CA1,442,34.509,25.45,34.509,25.45,91.497,33.627,16.736,11.446,0.663,2.009,0.498,0.881
CS2,4,CS,CA1,170,23.188,15.694,23.188,15.694,53.355,16.547,13.081,111.877,0.75,1.265,0.791,0.863
CS2,4,CS,CA1,1415,64.442,54.933,64.442,54.933,434.316,44.868,40.154,117.216,0.094,1.117,0.895,0.397
CS2,4,CS,CA1,653,40.619,52.73,40.619,52.73,245.321,30.804,26.991,100.164,0.136,1.141,0.876,0.416
CS2,4,CS,CA1,611,52.477,30.354,52.477,30.354,194.451,57.983,13.417,151.35,0.203,4.322,0.231,0.549
CS2,4,CS,CA1,1666,57.313,47.63,57.313,47.63,436.458,72.261,29.355,149.966,0.11,2.462,0.406,0.45
CS2,4,CS,CA1,623,34.259,24.065,34.259,24.065,165.581,32.486,24.418,98.868,0.286,1.33,0.752,0.625
CS2,4,CS,CA1,888,30.028,23.932,30.028,23.932,190.794,38.399,29.445,157.861,0.307,1.304,0.767,0.659
CS2,4,CS,CA1,989,35.033,38.331,35.033,38.331,214.936,46.193,27.26,38.33,0.269,1.695,0.59,0.61
CS2,4,CS,CA1,512,32.828,53.086,32.828,53.086,209.765,61.127,10.665,50.992,0.146,5.732,0.174,0.515
CS2,4,CS,CA1,885,31.474,44.131,31.474,44.131,305.12,51.01,22.09,127.934,0.119,2.309,0.433,0.457
CS2,4,CS,CA1,548,42.54,33.783,42.54,33.783,294.434,34.606,20.162,46.179,0.079,1.716,0.583,0.36
CS2,4,CS,CA1,1199,56.108,34.05,56.108,34.05,408.943,57.72,26.449,31.183,0.09,2.182,0.458,0.403
CS2,4,CS,CA1,392,38.332,42.416,38.332,42.416,196.551,46.281,10.784,151.701,0.128,4.291,0.233,0.353
CS2,1,CS,CA3,1134,53.942,58.011,53.942,58.011,284.978,62.757,23.007,58.759,0.175,2.728,0.367,0.39
CS2,1,CS,CA3,647,30.916,40.498,30.916,40.498,160.995,31.941,25.791,55.253,0.314,1.238,0.807,0.579
CS2,1,CS,CA3,266,16.214,16.962,16.214,16.962,85.983,25.094,13.497,52.982,0.452,1.859,0.538,0.694
CS2,1,CS,CA3,350,12.926,21.366,12.926,21.366,84.569,29.4,15.158,87.544,0.615,1.94,0.516,0.845
CS2,1,CS,CA3,376,31.777,27.122,31.777,27.122,79.255,26.913,17.788,1.856,0.752,1.513,0.661,0.888
CS2,1,CS,CA3,890,22.883,40.369,22.883,40.369,195.137,45.201,25.07,75.343,0.294,1.803,0.555,0.639
CS2,1,CS,CA3,1060,49.655,32.658,49.655,32.658,174.752,65.183,20.705,165.17,0.436,3.148,0.318,0.756
CS2,1,CS,CA3,1712,49.432,34.717,49.432,34.717,340.375,51.688,42.172,163.701,0.186,1.226,0.816,0.551
CS2,1,CS,CA3,918,26.46,47.587,26.46,47.587,212.451,66.779,17.503,74.495,0.256,3.815,0.262,0.579
CS2,1,CS,CA3,895,30.863,39.784,30.863,39.784,186.652,38.822,29.353,78.842,0.323,1.323,0.756,0.633
CS2,1,CS,CA3,1127,28.856,38.117,28.856,38.117,207.179,43.462,33.016,62.643,0.33,1.316,0.76,0.655
CS2,1,CS,CA3,451,23.963,35.584,23.963,35.584,129.924,29.007,19.796,109.741,0.336,1.465,0.682,0.659
CS2,1,CS,CA3,708,24.479,33.754,24.479,33.754,126.61,40.042,22.513,103.471,0.555,1.779,0.562,0.819
CS2,1,CS,CA3,692,46.277,37.983,46.277,37.983,212.35,35.318,24.947,150.394,0.193,1.416,0.706,0.474
CS2,1,CS,CA3,1514,39.101,57.468,39.101,57.468,355.203,65.113,29.605,97.891,0.151,2.199,0.455,0.491
CS2,2,CS,CA3,1062,32.357,60.442,32.357,60.442,250.007,61.3,22.059,84.079,0.214,2.779,0.36,0.619
CS2,2,CS,CA3,865,27.329,48.463,27.329,48.463,179.966,65.495,16.816,89.172,0.336,3.895,0.257,0.706
CS2,2,CS,CA3,1296,37.981,45.62,37.981,45.62,327.362,58.924,28.004,110.995,0.152,2.104,0.475,0.467
CS2,2,CS,CA3,1171,49.276,55.734,49.276,55.734,285.948,62.969,23.678,154.087,0.18,2.659,0.376,0.604
CS2,2,CS,CA3,363,25.588,40.145,25.588,40.145,143.48,25.543,18.095,74.422,0.222,1.412,0.708,0.555
CS2,2,CS,CA3,735,42.621,43.164,42.621,43.164,217.179,33.87,27.63,11.464,0.196,1.226,0.816,0.585
CS2,2,CS,CA3,1655,50.653,75.18,50.653,75.18,355.931,63.572,33.147,82.29,0.164,1.918,0.521,0.566
CS2,2,CS,CA3,350,25.486,23.923,25.486,23.923,85.74,28.553,15.607,168.307,0.598,1.829,0.547,0.896
CS2,2,CS,CA3,2239,65.282,65.491,65.282,65.491,555.997,62.171,45.854,168.464,0.091,1.356,0.738,0.433
CS2,2,CS,CA3,1082,42.046,50.325,42.046,50.325,278.676,44.298,31.099,161.905,0.175,1.424,0.702,0.543
CS2,2,CS,CA3,1960,62.044,73.082,62.044,73.082,620.566,95.294,26.188,124.32,0.064,3.639,0.275,0.326
CS2,2,CS,CA3,1058,34.334,52.734,34.334,52.734,343.931,50.694,26.573,98.839,0.112,1.908,0.524,0.486
CS2,2,CS,CA3,2307,50.345,54.369,50.345,54.369,610.708,70.274,41.799,106.382,0.078,1.681,0.595,0.449
CS2,2,CS,CA3,224,22.522,30.08,22.522,30.08,66.426,21.878,13.036,42.951,0.638,1.678,0.596,0.83
CS2,2,CS,CA3,977,40.543,55.628,40.543,55.628,185.723,40.682,30.578,73.491,0.356,1.33,0.752,0.647
CS2,3,CS,CA3,819,42.767,53.568,42.767,53.568,223.765,57.988,17.983,58.478,0.206,3.225,0.31,0.622
CS2,3,CS,CA3,1175,52.611,41.365,52.611,41.365,321.22,79.248,18.878,1.451,0.143,4.198,0.238,0.508
CS2,3,CS,CA3,536,34.045,17.813,34.045,17.813,114.225,32.292,21.134,11.342,0.516,1.528,0.654,0.802
CS2,3,CS,CA3,1861,39.84,73.315,39.84,73.315,326.475,64.45,36.765,98.407,0.219,1.753,0.57,0.529
CS2,3,CS,CA3,738,24.304,42.564,24.304,42.564,159.581,44.07,21.322,126.453,0.364,2.067,0.484,0.655
CS2,3,CS,CA3,1069,57.85,33.812,57.85,33.812,270.877,77.229,17.624,36.31,0.183,4.382,0.228,0.513
CS2,3,CS,CA3,1050,35.956,37.091,35.956,37.091,180.208,39.157,34.142,0.601,0.406,1.147,0.872,0.687
CS2,3,CS,CA3,816,30.549,41.664,30.549,41.664,139.782,44.657,23.266,71.207,0.525,1.919,0.521,0.795
CS2,3,CS,CA3,974,32.247,42.553,32.247,42.553,266.676,40.632,30.521,115.497,0.172,1.331,0.751,0.485
CS2,3,CS,CA3,403,24.932,16.522,24.932,16.522,98.569,26.764,19.172,159.992,0.521,1.396,0.716,0.771
CS2,3,CS,CA3,661,25.618,23.933,25.618,23.933,116.468,31.733,26.521,142.26,0.612,1.197,0.836,0.824
CS2,3,CS,CA3,888,34.776,28.208,34.776,28.208,162.167,51.396,21.998,12.302,0.424,2.336,0.428,0.79
CS2,3,CS,CA3,847,41.571,32.933,41.571,32.933,187.38,45.349,23.781,176.259,0.303,1.907,0.524,0.619
CS2,3,CS,CA3,760,31.712,30.228,31.712,30.228,125.539,32.839,29.467,174.565,0.606,1.114,0.897,0.839
CS2,3,CS,CA3,1406,53.105,56.2,53.105,56.2,417.487,60.487,29.596,169.791,0.101,2.044,0.489,0.471
CS2,4,CS,CA3,571,39.195,32.884,39.195,32.884,136.024,39.726,18.301,147.473,0.388,2.171,0.461,0.715
CS2,4,CS,CA3,933,32.939,49.452,32.939,49.452,241.563,60.26,19.713,104.447,0.201,3.057,0.327,0.603
CS2,4,CS,CA3,1227,32.124,43.412,32.124,43.412,199.522,51.255,30.48,144.472,0.387,1.682,0.595,0.823
CS2,4,CS,CA3,786,28.486,53.137,28.486,53.137,157.581,55.773,17.943,55.482,0.398,3.108,0.322,0.703
CS2,4,CS,CA3,621,40.064,44.086,40.064,44.086,161.924,37.736,20.953,44.889,0.298,1.801,0.555,0.632
CS2,4,CS,CA3,1050,37.297,35.096,37.297,35.096,213.279,43.049,31.056,160.637,0.29,1.386,0.721,0.715
CS2,4,CS,CA3,701,37.51,31.911,37.51,31.911,137.439,43.356,20.586,80.947,0.466,2.106,0.475,0.745
CS2,4,CS,CA3,359,16.854,19.937,16.854,19.937,75.598,21.875,20.895,49.349,0.789,1.047,0.955,0.89
CS2,4,CS,CA3,461,27.248,35.669,27.248,35.669,116.953,37.974,15.457,71.994,0.424,2.457,0.407,0.731
CS2,4,CS,CA3,1257,56.548,34.318,56.548,34.318,314.818,58.727,27.252,36.055,0.159,2.155,0.464,0.493
CS2,4,CS,CA3,992,38.072,23.07,38.072,23.07,188.794,43.336,29.146,3.894,0.35,1.487,0.673,0.714
CS2,4,CS,CA3,1371,59.915,35.623,59.915,35.623,320.333,56.863,30.698,149.044,0.168,1.852,0.54,0.534
CS2,4,CS,CA3,860,33.423,38.51,33.423,38.51,176.208,49.292,22.214,45.764,0.348,2.219,0.451,0.749
CS2,4,CS,CA3,1410,49.665,48.397,49.665,48.397,414.215,54.256,33.089,27.018,0.103,1.64,0.61,0.406
CS2,4,CS,CA3,343,35.687,33.133,35.687,33.133,106.225,26.06,16.759,149.813,0.382,1.555,0.643,0.658
CS2,1,CS,GD,751,41.79,37.595,41.79,37.595,229.907,42.617,22.437,22.086,0.179,1.899,0.526,0.602
CS2,1,CS,GD,1148,25.783,36.918,25.783,36.918,340.174,45.319,32.253,60.462,0.125,1.405,0.712,0.5
CS2,1,CS,GD,750,43.635,27.356,43.635,27.356,260.291,59.148,16.145,36.458,0.139,3.664,0.273,0.472
CS2,1,CS,GD,447,21.035,45.643,21.035,45.643,102.225,31.563,18.032,90.129,0.538,1.75,0.571,0.753
CS2,1,CS,GD,1105,39.15,39.836,39.15,39.836,254.777,53.285,26.404,164.854,0.214,2.018,0.496,0.604
CS2,1,CS,GD,431,33.936,45.094,33.936,45.094,126.024,47.706,11.503,54.21,0.341,4.147,0.241,0.635
CS2,1,CS,GD,397,31.039,26.059,31.039,26.059,142.995,51.518,9.812,139.54,0.244,5.251,0.19,0.542
CS2,1,CS,GD,721,25.064,30.865,25.064,30.865,222.492,37.823,24.271,145.445,0.183,1.558,0.642,0.526
CS2,1,CS,GD,613,25.616,41.448,25.616,41.448,108.953,43.479,17.951,56.112,0.649,2.422,0.413,0.898
CS2,1,CS,GD,687,26.845,36.235,26.845,36.235,157.681,30.562,28.621,88.829,0.347,1.068,0.936,0.735
CS2,1,CS,GD,800,27.63,62.069,27.63,62.069,219.179,47.394,21.492,101.633,0.209,2.205,0.453,0.51
CS2,1,CS,GD,2192,66.235,38.67,66.235,38.67,534.867,64.016,43.597,169.502,0.096,1.468,0.681,0.486
CS2,1,CS,GD,881,32.889,47.11,32.889,47.11,296.676,40.659,27.588,91.423,0.126,1.474,0.679,0.475
CS2,1,CS,GD,430,26.158,31.181,26.158,31.181,173.38,34.268,15.977,54.048,0.18,2.145,0.466,0.599
CS2,1,CS,GD,470,30.702,29.223,30.702,29.223,92.569,31.321,19.106,159.895,0.689,1.639,0.61,0.855
CS2,2,CS,GD,767,54.999,60.239,54.999,60.239,303.99,37.289,26.189,105.759,0.104,1.424,0.702,0.44
CS2,2,CS,GD,915,46.596,36.993,46.596,36.993,219.522,70.956,16.419,158.6,0.239,4.322,0.231,0.539
CS2,2,CS,GD,705,46.303,46.914,46.303,46.914,242.007,62.512,14.359,40.785,0.151,4.353,0.23,0.433
CS2,2,CS,GD,1552,28.109,70.035,28.109,70.035,529.997,77.306,25.562,75.747,0.069,3.024,0.331,0.483
CS2,2,CS,GD,1071,28.27,46.538,28.27,46.538,313.647,53.136,25.663,107.616,0.137,2.071,0.483,0.563
CS2,2,CS,GD,1082,31.663,48.026,31.663,48.026,305.99,46.203,29.817,57.736,0.145,1.55,0.645,0.532
CS2,2,CS,GD,1184,46.682,39.476,46.682,39.476,277.22,72.634,20.755,148.129,0.194,3.5,0.286,0.657
CS2,2,CS,GD,537,28.502,22.828,28.502,22.828,102.912,37.767,18.104,176.668,0.637,2.086,0.479,0.893
CS2,2,CS,GD,665,33.381,34.748,33.381,34.748,163.48,31.058,27.262,94.956,0.313,1.139,0.878,0.613
CS2,2,CS,GD,1490,46.533,58.39,46.533,58.39,458.5,56.215,33.748,88.604,0.089,1.666,0.6,0.375
CS2,2,CS,GD,847,35.609,43.354,35.609,43.354,243.765,40.283,26.772,110.24,0.179,1.505,0.665,0.489
CS2,2,CS,GD,479,28.938,24.901,28.938,24.901,93.841,28.01,21.774,113.639,0.684,1.286,0.777,0.843
CS2,2,CS,GD,868,42.926,60.744,42.926,60.744,300.333,55.212,20.017,82.936,0.121,2.758,0.363,0.357
CS2,2,CS,GD,848,31.599,56.746,31.599,56.746,336.032,47.13,22.909,74.771,0.094,2.057,0.486,0.345
CS2,2,CS,GD,606,26.875,40.693,26.875,40.693,184.167,29.356,26.284,25.43,0.225,1.117,0.895,0.636
CS2,3,CS,GD,560,29.941,26.684,29.941,26.684,113.782,43.493,16.394,49.506,0.544,2.653,0.377,0.801
CS2,3,CS,GD,829,22.739,28.946,22.739,28.946,122.953,36.59,28.847,61.984,0.689,1.268,0.788,0.879
CS2,3,CS,GD,898,23.916,28.627,23.916,28.627,170.752,45.914,24.902,95.111,0.387,1.844,0.542,0.772
