Animal,Corte,Grupo,Region,Branches,Junctions,End.point.voxels,Juncction.voxels,Slab.voxels,Average.branch.length,Triple.points,Quadruple.points,Maximum.branch.length
AL4,1,AL,GD,5,2,4,4,45,12.471,2,0,18.728
AL4,1,AL,GD,15,7,8,24,130,12.623,6,1,36.556
AL4,1,AL,GD,7,3,5,7,84,15.702,3,0,25.556
AL4,2,AL,GD,14,7,5,32,222,21.687,5,2,55.89
AL4,2,AL,GD,5,2,4,8,63,17.368,2,0,24.971
AL4,2,AL,GD,13,6,8,20,123,13.501,6,0,40.971
AL4,2,AL,GD,20,9,12,32,147,11.18,8,1,34.971
AL4,2,AL,GD,5,2,4,4,63,16.734,2,0,42.042
AL4,2,AL,GD,12,5,8,22,92,11.602,4,1,32.792
AL4,2,AL,GD,1,0,2,0,62,69.627,0,0,69.627
AL4,2,AL,GD,3,1,3,3,36,15.876,1,0,29.971
AL4,2,AL,GD,5,2,4,7,36,10.774,2,0,18.899
AL4,2,AL,GD,9,4,6,12,86,13.469,4,0,26.314
AL4,2,AL,GD,13,6,8,16,155,15.732,6,0,41.385
AL4,2,AL,GD,9,3,7,11,97,14.606,1,2,21.071
AL4,2,AL,GD,3,1,3,4,22,10.162,1,0,13.243
AL4,2,AL,GD,18,9,9,27,183,13.916,9,0,28.556
AL4,2,AL,GD,9,4,6,11,55,9.039,4,0,23.728
AL4,3,AL,GD,5,2,4,8,36,10.891,2,0,14.899
AL4,3,AL,GD,3,1,3,5,45,18.99,1,0,32.071
AL4,3,AL,GD,8,4,4,11,92,15.809,4,0,27.142
AL4,3,AL,GD,7,3,5,5,74,14.342,3,0,32.142
AL4,3,AL,GD,13,6,8,17,112,12.341,6,0,27.971
AL4,3,AL,GD,6,2,5,9,67,15.857,1,1,33.207
AL4,3,AL,GD,9,4,5,13,56,9.427,3,1,18.899
AL4,3,AL,GD,18,8,11,22,119,9.706,7,1,16.899
AL4,3,AL,GD,16,7,10,19,109,10.426,6,1,26.142
AL4,3,AL,GD,11,5,7,19,67,9.591,5,0,25.485
AL4,3,AL,GD,9,4,6,14,66,11.193,4,0,31.385
AL4,3,AL,GD,5,2,4,7,38,10.56,2,0,16.243
AL4,3,AL,GD,17,7,11,22,150,12.392,5,2,28.405
AL4,3,AL,GD,15,7,9,19,140,12.834,7,0,26.314
AL4,3,AL,GD,13,6,8,17,104,11.299,6,0,28.899
AL4,4,AL,GD,5,2,3,11,47,14.481,1,1,24.314
AL4,4,AL,GD,11,5,6,21,107,14.735,4,1,35.971
AL4,4,AL,GD,1,0,2,0,29,37.042,0,0,37.042
AL4,4,AL,GD,9,3,6,10,135,20.339,1,1,60.184
AL4,4,AL,GD,16,7,10,26,195,17.155,6,1,45.941
AL4,4,AL,GD,18,9,8,29,87,8.39,8,1,23.728
AL4,4,AL,GD,14,6,9,20,146,13.882,5,1,48.55
AL4,4,AL,GD,1,0,2,0,38,44.799,0,0,44.799
AL4,4,AL,GD,1,0,2,0,11,14.485,0,0,14.485
AL4,4,AL,GD,5,2,4,7,32,9.394,2,0,14.414
AL4,4,AL,GD,12,6,5,18,86,10.478,5,1,20.479
AL4,4,AL,GD,5,2,4,9,73,18.905,2,0,32.071
AL4,4,AL,GD,27,12,14,52,251,13.805,8,4,54.426
AL4,4,AL,GD,11,5,7,10,100,12.541,5,0,23.899
AL4,4,AL,GD,26,13,10,45,249,14.042,10,3,39.042
