Animal,Corte,Grupo,Region,D,D.max(r²),Lacunarity
CL3,2,CL,GD,1.523,1.4895,0.4988
CL3,2,CL,GD,1.4853,1.6028,0.4594
CL3,2,CL,GD,1.4845,1.4351,0.4461
CL3,2,CL,GD,1.5852,1.6525,0.3302
CL3,2,CL,GD,1.4034,1.3932,0.5337
CL3,2,CL,GD,1.4208,1.6782,0.499
CL3,2,CL,GD,1.5193,1.5751,0.4996
CL3,2,CL,GD,1.5372,1.5749,0.4099
CL3,3,CL,GD,1.4182,1.44,0.5787
CL3,3,CL,GD,1.3787,1.2532,0.4759
CL3,3,CL,GD,1.4907,1.6115,0.3892
CL3,3,CL,GD,1.4051,1.4194,0.6146
CL3,3,CL,GD,1.535,1.6964,0.4015
CL3,3,CL,GD,1.5168,1.4947,0.3954
CL3,3,CL,GD,1.462,1.4531,0.5177
CL3,3,CL,GD,1.4393,1.5471,0.4757
CL3,3,CL,GD,1.4236,1.4676,0.5733
CL3,3,CL,GD,1.4916,1.5842,0.53
CL3,3,CL,GD,1.4934,1.5068,0.3795
CL3,3,CL,GD,1.4457,1.5284,0.5221
CL3,3,CL,GD,1.4506,1.5654,0.4241
CL3,3,CL,GD,1.4204,1.4815,0.5879
CL3,3,CL,GD,1.4555,1.4109,0.5522
CL3,4,CL,GD,1.5255,1.7136,0.4483
CL3,4,CL,GD,1.4045,1.4489,0.4821
CL3,4,CL,GD,1.4172,1.4749,0.6267
CL3,4,CL,GD,1.4365,1.5587,0.466
CL3,4,CL,GD,1.5578,1.643,0.456
CL3,4,CL,GD,1.4289,1.5259,0.5359
CL3,4,CL,GD,1.5184,1.7012,0.3937
CL3,4,CL,GD,1.4197,1.4857,0.4863
CL3,4,CL,GD,1.4814,1.3987,0.4891
CL3,4,CL,GD,1.4947,1.4779,0.4137
CL3,4,CL,GD,1.3768,1.5237,0.4825
CL3,4,CL,GD,1.4655,1.5312,0.5985
CL3,4,CL,GD,1.4009,1.4195,0.6043
CL3,4,CL,GD,1.4478,1.5236,0.5659
CL3,4,CL,GD,1.4352,1.4583,0.5586
CL5,1,CL,CA1,1.4951,1.5024,0.4664
CL5,1,CL,CA1,1.4655,1.5079,0.5429
CL5,1,CL,CA1,1.4496,1.4167,0.5032
CL5,1,CL,CA1,1.394,1.513,0.5189
CL5,1,CL,CA1,1.4198,1.4622,0.5962
CL5,1,CL,CA1,1.5316,1.5503,0.4737
CL5,1,CL,CA1,1.4868,1.4942,0.4923
CL5,1,CL,CA1,1.5107,1.5783,0.5076
CL5,1,CL,CA1,1.4582,1.581,0.601
CL5,1,CL,CA1,1.4247,1.5297,0.4969
CL5,1,CL,CA1,1.4815,1.5624,0.4906
CL5,1,CL,CA1,1.5361,1.6179,0.567
CL5,1,CL,CA1,1.4545,1.5579,0.5732
CL5,1,CL,CA1,1.4175,1.4537,0.6125
CL5,1,CL,CA1,1.5574,1.5616,0.4373
CL5,2,CL,CA1,1.3657,1.3943,0.5967
CL5,2,CL,CA1,1.5509,1.7058,0.4384
CL5,2,CL,CA1,1.4976,1.5325,0.521
CL5,2,CL,CA1,1.4578,1.525,0.659
CL5,2,CL,CA1,1.4877,1.6366,0.387
CL5,2,CL,CA1,1.4084,1.4732,0.5376
CL5,2,CL,CA1,1.4525,1.3903,0.535
CL5,2,CL,CA1,1.5073,1.5291,0.442
CL5,2,CL,CA1,1.5109,1.4757,0.4176
CL5,2,CL,CA1,1.4443,1.4844,0.4805
CL5,2,CL,CA1,1.4307,1.4779,0.5761
CL5,2,CL,CA1,1.5128,1.6467,0.5035
CL5,2,CL,CA1,1.4026,1.5054,0.5366
CL5,2,CL,CA1,1.4042,1.5984,0.4761
CL5,2,CL,CA1,1.3983,1.4353,0.5478
CL5,3,CL,CA1,1.4944,1.5705,0.5752
CL5,3,CL,CA1,1.5109,1.6694,0.4754
CL5,3,CL,CA1,1.3741,1.4051,0.5251
CL5,3,CL,CA1,1.504,1.5258,0.4076
CL5,3,CL,CA1,1.3008,1.6634,0.5853
CL5,3,CL,CA1,1.4094,1.35,0.5799
CL5,3,CL,CA1,1.3762,1.3085,0.5269
CL5,3,CL,CA1,1.5057,1.4587,0.5043
CL5,3,CL,CA1,1.3498,1.4124,0.4791
CL5,3,CL,CA1,1.3076,1.3943,0.5882
CL5,3,CL,CA1,1.5267,1.85,0.4138
CL5,3,CL,CA1,1.4701,1.5177,0.544
CL5,3,CL,CA1,1.4079,1.472,0.5644
CL5,3,CL,CA1,1.3811,1.458,0.5958
CL5,3,CL,CA1,1.4287,1.4107,0.5029
CL5,4,CL,CA1,1.4339,1.4761,0.6631
CL5,4,CL,CA1,1.4012,1.3701,0.4788
CL5,4,CL,CA1,1.4417,1.4568,0.5517
CL5,4,CL,CA1,1.3673,1.4553,0.5968
CL5,4,CL,CA1,1.4468,1.4053,0.4564
CL5,4,CL,CA1,1.3568,1.52,0.5941
CL5,4,CL,CA1,1.4018,1.4701,0.6006
CL5,4,CL,CA1,1.435,1.4441,0.4122
CL5,4,CL,CA1,1.4861,1.4477,0.5833
CL5,4,CL,CA1,1.4569,1.4558,0.5654
CL5,4,CL,CA1,1.6229,1.6876,0.3715
CL5,4,CL,CA1,1.3771,1.4874,0.6501
CL5,4,CL,CA1,1.36,1.5024,0.5587
CL5,4,CL,CA1,1.4759,1.4814,0.5632
CL5,4,CL,CA1,1.3492,1.3314,0.6537
CL5,1,CL,CA3,1.4394,1.551,0.6255
CL5,1,CL,CA3,1.3802,1.456,0.6086
CL5,1,CL,CA3,1.4844,1.5043,0.5784
CL5,1,CL,CA3,1.4294,1.4927,0.6176
CL5,1,CL,CA3,1.3655,1.4662,0.5778
CL5,1,CL,CA3,1.4773,1.4695,0.6541
CL5,1,CL,CA3,1.5223,1.5907,0.4715
CL5,1,CL,CA3,1.5523,1.65,0.4798
CL5,1,CL,CA3,1.3831,1.4035,0.5557
CL5,1,CL,CA3,1.5345,1.6919,0.398
CL5,1,CL,CA3,1.4794,1.5028,0.6201
CL5,1,CL,CA3,1.4155,1.4814,0.5859
CL5,1,CL,CA3,1.5383,1.6124,0.5414
CL5,1,CL,CA3,1.5064,1.6108,0.4367
CL5,1,CL,CA3,1.4708,1.5916,0.4054
CL5,2,CL,CA3,1.3469,1.4226,0.53
CL5,2,CL,CA3,1.278,1.3082,0.627
CL5,2,CL,CA3,1.4538,1.4873,0.6004
CL5,2,CL,CA3,1.5654,1.6148,0.3247
CL5,2,CL,CA3,1.5076,1.6303,0.3665
CL5,2,CL,CA3,1.3099,1.4405,0.6368
CL5,2,CL,CA3,1.4769,1.5061,0.4557
CL5,2,CL,CA3,1.4651,1.5187,0.5613
CL5,2,CL,CA3,1.4646,1.5785,0.4181
CL5,2,CL,CA3,1.4012,1.5163,0.5192
CL5,2,CL,CA3,1.4552,1.5249,0.469
CL5,2,CL,CA3,1.4154,1.4398,0.4923
CL5,2,CL,CA3,1.4732,1.5967,0.4186
CL5,2,CL,CA3,1.5017,1.5516,0.3593
CL5,2,CL,CA3,1.4412,1.3603,0.5387
CL5,3,CL,CA3,1.4235,1.4954,0.5475
CL5,3,CL,CA3,1.4025,1.4192,0.5392
CL5,3,CL,CA3,1.4547,1.4664,0.4797
CL5,3,CL,CA3,1.4653,1.4057,0.4695
CL5,3,CL,CA3,1.5072,1.5958,0.6103
CL5,3,CL,CA3,1.4384,1.5625,0.5686
CL5,3,CL,CA3,1.4326,1.4308,0.5465
CL5,3,CL,CA3,1.473,1.667,0.4724
CL5,3,CL,CA3,1.448,1.5983,0.4498
CL5,3,CL,CA3,1.4671,1.4246,0.4806
CL5,3,CL,CA3,1.5285,1.6128,0.4377
CL5,3,CL,CA3,1.2808,1.3074,0.521
CL5,3,CL,CA3,1.5145,1.5649,0.5358
CL5,3,CL,CA3,1.5146,1.4657,0.4273
CL5,3,CL,CA3,1.5385,1.4432,0.382
CL5,4,CL,CA3,1.4938,2.4234,0.3423
CL5,4,CL,CA3,1.3909,1.3782,0.5973
CL5,4,CL,CA3,1.3706,1.4037,0.5693
CL5,4,CL,CA3,1.5994,1.7079,0.3694
CL5,4,CL,CA3,1.443,1.5323,0.6489
CL5,4,CL,CA3,1.5594,1.5544,0.4658
CL5,4,CL,CA3,1.4984,1.5363,0.6163
CL5,4,CL,CA3,1.2946,1.3945,0.5757
CL5,4,CL,CA3,1.523,1.693,0.4528
CL5,4,CL,CA3,1.4675,1.3476,0.4587
CL5,4,CL,CA3,1.3955,1.4285,0.4876
CL5,4,CL,CA3,1.4784,1.5323,0.4786
CL5,4,CL,CA3,1.4326,1.4719,0.5154
CL5,4,CL,CA3,1.4339,1.518,0.525
CL5,4,CL,CA3,1.3652,1.5017,0.5286
CL5,1,CL,GD,1.4434,1.4911,0.5447
CL5,1,CL,GD,1.4299,1.4905,0.6222
CL5,1,CL,GD,1.5287,1.5489,0.4829
CL5,1,CL,GD,1.5252,1.623,0.3878
CL5,1,CL,GD,1.5373,1.6714,0.3514
CL5,1,CL,GD,1.5106,1.5532,0.4296
CL5,1,CL,GD,1.4741,1.5955,0.5108
CL5,1,CL,GD,1.5069,1.7839,0.3965
CL5,1,CL,GD,1.4576,1.4386,0.5531
CL5,1,CL,GD,1.5272,1.5794,0.5156
CL5,1,CL,GD,1.5302,1.6607,0.3599
CL5,1,CL,GD,1.5147,1.6282,0.3893
CL5,1,CL,GD,1.6003,1.5916,0.3813
CL5,1,CL,GD,1.4898,1.5973,0.4469
CL5,1,CL,GD,1.5936,1.6965,0.3733
CL5,2,CL,GD,1.3218,1.4579,0.5291
CL5,2,CL,GD,1.4706,1.5174,0.575
CL5,2,CL,GD,1.4946,1.5412,0.5039
CL5,2,CL,GD,1.5124,1.5214,0.4081
CL5,2,CL,GD,1.5756,1.5469,0.3821
CL5,2,CL,GD,1.4864,1.4948,0.5206
CL5,2,CL,GD,1.4584,1.6374,0.5233
CL5,2,CL,GD,1.5782,1.6595,0.4636
CL5,2,CL,GD,1.5378,1.5692,0.4454
CL5,2,CL,GD,1.569,1.5632,0.3802
CL5,2,CL,GD,1.4206,1.3269,0.4681
CL5,2,CL,GD,1.4825,1.7855,0.3562
CL5,2,CL,GD,1.5123,1.6501,0.4194
CL5,2,CL,GD,1.4605,1.3763,0.5027
CL5,2,CL,GD,1.5859,1.5077,0.2974
CL5,3,CL,GD,1.5438,1.5626,0.3712
CL5,3,CL,GD,1.4026,1.4159,0.5466
CL5,3,CL,GD,1.4617,1.5086,0.5115
CL5,3,CL,GD,1.5087,1.5303,0.4152
CL5,3,CL,GD,1.475,1.4416,0.4174
CL5,3,CL,GD,1.5292,1.6003,0.407
CL5,3,CL,GD,1.5472,1.5404,0.3387
CL5,3,CL,GD,1.5894,1.5106,0.3167
CL5,3,CL,GD,1.5626,1.4834,0.357
CL5,3,CL,GD,1.3518,1.3089,0.7415
CL5,3,CL,GD,1.4475,1.5182,0.5794
CL5,3,CL,GD,1.5456,1.6616,0.5325
CL5,3,CL,GD,1.5522,1.6656,0.5031
CL5,3,CL,GD,1.4384,1.4146,0.6994
CL5,3,CL,GD,1.4914,1.5608,0.5292
CL5,4,CL,GD,1.4038,1.4078,0.5607
CL5,4,CL,GD,1.4286,1.4436,0.5344
CL5,4,CL,GD,1.5434,1.5726,0.4544
CL5,4,CL,GD,1.4385,1.4213,0.6499
CL5,4,CL,GD,1.5113,1.496,0.4011
CL5,4,CL,GD,1.5171,1.5871,0.402
CL5,4,CL,GD,1.4814,1.6184,0.4423
CL5,4,CL,GD,1.4909,1.4691,0.4041
CL5,4,CL,GD,1.5249,1.4527,0.4693
CL5,4,CL,GD,1.3359,1.1086,0.5902
CL5,4,CL,GD,1.506,1.5176,0.4253
CL5,4,CL,GD,1.5065,1.5965,0.4294
CL5,4,CL,GD,1.5934,1.8304,0.3095
CL5,4,CL,GD,1.5547,1.5106,0.3694
CL5,4,CL,GD,1.4537,1.3225,0.525
AS1,1,AS,CA1,1.4491,1.4921,0.5965
AS1,1,AS,CA1,1.387,1.4377,0.6874
AS1,1,AS,CA1,1.5181,1.6374,0.3816
AS1,1,AS,CA1,1.4506,1.5551,0.5898
AS1,1,AS,CA1,1.4104,1.4246,0.5831
AS1,1,AS,CA1,1.4923,1.4951,0.5377
AS1,1,AS,CA1,1.4867,1.5187,0.4751
AS1,1,AS,CA1,1.5326,1.5269,0.5045
AS1,1,AS,CA1,1.4353,1.4821,0.5431
AS1,1,AS,CA1,1.4815,1.5088,0.5608
AS1,1,AS,CA1,1.4825,1.5283,0.5208
AS1,1,AS,CA1,1.3536,1.3332,0.6082
AS1,1,AS,CA1,1.5275,1.5563,0.4108
AS1,1,AS,CA1,1.5227,1.5614,0.4682
AS1,1,AS,CA1,1.4644,1.506,0.6346
AS1,2,AS,CA1,1.4904,1.628,0.4658
AS1,2,AS,CA1,1.4739,1.5291,0.4783
AS1,2,AS,CA1,1.3387,1.2955,0.4746
AS1,2,AS,CA1,1.425,1.5082,0.5859
AS1,2,AS,CA1,1.5162,1.4927,0.5324
AS1,2,AS,CA1,1.4931,1.2676,0.4451
AS1,2,AS,CA1,1.5191,1.5494,0.5964
AS1,2,AS,CA1,1.4589,1.5297,0.5423
AS1,2,AS,CA1,1.4438,1.5008,0.5225
AS1,2,AS,CA1,1.4752,1.5645,0.5963
AS1,2,AS,CA1,1.4189,1.5358,0.6176
AS1,2,AS,CA1,1.4195,1.37,0.4685
AS1,2,AS,CA1,1.3981,1.5271,0.5376
AS1,2,AS,CA1,1.3221,1.3576,0.6563
AS1,2,AS,CA1,1.4125,1.5136,0.5357
AS1,3,AS,CA1,1.4482,1.5032,0.6193
AS1,3,AS,CA1,1.3512,1.4453,0.6088
AS1,3,AS,CA1,1.3821,1.393,0.446
AS1,3,AS,CA1,1.452,1.5506,0.4288
AS1,3,AS,CA1,1.5097,1.5793,0.4427
AS1,3,AS,CA1,1.4647,1.5417,0.5627
AS1,3,AS,CA1,1.4206,1.5644,0.636
AS1,3,AS,CA1,1.3006,1.3388,0.4926
AS1,3,AS,CA1,1.4901,1.6532,0.436
AS1,3,AS,CA1,1.4463,1.4221,0.5087
AS1,3,AS,CA1,1.4376,1.5074,0.5895
AS1,3,AS,CA1,1.2419,1.2982,0.6163
AS1,3,AS,CA1,1.4533,1.5645,0.5772
AS1,3,AS,CA1,1.481,1.4875,0.4036
AS1,3,AS,CA1,1.3354,1.4211,0.6223
AS1,4,AS,CA1,1.3435,1.2615,0.5274
AS1,4,AS,CA1,1.4177,1.4663,0.5331
AS1,4,AS,CA1,1.4896,1.5473,0.4535
AS1,4,AS,CA1,1.5473,1.6291,0.4866
AS1,4,AS,CA1,1.4587,1.5547,0.4903
AS1,4,AS,CA1,1.4656,1.5807,0.469
AS1,4,AS,CA1,1.4495,1.5372,0.5154
AS1,4,AS,CA1,1.4866,1.5944,0.4867
AS1,4,AS,CA1,1.5454,1.5607,0.4435
AS1,4,AS,CA1,1.436,1.5585,0.4696
AS1,4,AS,CA1,1.4835,1.4718,0.6412
AS1,4,AS,CA1,1.5462,1.6383,0.5387
AS1,4,AS,CA1,1.4877,1.5368,0.5641
AS1,4,AS,CA1,1.3993,1.4526,0.534
AS1,4,AS,CA1,1.4579,1.5799,0.6638
AS1,1,AS,CA3,1.5288,1.5832,0.5088
AS1,1,AS,CA3,1.3946,1.4524,0.563
AS1,1,AS,CA3,1.3789,1.5043,0.6136
AS1,1,AS,CA3,1.464,1.4542,0.585
AS1,1,AS,CA3,1.5169,1.5719,0.4646
AS1,1,AS,CA3,1.4522,1.5586,0.5827
AS1,1,AS,CA3,1.3882,1.4364,0.5384
AS1,1,AS,CA3,1.4856,1.5665,0.4617
AS1,1,AS,CA3,1.4212,1.4705,0.5756
AS1,1,AS,CA3,1.5177,1.3912,0.392
AS1,1,AS,CA3,1.5041,1.5018,0.454
AS1,1,AS,CA3,1.5395,1.5917,0.3772
AS1,1,AS,CA3,1.3866,1.4348,0.5929
AS1,1,AS,CA3,1.468,1.4167,0.4308
AS1,1,AS,CA3,1.4263,1.4636,0.6351
AS1,2,AS,CA3,1.499,1.4408,0.4754
AS1,2,AS,CA3,1.5568,1.6627,0.3637
AS1,2,AS,CA3,1.5082,1.5487,0.4155
AS1,2,AS,CA3,1.4425,1.5471,0.5426
AS1,2,AS,CA3,1.4348,1.5259,0.6538
AS1,2,AS,CA3,1.4005,1.5292,0.5306
AS1,2,AS,CA3,1.3922,1.5286,0.5819
AS1,2,AS,CA3,1.5172,1.5919,0.4858
AS1,2,AS,CA3,1.4006,1.4904,0.6208
AS1,2,AS,CA3,1.3228,1.3071,0.5909
AS1,2,AS,CA3,1.5485,1.4598,0.3441
AS1,2,AS,CA3,1.4784,1.754,0.4052
AS1,2,AS,CA3,1.4261,1.5598,0.5422
AS1,2,AS,CA3,1.4269,1.7262,0.4531
AS1,2,AS,CA3,1.4618,1.614,0.4593
AS1,3,AS,CA3,1.3294,1.3891,0.5395
AS1,3,AS,CA3,1.5136,1.5795,0.4813
AS1,3,AS,CA3,1.5146,1.4055,0.4674
AS1,3,AS,CA3,1.485,1.4364,0.4343
AS1,3,AS,CA3,1.4793,1.6292,0.4124
AS1,3,AS,CA3,1.4665,1.5422,0.5625
AS1,3,AS,CA3,1.3064,1.415,0.5169
AS1,3,AS,CA3,1.3502,1.4701,0.5633
AS1,3,AS,CA3,1.4353,1.3986,0.575
AS1,3,AS,CA3,1.4033,1.4176,0.5129
AS1,3,AS,CA3,1.4548,1.5142,0.4943
AS1,3,AS,CA3,1.4396,1.3747,0.4956
AS1,3,AS,CA3,1.4609,1.5034,0.5704
AS1,3,AS,CA3,1.5001,1.5772,0.4402
AS1,3,AS,CA3,1.4166,1.5099,0.5785
AS1,4,AS,CA3,1.5142,1.6966,0.3984
AS1,4,AS,CA3,1.4448,1.516,0.5195
AS1,4,AS,CA3,1.5495,1.6934,0.4241
AS1,4,AS,CA3,1.4231,1.4806,0.5547
AS1,4,AS,CA3,1.5102,1.6455,0.4351
AS1,4,AS,CA3,1.3993,1.3968,0.5721
AS1,4,AS,CA3,1.49,1.6503,0.4747
AS1,4,AS,CA3,1.3952,1.3847,0.5708
AS1,4,AS,CA3,1.4618,1.4591,0.5139
AS1,4,AS,CA3,1.4786,1.6212,0.4492
AS1,4,AS,CA3,1.4422,1.5681,0.6103
AS1,4,AS,CA3,1.3622,1.3511,0.5585
AS1,4,AS,CA3,1.3839,1.3656,0.5629
AS1,4,AS,CA3,1.444,1.5239,0.5444
AS1,4,AS,CA3,1.367,1.3848,0.424
AS1,1,AS,GD,1.4083,1.4606,0.6103
AS1,1,AS,GD,1.4564,1.5574,0.5941
AS1,1,AS,GD,1.4349,1.4777,0.5069
AS1,1,AS,GD,1.4754,1.4307,0.6017
AS1,1,AS,GD,1.3807,1.4831,0.6336
AS1,1,AS,GD,1.4859,1.5682,0.4645
AS1,1,AS,GD,1.55,1.6337,0.4187
AS1,1,AS,GD,1.5024,1.6328,0.5081
AS1,1,AS,GD,1.4897,1.4731,0.4138
AS1,1,AS,GD,1.5314,1.4734,0.4377
AS1,1,AS,GD,1.3725,1.4671,0.5352
AS1,1,AS,GD,1.4491,1.0589,0.4397
AS1,1,AS,GD,1.4841,1.441,0.5756
AS1,1,AS,GD,1.5275,1.5744,0.4303
AS1,1,AS,GD,1.3905,1.4845,0.5274
AS1,2,AS,GD,1.43,1.5546,0.423
AS1,2,AS,GD,1.4672,1.5376,0.47
AS1,2,AS,GD,1.354,1.4194,0.5631
AS1,2,AS,GD,1.471,1.5345,0.4117
AS1,2,AS,GD,1.5198,1.5817,0.4726
AS1,2,AS,GD,1.3306,1.3888,0.5069
AS1,2,AS,GD,1.462,1.5516,0.4349
AS1,2,AS,GD,1.432,1.5214,0.6244
AS1,2,AS,GD,1.4822,1.4617,0.5194
AS1,2,AS,GD,1.489,1.5073,0.4484
AS1,2,AS,GD,1.525,1.7755,0.4284
AS1,2,AS,GD,1.3418,1.4766,0.5549
AS1,2,AS,GD,1.446,1.4223,0.5266
AS1,2,AS,GD,1.4697,1.3759,0.4028
AS1,2,AS,GD,1.4368,1.5967,0.4556
AS1,3,AS,GD,1.3903,1.4253,0.63
AS1,3,AS,GD,1.5252,1.6161,0.4834
AS1,3,AS,GD,1.4855,1.5716,0.5132
AS1,3,AS,GD,1.4487,1.4105,0.491
AS1,3,AS,GD,1.4945,1.2999,0.397
AS1,3,AS,GD,1.5051,1.4608,0.4295
AS1,3,AS,GD,1.4325,1.5238,0.6136
AS1,3,AS,GD,1.5394,1.6385,0.4792
AS1,3,AS,GD,1.4606,1.475,0.5395
AS1,3,AS,GD,1.4448,1.4835,0.5289
AS1,3,AS,GD,1.4985,1.5713,0.5777
AS1,3,AS,GD,1.3327,1.462,0.7422
AS1,3,AS,GD,1.4524,1.6394,0.396
AS1,3,AS,GD,1.5212,1.6626,0.4809
AS1,3,AS,GD,1.5227,1.6938,0.3913
AS1,4,AS,GD,1.4453,1.5451,0.5787
AS1,4,AS,GD,1.4334,1.4497,0.524
AS1,4,AS,GD,1.4105,1.541,0.6072
AS1,4,AS,GD,1.4452,1.4447,0.5982
AS1,4,AS,GD,1.4374,1.5728,0.4855
AS1,4,AS,GD,1.4111,1.4013,0.6459
AS1,4,AS,GD,1.4656,1.3965,0.397
AS1,4,AS,GD,1.501,1.5786,0.5738
AS1,4,AS,GD,1.4889,1.6629,0.4941
AS1,4,AS,GD,1.3804,1.473,0.5888
AS1,4,AS,GD,1.4703,1.4655,0.5226
AS1,4,AS,GD,1.5401,1.5727,0.4323
AS1,4,AS,GD,1.4041,1.4068,0.454
AS1,4,AS,GD,1.4722,1.6358,0.4009
AS1,4,AS,GD,1.4232,1.4377,0.6485
AS3,1,AS,CA1,1.5655,1.6963,0.4562
AS3,1,AS,CA1,1.4555,1.5867,0.5722
AS3,1,AS,CA1,1.5088,1.5644,0.4379
AS3,1,AS,CA1,1.5325,1.5838,0.4226
AS3,1,AS,CA1,1.5333,1.5601,0.3508
AS3,1,AS,CA1,1.4443,1.505,0.5724
AS3,1,AS,CA1,1.4738,1.574,0.5061
AS3,1,AS,CA1,1.4231,1.3165,0.4733
AS3,1,AS,CA1,1.5516,1.4997,0.456
AS3,1,AS,CA1,1.4901,1.513,0.4764
AS3,1,AS,CA1,1.4821,1.4896,0.4839
AS3,1,AS,CA1,1.4716,1.6502,0.4974
AS3,1,AS,CA1,1.5095,1.5933,0.5655
AS3,1,AS,CA1,1.3964,1.4269,0.5179
AS3,1,AS,CA1,1.4408,1.6166,0.5776
AS3,2,AS,CA1,1.4815,1.4865,0.5686
AS3,2,AS,CA1,1.358,1.409,0.7152
AS3,2,AS,CA1,1.507,1.5253,0.358
AS3,2,AS,CA1,1.4337,1.659,0.4888
AS3,2,AS,CA1,1.4477,1.5028,0.6089
AS3,2,AS,CA1,1.4618,1.5113,0.5552
AS3,2,AS,CA1,1.3991,1.4451,0.5534
AS3,2,AS,CA1,1.4954,1.6331,0.5975
AS3,2,AS,CA1,1.4839,1.5903,0.554
AS3,2,AS,CA1,1.4789,1.5725,0.4823
AS3,2,AS,CA1,1.4387,1.6331,0.5583
AS3,2,AS,CA1,1.4145,1.4124,0.528
AS3,2,AS,CA1,1.5253,1.6266,0.4898
AS3,2,AS,CA1,1.3886,1.4271,0.6194
AS3,2,AS,CA1,1.4555,1.4942,0.6076
AS3,3,AS,CA1,1.5372,1.6184,0.3714
AS3,3,AS,CA1,1.5072,1.5875,0.4297
AS3,3,AS,CA1,1.4578,1.5378,0.4671
AS3,3,AS,CA1,1.5231,1.5825,0.4092
AS3,3,AS,CA1,1.422,1.4091,0.4697
AS3,3,AS,CA1,1.4471,1.4309,0.5063
AS3,3,AS,CA1,1.5158,1.5909,0.4851
AS3,3,AS,CA1,1.3866,1.4975,0.6518
AS3,3,AS,CA1,1.5394,1.4578,0.4362
AS3,3,AS,CA1,1.4473,1.5825,0.469
AS3,3,AS,CA1,1.4394,1.4921,0.5955
AS3,3,AS,CA1,1.3168,1.3116,0.5588
AS3,3,AS,CA1,1.3526,1.4042,0.5381
AS3,3,AS,CA1,1.5352,1.5303,0.5363
AS3,3,AS,CA1,1.4737,1.53,0.6268
AS3,4,AS,CA1,1.5682,1.5821,0.3737
AS3,4,AS,CA1,1.3749,1.3975,0.5587
AS3,4,AS,CA1,1.4698,1.6569,0.4948
AS3,4,AS,CA1,1.4139,1.4631,0.686
AS3,4,AS,CA1,1.4995,1.47,0.5001
AS3,4,AS,CA1,1.437,1.4376,0.5672
AS3,4,AS,CA1,1.4324,1.5143,0.6243
AS3,4,AS,CA1,1.496,1.5475,0.5514
AS3,4,AS,CA1,1.3633,1.5006,0.6018
AS3,4,AS,CA1,1.5585,1.6102,0.5316
AS3,4,AS,CA1,1.503,2.0599,0.3902
AS3,4,AS,CA1,1.3944,1.3622,0.5797
AS3,4,AS,CA1,1.4471,1.3956,0.5675
AS3,4,AS,CA1,1.483,1.6271,0.456
AS3,4,AS,CA1,1.4674,1.6179,0.4143
AS3,1,AS,CA3,1.523,1.6297,0.4225
AS3,1,AS,CA3,1.5312,1.5546,0.4213
AS3,1,AS,CA3,1.3416,1.3863,0.4972
AS3,1,AS,CA3,1.4284,1.4191,0.6171
AS3,1,AS,CA3,1.4736,1.6012,0.4151
AS3,1,AS,CA3,1.5014,1.6618,0.528
AS3,1,AS,CA3,1.3862,1.533,0.5341
AS3,1,AS,CA3,1.4334,1.4231,0.5343
AS3,1,AS,CA3,1.4951,1.5914,0.6313
AS3,1,AS,CA3,1.4731,1.5969,0.6343
AS3,1,AS,CA3,1.4964,1.649,0.5107
AS3,1,AS,CA3,1.453,1.4206,0.476
AS3,1,AS,CA3,1.5427,1.6251,0.3161
AS3,1,AS,CA3,1.4007,1.486,0.6344
AS3,1,AS,CA3,1.3735,1.414,0.6923
AS3,2,AS,CA3,1.4136,1.4973,0.6014
AS3,2,AS,CA3,1.4975,1.6333,0.3943
AS3,2,AS,CA3,1.3906,1.4108,0.6243
AS3,2,AS,CA3,1.5204,1.6052,0.4728
AS3,2,AS,CA3,1.457,1.4091,0.4722
AS3,2,AS,CA3,1.4824,1.6165,0.5134
AS3,2,AS,CA3,1.3084,1.395,0.5902
AS3,2,AS,CA3,1.4818,1.4991,0.5384
AS3,2,AS,CA3,1.5415,1.704,0.3955
AS3,2,AS,CA3,1.5723,1.7587,0.3269
AS3,2,AS,CA3,1.5181,1.652,0.4733
AS3,2,AS,CA3,1.3033,1.2718,0.5109
AS3,2,AS,CA3,1.5221,1.5648,0.4109
AS3,2,AS,CA3,1.3604,1.4096,0.58
AS3,2,AS,CA3,1.3308,1.4053,0.5651
AS3,3,AS,CA3,1.4751,1.4077,0.5162
AS3,3,AS,CA3,1.4197,1.4739,0.4549
AS3,3,AS,CA3,1.4587,1.4492,0.661
AS3,3,AS,CA3,1.4946,1.5756,0.5065
AS3,3,AS,CA3,1.4764,1.4872,0.5179
AS3,3,AS,CA3,1.3297,1.4559,0.524
AS3,3,AS,CA3,1.5339,1.6373,0.4549
AS3,3,AS,CA3,1.57,1.6283,0.3085
AS3,3,AS,CA3,1.4337,1.3885,0.5658
AS3,3,AS,CA3,1.3575,1.295,0.7117
AS3,3,AS,CA3,1.4579,1.5525,0.4774
AS3,3,AS,CA3,1.383,1.4347,0.5955
AS3,3,AS,CA3,1.3054,1.3605,0.6327
AS3,3,AS,CA3,1.5454,1.6065,0.397
AS3,3,AS,CA3,1.3732,1.3848,0.6523
AS3,4,AS,CA3,1.5272,1.6593,0.4163
AS3,4,AS,CA3,1.5037,1.4143,0.4351
AS3,4,AS,CA3,1.4807,1.5306,0.5933
AS3,4,AS,CA3,1.5102,1.5998000000000001,0.5388
AS3,4,AS,CA3,1.4191,1.4325,0.5447
AS3,4,AS,CA3,1.4976,1.5402,0.506
