Animal,Corte,Grupo,Region,D,D.max(r²),Lacunarity
AL1,2,AL,CA3,1.3688,1.4751,0.4878
AL1,2,AL,CA3,1.392,1.4706,0.533
AL1,2,AL,CA3,1.4824,1.5307,0.4389
AL1,2,AL,CA3,1.4887,1.5664,0.4284
AL1,2,AL,CA3,1.4118,1.5403,0.5085
AL1,2,AL,CA3,1.4609,1.4441,0.4068
AL1,2,AL,CA3,1.5182,1.5624,0.4678
AL1,2,AL,CA3,1.4571,1.5195,0.4239
AL1,2,AL,CA3,1.4329,1.4104,0.5545
AL1,3,AL,CA3,1.4194,1.4339,0.6068
AL1,3,AL,CA3,1.4132,1.5085,0.4657
AL1,3,AL,CA3,1.4581,1.491,0.493
AL1,3,AL,CA3,1.3719,1.4896,0.477
AL1,3,AL,CA3,1.4876,1.4643,0.4428
AL1,3,AL,CA3,1.4147,1.4762,0.4842
AL1,3,AL,CA3,1.2831,1.3149,0.5484
AL1,3,AL,CA3,1.2785,1.3502,0.4581
AL1,3,AL,CA3,0.9159,-0,0.2847
AL1,3,AL,CA3,1.5275,1.6432,0.35
AL1,3,AL,CA3,1.4251,1.5262,0.461
AL1,3,AL,CA3,1.4703,1.4255,0.4598
AL1,3,AL,CA3,1.4681,1.6344,0.5072
AL1,3,AL,CA3,1.4228,1.5279,0.4912
AL1,3,AL,CA3,1.4465,1.4128,0.5111
AL1,4,AL,CA3,1.4591,1.463,0.414
AL1,4,AL,CA3,1.5274,1.436,0.3978
AL1,4,AL,CA3,1.4509,1.5573,0.4602
AL1,4,AL,CA3,1.3954,1.5654,0.5469
AL1,4,AL,CA3,1.5275,1.702,0.3782
AL1,4,AL,CA3,1.3994,1.4874,0.5159
AL1,4,AL,CA3,1.3858,1.4581,0.4849
AL1,4,AL,CA3,1.5255,1.5565,0.3889
AL1,4,AL,CA3,1.4439,1.5037,0.506
AL1,4,AL,CA3,1.4687,1.4607,0.5148
AL1,4,AL,CA3,1.393,1.4346,0.5268
AL1,4,AL,CA3,1.3497,1.3787,0.572
AL1,4,AL,CA3,1.5159,1.6289,0.4764
AL1,4,AL,CA3,1.4744,1.2826,0.3982
AL1,4,AL,CA3,1.4803,1.599,0.4316
AL1,1,AL,GD,1.4023,1.483,0.5526
AL1,1,AL,GD,1.4735,1.4684,0.5227
AL1,1,AL,GD,1.4316,1.5241,0.5414
AL1,1,AL,GD,1.4854,1.4846,0.4168
AL1,1,AL,GD,1.4233,1.5527,0.5093
AL1,1,AL,GD,1.4345,1.5513,0.5156
AL1,1,AL,GD,1.4382,1.3666,0.6163
AL1,1,AL,GD,1.5481,1.6158,0.301
AL1,1,AL,GD,1.5166,1.6215,0.4837
AL1,1,AL,GD,1.3887,1.2399,0.557
AL1,1,AL,GD,1.477,1.5587,0.4833
AL1,1,AL,GD,1.5264,1.6792,0.4171
AL1,1,AL,GD,1.403,1.4694,0.5289
AL1,1,AL,GD,1.3994,1.4106,0.5537
AL1,1,AL,GD,1.4084,1.4838,0.5805
AL1,2,AL,GD,1.488,1.5869,0.4147
AL1,2,AL,GD,1.3865,1.4769,0.5635
AL1,2,AL,GD,1.348,1.405,0.5193
AL1,2,AL,GD,1.469,1.4984,0.4465
AL1,2,AL,GD,1.4602,1.6014,0.5465
AL1,2,AL,GD,1.4283,1.4489,0.5199
AL1,2,AL,GD,1.4469,1.476,0.4319
AL1,2,AL,GD,1.5372,1.4743,0.4013
AL1,2,AL,GD,1.4347,1.4694,0.4939
AL1,2,AL,GD,1.4991,1.5713,0.4744
AL1,2,AL,GD,1.4857,1.5405,0.4427
AL1,2,AL,GD,1.5231,1.4754,0.4205
AL1,2,AL,GD,1.5077,1.6433,0.409
AL1,2,AL,GD,1.3873,1.5578,0.5258
AL1,2,AL,GD,1.4378,1.3415,0.5203
AL1,3,AL,GD,1.4707,1.5357,0.3599
AL1,3,AL,GD,1.4884,1.4245,0.4346
AL1,3,AL,GD,1.4076,1.5256,0.5159
AL1,3,AL,GD,1.514,1.6206,0.5223
AL1,3,AL,GD,1.5702,1.5246,0.4109
AL1,3,AL,GD,1.4645,1.4264,0.479
AL1,3,AL,GD,1.4805,1.546,0.4196
AL1,3,AL,GD,1.4212,1.5201,0.5482
AL1,3,AL,GD,1.456,1.6535,0.523
AL1,3,AL,GD,1.4257,1.4927,0.4921
AL1,3,AL,GD,1.3887,1.3699,0.5577
AL1,3,AL,GD,1.4907,1.4261,0.4431
AL1,3,AL,GD,1.4921,1.6398,0.481
AL1,3,AL,GD,1.5282,1.5405,0.4533
AL1,3,AL,GD,1.5357,1.4714,0.379
AL1,4,AL,GD,1.4639,1.5055,0.5362
AL1,4,AL,GD,1.4371,1.5223,0.5553
AL1,4,AL,GD,1.4084,1.583,0.4415
AL1,4,AL,GD,1.4144,1.4842,0.5186
AL1,4,AL,GD,1.4934,1.5013,0.502
AL1,4,AL,GD,1.4287,1.373,0.5037
AL1,4,AL,GD,1.489,1.5593,0.4644
AL1,4,AL,GD,1.4667,1.4529,0.5143
AL1,4,AL,GD,1.4048,1.366,0.5398
AL1,4,AL,GD,1.4675,1.5085,0.4068
AL1,4,AL,GD,1.5369,1.6126,0.3149
AL1,4,AL,GD,1.388,1.4744,0.5587
AL1,4,AL,GD,1.4403,1.5139,0.4744
AL1,4,AL,GD,1.3843,1.441,0.5991
AL1,4,AL,GD,1.504,1.5583,0.5133
AL2,1,AL,CA1,1.4781,1.4773,0.5162
AL2,1,AL,CA1,1.4411,1.4663,0.4872
AL2,1,AL,CA1,1.4203,1.3985,0.568
AL2,1,AL,CA1,1.4183,1.4651,0.5772
AL2,1,AL,CA1,1.4558,1.3831,0.4426
AL2,1,AL,CA1,1.4554,1.5191,0.4498
AL2,1,AL,CA1,1.3672,1.4165,0.5566
AL2,1,AL,CA1,1.3824,1.4431,0.5504
AL2,1,AL,CA1,1.413,1.4222,0.5367
AL2,1,AL,CA1,1.3914,1.3264,0.4948
AL2,1,AL,CA1,1.4956,1.6061,0.4652
AL2,1,AL,CA1,1.3363,1.4345,0.5342
AL2,1,AL,CA1,1.4607,1.4724,0.4924
AL2,1,AL,CA1,1.412,1.481,0.6227
AL2,1,AL,CA1,1.4544,1.4307,0.5208
AL2,2,AL,CA1,1.402,1.4456,0.5049
AL2,2,AL,CA1,1.3688,1.4939,0.4653
AL2,2,AL,CA1,1.4939,1.5811,0.4287
AL2,2,AL,CA1,1.296,1.4608,0.5113
AL2,2,AL,CA1,1.3724,1.5625,0.5625
AL2,2,AL,CA1,1.4016,1.4674,0.6216
AL2,2,AL,CA1,1.3395,1.4218,0.5755
AL2,2,AL,CA1,1.4398,1.4723,0.564
AL2,2,AL,CA1,1.4564,1.4767,0.4899
AL2,2,AL,CA1,1.3446,1.435,0.5882
AL2,2,AL,CA1,1.4866,1.5902,0.5546
AL2,2,AL,CA1,1.3997,1.4704,0.6637
AL2,2,AL,CA1,1.4452,1.6173,0.499
AL2,2,AL,CA1,1.4591,1.5918,0.5406
AL2,2,AL,CA1,1.4883,1.4733,0.652
AL2,3,AL,CA1,1.443,1.5604,0.5302
AL2,3,AL,CA1,1.5407,1.6038,0.3709
AL2,3,AL,CA1,1.5428,1.5978,0.4786
AL2,3,AL,CA1,1.3854,1.4362,0.6237
AL2,3,AL,CA1,1.4874,1.5782,0.5086
AL2,3,AL,CA1,1.4457,1.4951,0.5153
AL2,3,AL,CA1,1.4337,1.5571,0.6067
AL2,3,AL,CA1,1.4156,1.3832,0.5432
AL2,3,AL,CA1,1.4614,1.5677,0.5117
AL2,3,AL,CA1,1.5211,1.6988,0.4775
AL2,3,AL,CA1,1.4721,1.487,0.5288
AL2,3,AL,CA1,1.4847,1.5264,0.5542
AL2,3,AL,CA1,1.4034,1.4461,0.6178
AL2,3,AL,CA1,1.4999,1.5948,0.5383
AL2,3,AL,CA1,1.3888,1.4431,0.6055
AL2,4,AL,CA1,1.4361,1.5556,0.5155
AL2,4,AL,CA1,1.4426,1.4519,0.5775
AL2,4,AL,CA1,1.3942,1.3298,0.5587
AL2,4,AL,CA1,1.5283,1.6067,0.4112
AL2,4,AL,CA1,1.4233,1.4524,0.469
AL2,4,AL,CA1,1.4412,1.5293,0.592
AL2,4,AL,CA1,1.4936,1.5104,0.4936
AL2,4,AL,CA1,1.3664,1.4142,0.567
AL2,4,AL,CA1,1.3742,1.3582,0.5144
AL2,4,AL,CA1,1.5395,1.5256,0.3843
AL2,4,AL,CA1,1.4388,1.4409,0.5487
AL2,4,AL,CA1,1.448,1.4473,0.5315
AL2,4,AL,CA1,1.417,1.5431,0.5063
AL2,4,AL,CA1,1.387,1.3935,0.53
AL2,4,AL,CA1,1.5106,1.3744,0.4491
AL2,1,AL,CA3,1.4401,1.5084,0.5307
AL2,1,AL,CA3,1.4224,1.3359,0.5863
AL2,1,AL,CA3,1.4168,1.4985,0.5384
AL2,1,AL,CA3,1.37,1.4268,0.5745
AL2,1,AL,CA3,1.3842,1.4741,0.6699
AL2,1,AL,CA3,1.4502,1.5893,0.4744
AL2,1,AL,CA3,1.4517,1.6207,0.3881
AL2,1,AL,CA3,1.4078,1.525,0.4627
AL2,1,AL,CA3,1.4203,1.544,0.5517
AL2,1,AL,CA3,1.4533,1.4698,0.4705
AL2,1,AL,CA3,1.4222,1.7645,0.4652
AL2,1,AL,CA3,1.3443,1.4738,0.5336
AL2,1,AL,CA3,1.4311,1.3181,0.4514
AL2,1,AL,CA3,1.4403,1.4749,0.6021
AL2,1,AL,CA3,1.3936,1.4043,0.5162
AL2,2,AL,CA3,1.5539,1.579,0.465
AL2,2,AL,CA3,1.4696,1.5601,0.4814
AL2,2,AL,CA3,1.3666,1.4282,0.5726
AL2,2,AL,CA3,1.4792,1.5076,0.4569
AL2,2,AL,CA3,1.3506,1.3816,0.6549
AL2,2,AL,CA3,1.3581,1.4635,0.6332
AL2,2,AL,CA3,1.4895,1.6246,0.4876
AL2,2,AL,CA3,1.4546,1.4944,0.5393
AL2,2,AL,CA3,1.4473,1.478,0.5025
AL2,2,AL,CA3,1.3383,1.3115,0.5749
AL2,2,AL,CA3,1.4725,1.5413,0.4586
AL2,2,AL,CA3,1.4518,1.5844,0.521
AL2,2,AL,CA3,1.4125,1.454,0.5887
AL2,2,AL,CA3,1.4655,1.5785,0.5208
AL2,2,AL,CA3,1.4111,1.4421,0.5882
AL2,3,AL,CA3,1.3536,1.43,0.664
AL2,3,AL,CA3,1.4351,1.4704,0.567
AL2,3,AL,CA3,1.3792,1.4646,0.543
AL2,3,AL,CA3,1.5409,1.6601,0.3782
AL2,3,AL,CA3,1.4805,1.3029,0.3821
AL2,3,AL,CA3,1.4607,1.4273,0.5221
AL2,3,AL,CA3,1.4421,1.5659,0.4113
AL2,3,AL,CA3,1.4316,1.4519,0.442
AL2,3,AL,CA3,1.4942,1.4868,0.5578
AL2,3,AL,CA3,1.407,1.4706,0.5895
AL2,3,AL,CA3,1.5392,1.5203,0.4054
AL2,3,AL,CA3,1.4436,1.3501,0.5764
AL2,3,AL,CA3,1.4085,1.4672,0.5701
AL2,3,AL,CA3,1.3966,1.0361,0.3979
AL2,3,AL,CA3,1.4056,1.428,0.624
AL2,4,AL,CA3,1.3599,1.5752,0.5328
AL2,4,AL,CA3,1.4298,1.5186,0.4275
AL2,4,AL,CA3,1.3789,1.5895,0.4627
AL2,4,AL,CA3,1.5427,1.6564,0.5142
AL2,4,AL,CA3,1.4938,1.5492,0.5706
AL2,4,AL,CA3,1.5261,1.5782,0.4583
AL2,4,AL,CA3,1.519,1.6171,0.4152
AL2,4,AL,CA3,1.3599,1.3545,0.5385
AL2,4,AL,CA3,1.4227,1.5388,0.4574
AL2,4,AL,CA3,1.4924,1.6389,0.5644
AL2,4,AL,CA3,1.4703,1.6067,0.6089
AL2,4,AL,CA3,1.3168,1.3818,0.5531
AL2,4,AL,CA3,1.5023,1.6934,0.4507
AL2,4,AL,CA3,1.4792,1.6383,0.4666
AL2,4,AL,CA3,1.4847,1.4437,0.4666
AL2,1,AL,GD,1.5016,1.5312,0.3784
AL2,1,AL,GD,1.5696,1.6515,0.3758
AL2,1,AL,GD,1.3871,1.4659,0.5958
AL2,1,AL,GD,1.3749,1.4389,0.6161
AL2,1,AL,GD,1.4846,1.6224,0.5466
AL2,1,AL,GD,1.4476,1.4504,0.5909
AL2,1,AL,GD,1.3627,1.3302,0.4085
AL2,1,AL,GD,1.4226,1.5362,0.605
AL2,1,AL,GD,1.4002,1.6272,0.4606
AL2,1,AL,GD,1.4778,1.558,0.4305
AL2,1,AL,GD,1.5037,1.5298,0.4151
AL2,1,AL,GD,1.4586,1.5738,0.4979
AL2,1,AL,GD,1.4756,1.5429,0.5103
AL2,1,AL,GD,1.4979,1.6286,0.3641
AL2,1,AL,GD,1.5093,1.7645,0.4144
AL2,2,AL,GD,1.467,1.5846,0.5643
AL2,2,AL,GD,1.5144,1.5194,0.4703
AL2,2,AL,GD,1.4399,1.425,0.5722
AL2,2,AL,GD,1.4323,1.4865,0.6198
AL2,2,AL,GD,1.4052,1.5114,0.5256
AL2,2,AL,GD,1.4361,1.5233,0.4109
AL2,2,AL,GD,1.3831,1.6989,0.4765
AL2,2,AL,GD,1.3798,1.3954,0.5762
AL2,2,AL,GD,1.4605,1.3503,0.5364
AL2,2,AL,GD,1.4185,1.5091,0.5607
AL2,2,AL,GD,1.3987,1.5606,0.433
AL2,2,AL,GD,1.5507,1.7117,0.3374
AL2,2,AL,GD,1.5653,1.7704,0.3144
AL2,2,AL,GD,1.4806,1.5107,0.485
AL2,2,AL,GD,1.5783,1.6364,0.3396
AL2,3,AL,GD,1.4068,1.4573,0.5666
AL2,3,AL,GD,1.4179,1.6083,0.5728
AL2,3,AL,GD,1.4881,1.2889,0.4609
AL2,3,AL,GD,1.5527,1.5269,0.4331
AL2,3,AL,GD,1.4745,1.512,0.5398
AL2,3,AL,GD,1.3938,1.3523,0.52
AL2,3,AL,GD,1.4168,1.5841,0.5437
AL2,3,AL,GD,1.4408,1.3658,0.5951
AL2,3,AL,GD,1.4127,1.4721,0.5176
AL2,3,AL,GD,1.5813,1.6682,0.3455
AL2,3,AL,GD,1.4296,1.3636,0.6135
AL2,3,AL,GD,1.3313,1.4812,0.4819
AL2,3,AL,GD,1.3996,1.3743,0.4997
AL2,3,AL,GD,1.4547,1.4574,0.532
AL2,3,AL,GD,1.363,1.4662,0.5989
AL2,4,AL,GD,1.4453,1.467,0.5437
AL2,4,AL,GD,1.4677,1.5118,0.5323
AL2,4,AL,GD,1.4672,1.5619,0.4317
AL2,4,AL,GD,1.4689,1.5485,0.3994
AL2,4,AL,GD,1.3421,1.5733,0.6458
AL2,4,AL,GD,1.4726,1.604,0.4489
AL2,4,AL,GD,1.4562,1.5016,0.4368
AL2,4,AL,GD,1.4201,1.5243,0.6249
AL2,4,AL,GD,1.5168,1.583,0.3721
AL2,4,AL,GD,1.4395,1.513,0.517
AL2,4,AL,GD,1.4827,1.445,0.4728
AL2,4,AL,GD,1.4453,1.5944,0.4774
AL2,4,AL,GD,1.432,1.404,0.5375
AL2,4,AL,GD,1.4879,1.6084,0.5557
AL2,4,AL,GD,1.491,1.4157,0.4007
AL3,1,AL,CA1,1.4054,1.3939,0.6725
AL3,1,AL,CA1,1.3422,1.3996,0.6022
AL3,1,AL,CA1,1.4036,1.3418,0.6316
AL3,1,AL,CA1,1.3304,1.3366,0.6775
AL3,1,AL,CA1,1.3793,1.4397,0.6139
AL3,1,AL,CA1,1.4614,1.5396,0.5544
AL3,1,AL,CA1,1.4039,1.454,0.5549
AL3,1,AL,CA1,1.4321,1.4615,0.4788
AL3,1,AL,CA1,1.3527,1.3315,0.5265
AL3,1,AL,CA1,1.3277,1.503,0.5699
AL3,1,AL,CA1,1.4997,1.6137,0.3803
AL3,1,AL,CA1,1.4854,1.5944,0.4722
AL3,1,AL,CA1,1.4991,1.5425,0.437
AL3,1,AL,CA1,1.4391,1.5176,0.507
AL3,1,AL,CA1,1.4395,1.512,0.5418
AL3,2,AL,CA1,1.4558,1.5368,0.6203
AL3,2,AL,CA1,1.3769,1.4305,0.6522
AL3,2,AL,CA1,1.4075,1.4926,0.5575
AL3,2,AL,CA1,1.4265,1.4582,0.5479
AL3,2,AL,CA1,1.4466,1.4411,0.5001
AL3,2,AL,CA1,1.4672,1.6363,0.5126
AL3,2,AL,CA1,1.4014,1.5144,0.5328
AL3,2,AL,CA1,1.3767,1.662,0.4761
AL3,2,AL,CA1,1.4964,1.535,0.6057
AL3,2,AL,CA1,1.3483,1.2796,0.5526
AL3,2,AL,CA1,1.3475,1.3666,0.5687
AL3,2,AL,CA1,1.4226,1.4742,0.5923
AL3,2,AL,CA1,1.4874,1.7115,0.3972
AL3,2,AL,CA1,1.4452,1.3971,0.4581
AL3,2,AL,CA1,1.4208,1.6366,0.5556
AL3,3,AL,CA1,1.3944,1.2636,0.434
AL3,3,AL,CA1,1.443,1.5086,0.536
AL3,3,AL,CA1,1.4326,1.4688,0.5456
AL3,3,AL,CA1,1.4336,1.528,0.5886
AL3,3,AL,CA1,1.3041,1.479,0.5431
AL3,3,AL,CA1,1.3484,1.408,0.5099
AL3,3,AL,CA1,1.3682,1.3784,0.6202
AL3,3,AL,CA1,1.3283,1.3549,0.526
AL3,3,AL,CA1,1.4012,1.4772,0.5367
AL3,3,AL,CA1,1.3884,1.4724,0.7336
AL3,3,AL,CA1,1.4837,1.6562,0.4224
AL3,3,AL,CA1,1.3337,1.4057,0.6026
AL3,3,AL,CA1,1.549,1.3664,0.3995
AL3,3,AL,CA1,1.4091,1.4543,0.6145
AL3,3,AL,CA1,1.4363,1.4844,0.5381
AL3,4,AL,CA1,1.3125,1.3273,0.582
AL3,4,AL,CA1,1.385,1.4311,0.5052
AL3,4,AL,CA1,1.4586,1.3669,0.473
AL3,4,AL,CA1,1.3124,1.2769,0.6085
AL3,4,AL,CA1,1.4541,1.5458,0.4921
AL3,4,AL,CA1,1.2915,1.4258,0.6007
AL3,4,AL,CA1,1.3841,1.3152,0.5356
AL3,4,AL,CA1,1.4248,1.4488,0.6213
AL3,4,AL,CA1,1.3606,1.5261,0.5009
AL3,4,AL,CA1,1.4389,1.5691,0.4941
AL3,4,AL,CA1,1.397,1.4923,0.5791
AL3,4,AL,CA1,1.3971,1.4928,0.5843
AL3,4,AL,CA1,1.4236,1.4783,0.4623
AL3,4,AL,CA1,1.3155,1.4701,0.557
AL3,4,AL,CA1,1.523,1.5118,0.4707
AL3,1,AL,CA3,1.4747,1.5888,0.461
AL3,1,AL,CA3,1.4732,1.6599,0.4624
AL3,1,AL,CA3,1.4415,1.4922,0.559
AL3,1,AL,CA3,1.2968,1.3406,0.5482
AL3,1,AL,CA3,1.4911,1.4856,0.4977
AL3,1,AL,CA3,1.4204,1.3124,0.5196
AL3,1,AL,CA3,1.4336,1.4603,0.502
AL3,1,AL,CA3,1.3757,1.5214,0.5583
AL3,1,AL,CA3,1.4516,1.4333,0.4506
AL3,1,AL,CA3,1.4835,1.5092,0.4811
AL3,1,AL,CA3,1.3705,1.316,0.5794
AL3,1,AL,CA3,1.5411,1.6454,0.4175
AL3,1,AL,CA3,1.4564,1.5071,0.4876
AL3,1,AL,CA3,1.4897,1.5796,0.4488
AL3,1,AL,CA3,1.4451,1.396,0.5099
AL3,2,AL,CA3,1.5541,1.6937,0.3665
AL3,2,AL,CA3,1.435,1.5182,0.3953
AL3,2,AL,CA3,1.5025,1.5875,0.4093
AL3,2,AL,CA3,1.467,1.497,0.4242
AL3,2,AL,CA3,1.39,1.4873,0.4168
AL3,2,AL,CA3,1.5113,1.5971,0.4834
AL3,2,AL,CA3,1.4038,1.5033,0.6669
AL3,2,AL,CA3,1.432,1.4708,0.5657
AL3,2,AL,CA3,1.418,1.5993,0.4599
AL3,2,AL,CA3,1.506,1.4757,0.369
AL3,2,AL,CA3,1.4573,1.5737,0.4733
AL3,2,AL,CA3,1.3976,1.3463,0.5554
AL3,2,AL,CA3,1.5046,1.5926,0.4995
AL3,2,AL,CA3,1.4858,1.5088,0.5512
AL3,2,AL,CA3,1.4191,1.4639,0.5878
AL3,3,AL,CA3,1.3469,1.4091,0.5512
AL3,3,AL,CA3,1.5129,1.5969,0.478
AL3,3,AL,CA3,1.4613,1.5363,0.4858
AL3,3,AL,CA3,1.4094,1.5138,0.5402
AL3,3,AL,CA3,1.5352,1.6897,0.3658
AL3,3,AL,CA3,1.0565,1.881,0.3047
AL3,3,AL,CA3,1.4804,1.6603,0.4471
AL3,3,AL,CA3,1.4016,1.5449,0.5234
AL3,3,AL,CA3,1.4284,1.4904,0.4875
AL3,3,AL,CA3,1.4093,1.4029,0.514
AL3,3,AL,CA3,1.5001,1.646,0.4798
AL3,3,AL,CA3,1.3846,1.2469,0.5274
AL3,3,AL,CA3,1.4944,1.5117,0.4285
AL3,3,AL,CA3,1.4124,1.4109,0.4248
AL3,3,AL,CA3,1.4165,1.44,0.4946
AL3,4,AL,CA3,1.5009,1.8718,0.3527
AL3,4,AL,CA3,1.6119,1.5889,0.3472
AL3,4,AL,CA3,1.396,1.4561,0.5508
AL3,4,AL,CA3,1.4581,1.4394,0.4844
AL3,4,AL,CA3,1.3989,1.4559,0.6152
AL3,4,AL,CA3,1.4671,1.4876,0.4556
AL3,4,AL,CA3,1.4989,1.5493,0.4117
AL3,4,AL,CA3,1.4938,1.5342,0.4307
AL3,4,AL,CA3,1.4434,1.5105,0.5843
AL3,4,AL,CA3,1.4734,1.543,0.5592
AL3,4,AL,CA3,1.4891,1.4895,0.4673
AL3,4,AL,CA3,1.3849,1.3917,0.5959
AL3,4,AL,CA3,1.4662,1.4986,0.5863
AL3,4,AL,CA3,1.4288,1.5502,0.5792
AL3,4,AL,CA3,1.4345,1.4112,0.4491
AL3,1,AL,GD,1.3753,1.3888,0.5099
AL3,1,AL,GD,1.4432,1.5605,0.6065
AL3,1,AL,GD,1.5029,1.5708,0.5044
AL3,1,AL,GD,1.6038,1.6782,0.3321
AL3,1,AL,GD,1.4084,1.377,0.5143
AL3,1,AL,GD,1.4295,1.4067,0.5788
AL3,1,AL,GD,1.4459,1.3887,0.5531
AL3,1,AL,GD,1.4829,1.3949,0.4549
AL3,1,AL,GD,1.4731,1.6058,0.5463
AL3,1,AL,GD,1.467,1.5012,0.6097
AL3,1,AL,GD,1.4294,1.4423,0.5135
AL3,1,AL,GD,1.3641,1.468,0.5488
AL3,1,AL,GD,1.4768,1.5825,0.5268
AL3,1,AL,GD,1.4744,1.4761,0.5662
AL3,1,AL,GD,1.4609,1.559,0.5134
AL3,2,AL,GD,1.5058,1.4706,0.4197
AL3,2,AL,GD,1.5316,1.6727,0.3647
AL3,2,AL,GD,1.3626,1.4411,0.4876
AL3,2,AL,GD,1.3648,1.3464,0.5598
AL3,2,AL,GD,1.4707,1.4648,0.5968
AL3,2,AL,GD,1.5473,1.4318,0.3524
AL3,2,AL,GD,1.434,1.5814,0.4819
AL3,2,AL,GD,1.4854,1.5642,0.4274
AL3,2,AL,GD,1.3936,1.2056,0.2662
AL3,2,AL,GD,1.4131,1.5127,0.5762
AL3,2,AL,GD,1.4571,1.4192,0.5198
AL3,2,AL,GD,1.357,1.4342,0.5597
AL3,2,AL,GD,1.4687,1.562,0.5268
AL3,2,AL,GD,1.3864,1.3305,0.4273
AL3,2,AL,GD,1.5112,1.6344,0.343
AL3,3,AL,GD,1.514,1.36,0.4297
AL3,3,AL,GD,1.5277,1.5724,0.4506
AL3,3,AL,GD,1.5065,1.714,0.4195
AL3,3,AL,GD,1.381,1.5781,0.4719
AL3,3,AL,GD,1.5279,1.5133,0.4479
AL3,3,AL,GD,1.3637,1.3355,0.5807
AL3,3,AL,GD,1.5011,1.6183,0.4347
AL3,3,AL,GD,1.3792,1.5287,0.5673
AL3,3,AL,GD,1.3732,1.2675,0.48
AL3,3,AL,GD,1.4596,1.4218,0.5244
AL3,3,AL,GD,1.5301,1.5285,0.4246
AL3,3,AL,GD,1.4849,1.509,0.4943
AL3,3,AL,GD,1.4966,1.5839,0.4135
AL3,3,AL,GD,1.5401,1.589,0.419
AL3,3,AL,GD,1.4662,1.4876,0.4541
AL3,4,AL,GD,1.4831,1.6218,0.3647
AL3,4,AL,GD,1.4782,1.5362,0.4279
AL3,4,AL,GD,1.4825,1.4932,0.5062
AL3,4,AL,GD,1.432,1.4354,0.5143
AL3,4,AL,GD,1.4609,1.4821,0.4395
AL3,4,AL,GD,1.4367,1.4782,0.5514
AL3,4,AL,GD,1.4905,1.6311,0.3492
AL3,4,AL,GD,1.2748,1.2966,0.547
AL3,4,AL,GD,1.53,1.6125,0.4559
AL3,4,AL,GD,1.422,1.4128,0.4746
AL3,4,AL,GD,1.3602,1.3926,0.5918
AL3,4,AL,GD,1.4439,1.5404,0.5395
AL3,4,AL,GD,1.4069,1.3845,0.5455
AL3,4,AL,GD,1.3934,1.3767,0.5419
AL3,4,AL,GD,1.4987,1.3828,0.4043
AL4,1,AL,CA1,1.5581,1.7375,0.4319
AL4,1,AL,CA1,1.4458,1.5074,0.5163
AL4,1,AL,CA1,1.49,1.5293,0.4096
AL4,1,AL,CA1,1.4183,1.3983,0.5802
AL4,1,AL,CA1,1.4239,1.4643,0.6303
AL4,1,AL,CA1,1.5298,1.6387,0.4565
AL4,1,AL,CA1,1.4797,1.5791,0.4296
AL4,1,AL,CA1,1.5238,1.574,0.4573
AL4,1,AL,CA1,1.3931,1.448,0.6115
AL4,1,AL,CA1,1.3288,1.3522,0.6054
AL4,1,AL,CA1,1.3205,1.3583,0.6724
AL4,1,AL,CA1,1.4791,1.6025,0.5329
AL4,1,AL,CA1,1.3761,1.4285,0.604
AL4,1,AL,CA1,1.416,1.5033,0.5437
AL4,1,AL,CA1,1.3476,1.421,0.5225
AL4,2,AL,CA1,1.4815,1.881,0.4024
AL4,2,AL,CA1,1.4575,1.3342,0.4833
AL4,2,AL,CA1,1.3725,1.3625,0.6595
AL4,2,AL,CA1,1.4666,1.5324,0.4269
AL4,2,AL,CA1,1.5063,1.5475,0.4485
AL4,2,AL,CA1,1.4369,1.4954,0.6244
AL4,2,AL,CA1,1.5259,1.6219,0.4294
AL4,2,AL,CA1,1.6098,1.6637,0.3409
AL4,2,AL,CA1,1.4317,1.5418,0.5233
AL4,2,AL,CA1,1.4547,1.435,0.5067
AL4,2,AL,CA1,1.4277,1.5058,0.6041
AL4,2,AL,CA1,1.5031,1.5834,0.4991
AL4,2,AL,CA1,1.4829,1.4317,0.5448
AL4,2,AL,CA1,1.495,1.5739,0.5691
AL4,2,AL,CA1,1.4666,1.5324,0.4269
AL4,3,AL,CA1,1.3904,1.5374,0.4787
AL4,3,AL,CA1,1.4118,1.3808,0.5158
AL4,3,AL,CA1,1.3761,1.3379,0.5643
AL4,3,AL,CA1,1.491,1.5943,0.4986
AL4,3,AL,CA1,1.5908,1.9799,0.3917
AL4,3,AL,CA1,1.4445,1.5026,0.5539
AL4,3,AL,CA1,1.3732,1.5294,0.5781
AL4,3,AL,CA1,1.471,1.5405,0.5302
AL4,3,AL,CA1,1.5534,1.6863,0.3957
AL4,3,AL,CA1,1.3988,1.3651,0.5903
AL4,3,AL,CA1,1.4449,1.3967,0.5527
AL4,3,AL,CA1,1.4731,1.5532,0.511
AL4,3,AL,CA1,1.4526,1.5737,0.4278
AL4,3,AL,CA1,1.5305,1.5834,0.3821
AL4,3,AL,CA1,1.6096,1.6999,0.3513
AL4,4,AL,CA1,1.3678,1.4298,0.5628
AL4,4,AL,CA1,1.4547,1.5297,0.5443
AL4,4,AL,CA1,1.4684,1.4234,0.5021
AL4,4,AL,CA1,1.325,1.3773,0.4974
AL4,4,AL,CA1,1.3842,1.4739,0.5316
AL4,4,AL,CA1,1.356,1.4699,0.6279
AL4,4,AL,CA1,1.4741,1.4704,0.4978
