Animal,Corte,Grupo,Region,Mean Foreground Pixels,Density = Foreground Pixels/Hull Area,Span Ratio,Maximum Span Across Hull,Area,Perimeter,Circularity,Width of Bounding Rectangle,Height of Bounding Rectangle,Maximum Radius from Hull's Centre of Mass,Max/Min Radii,CV for all Radii,Mean Radius,Diameter of Bounding Circle,Maximum Radius from Circle's Centre,Max/Min Radii from Circle Centre,CV for all Radii from Circle's Centre,Mean Radius from Circle's Centre,Method Used to Calculate Circle
AL1,4,AL,CA3,462,0.8885,1.6919,34.9285,520,89.3022,0.8194,34,22,18.2595,1.7303,0.1155,16.4147,34.9285,17.4642,1.4975,0.1058,15.5826,span
AL1,4,AL,CA3,983,0.8031,2.1345,61.9839,1224,153.6301,0.6517,61,33,43.3054,2.4159,0.379,29.6101,62.117,31.0585,1.7515,0.1279,28.5241,triangle
AL1,1,AL,GD,603,0.6554,1.1076,39.4081,920,114.7471,0.878,34,36,21.2133,1.3137,0.1008,18.8802,40.7841,20.3921,1.2424,0.0749,19.0113,triangle
AL1,1,AL,GD,824,0.6694,1.2608,47.5184,1231,133.2766,0.8709,42,49,27.2762,1.5657,0.1395,21.9868,47.5252,23.7626,1.1797,0.0617,22.1998,span
AL1,1,AL,GD,1052,0.6141,1.6417,62.0081,1713,162.7094,0.8131,52,57,38.6988,1.8457,0.2138,29.0079,62.0091,31.0045,1.4753,0.1127,28.1071,triangle
AL1,1,AL,GD,476,1.0281,1.1188,26.5707,463,78.3708,0.9473,25,28,20.5001,4.4123,0.4317,13.4287,26.7539,13.377,1.3147,0.0756,12.5726,triangle
AL1,1,AL,GD,784,0.6588,1.3272,48.5489,1190,132.2566,0.8549,41,46,25.1577,1.4954,0.1223,22.3185,48.5489,24.2745,1.3238,0.0834,22.2684,span
AL1,1,AL,GD,560,0.7943,1.2135,36.6742,705,102.8061,0.8382,31,38,22.9098,1.8723,0.1862,18.6395,36.9652,18.4826,1.1878,0.055,17.5693,triangle
AL1,1,AL,GD,1070,0.5822,1.1222,53.6004,1838,161.9428,0.8807,52,55,31.3654,1.5578,0.1071,28.005,56.4169,28.2085,1.1497,0.048,26.9395,triangle
AL1,1,AL,GD,515,1.0078,1.3779,30.6757,511,85.1975,0.8847,29,23,16.8181,1.609,0.1259,13.7555,31.0179,15.509,1.5382,0.1394,13.6029,triangle
AL1,1,AL,GD,1824,0.7032,2.3657,91.3893,2594,212.7463,0.7202,56,86,46.6503,2.1449,0.2042,37.8694,91.3893,45.6946,1.8765,0.1803,38.1682,span
AL1,1,AL,GD,737,0.5287,1.8437,63.2535,1394,153.619,0.7423,50,50,32.7724,2.0221,0.1484,26.8635,63.2535,31.6267,1.603,0.1592,26.4668,span
AL1,1,AL,GD,1267,0.6162,1.7443,71.5681,2056,181.7459,0.7822,47,71,36.8688,1.388,0.115,31.7611,71.5681,35.7841,1.4389,0.0958,32.996,span
AL1,1,AL,GD,708,0.7398,1.2913,43.9318,957,121.3176,0.8171,39,34,24.9486,1.4225,0.1066,21.0537,43.9683,21.9842,1.3376,0.0732,20.8685,span
AL1,1,AL,GD,721,0.7089,1.5316,49.4773,1017,125.2281,0.8149,33,50,27.3335,1.4935,0.1287,21.7413,49.4773,24.7386,1.5903,0.1496,20.6255,span
AL1,1,AL,GD,817,0.651,2.5178,64.8845,1255,151.4922,0.6872,41,61,38.0271,2.8553,0.2727,27.489,64.8845,32.4423,2.1749,0.2121,26.2706,span
AL1,1,AL,GD,1353,0.5427,2.7346,95.6922,2493,222.2097,0.6345,63,84,49.7048,2.796,0.2163,40.4379,95.6922,47.8461,2.1743,0.184,41.0319,span
AL1,2,AL,GD,330,0.9763,1.7339,29.6816,338,72.425,0.8097,25,22,18.5711,2.6382,0.2774,12.51,29.6816,14.8408,2.4316,0.2235,11.563,span
AL1,2,AL,GD,1608,0.4555,2.795,116.3873,3530,272.4183,0.5977,111,67,63.562,2.2841,0.1781,52.3189,116.4,58.2,3.197,0.186,53.2615,triangle
AL1,2,AL,GD,571,0.6437,2.2316,48.8467,887,121.2776,0.7578,47,33,26.1209,1.4596,0.1141,22.3896,48.8467,24.4233,1.6754,0.1282,21.8523,span
AL1,2,AL,GD,577,1,1.2917,32.573,577,91.4357,0.8673,28,33,24.0822,3.4485,0.4007,16.7115,32.9112,16.4556,2.0982,0.1537,15.0055,triangle
AL1,2,AL,GD,1035,0.523,1.1977,60.208,1979,170.5973,0.8545,51,46,31.9657,1.2231,0.0671,29.6112,60.2121,30.1061,1.0994,0.0338,29.2018,triangle
AL1,2,AL,GD,805,0.6359,1.4933,52.6308,1266,143.1637,0.7762,43,53,31.5048,2.1427,0.2019,24.9917,53.8604,26.9302,1.5516,0.1405,24.4033,triangle
AL1,2,AL,GD,394,0.8174,1.435,32.28,482,84.3056,0.8522,31,25,21.343,1.9809,0.2427,15.1522,32.28,16.14,1.6966,0.1416,14.0479,span
AL1,2,AL,GD,689,0.9718,1.2499,35.609,709,99.266,0.9042,30,34,27.1473,3.5434,0.3507,17.9376,35.9543,17.9772,1.6346,0.1228,16.2791,triangle
AL1,2,AL,GD,401,0.7756,1.782,34.5398,517,90.1557,0.7993,32,29,17.4452,1.3307,0.0936,15.7737,34.545,17.2725,1.2805,0.0827,15.8523,triangle
AL1,2,AL,GD,1007,0.8371,2.3871000000000002,65.192,1203,147.0636,0.699,45,52,32.9913,2.6164,0.2887,24.6064,65.192,32.596,2.5111,0.2884,24.4814,span
AL1,2,AL,GD,660,0.8108,1.3913,40.5216,814,108.4869,0.8691,39,32,21.0009,1.456,0.0968,18.0863,40.5363,20.2681,1.507,0.1156,17.8876,span
AL1,2,AL,GD,938,0.8598,2.1175,56.7979,1091,137.3564,0.7267,54,32,31.1386,2.4114,0.2847,21.9347,56.8352,28.4176,3.2861,0.2521,23.1683,triangle
AL1,2,AL,GD,1041,0.8002,1.9453,58.1808,1301,145.2272,0.7752,53,45,31.9408,1.9469,0.1722,24.3536,58.1808,29.0904,2.6528,0.1643,25.265,span
AL1,2,AL,GD,441,0.7253,1.8444,41.0488,608,100.0308,0.7636,34,30,24.2479,2.2953,0.2683,18.2901,41.0488,20.5244,2.5216,0.2047,17.4923,span
AL1,2,AL,GD,613,0.842,1.9128,44.2041,728,108.0148,0.7841,35,37,26.1668,3.3696,0.2767,18.9409,44.2056,22.1028,2.3311,0.2387,18.3333,span
AL1,3,AL,GD,314,0.8441,1.5515,29.0689,372,73.3673,0.8685,23,25,15.0948,1.8221,0.1706,12.0562,29.0689,14.5344,1.9554,0.1813,12.1464,span
AL1,3,AL,GD,686,0.8586,1.5662,43.6578,799,109.9224,0.831,28,44,24.5359,1.9508,0.1798,19.2747,43.6578,21.8289,1.7677,0.1745,18.2596,span
AL1,3,AL,GD,1414,0.4721,2.0385,99.2824,2995,240.1814,0.6524,53,91,54.2384,2.4356,0.2055,42.2407,99.2824,49.6412,1.8719,0.1739,44.4636,span
AL1,3,AL,GD,1288,0.4792,1.3339,76.1577,2688,201.6791,0.8305,48,68,41.7461,1.6013,0.1248,33.1911,76.1577,38.0789,2.0014,0.1897,32.8049,span
AL1,3,AL,GD,808,0.7637,2.0275,52.3927,1058,129.0423,0.7984,51,30,27.7039,1.6353,0.1414,22.7197,52.3927,26.1964,1.6694,0.1366,22.7128,span
AL1,3,AL,GD,1040,0.6373,1.8096,64.1249,1632,162.0136,0.7813,41,66,35.9513,1.7296,0.1619,29.602,64.1562,32.0781,1.8902,0.162,28.6445,span
AL1,3,AL,GD,442,0.8599,1.981,37.6563,514,91.3023,0.7748,20,39,20.5168,1.9344,0.1861,15.4221,37.6563,18.8282,1.7751,0.2149,15.5356,span
AL1,3,AL,GD,845,0.6145,1.2513,55.9464,1375,153.1815,0.7364,48,53,29.6104,1.5659,0.1084,26.8568,57.9402,28.9701,1.4657,0.0918,26.9765,triangle
AL1,3,AL,GD,579,0.7219,1.3639,43.2666,802,114.6251,0.7671,33,39,24.1034,1.8075,0.1768,19.4745,43.5692,21.7846,2.5645,0.2008,19.3107,span
AL1,3,AL,GD,547,0.8494,2.1373,42.72,644,103.2568,0.759,32,38,25.1951,2.0512,0.2185,17.6974,42.72,21.36,1.956,0.1906,17.6044,span
AL1,3,AL,GD,743,0.64,2.2607,65.2993,1161,154.335,0.6125,46,53,39.4671,2.1201,0.2523,27.5511,65.2993,32.6497,1.7304,0.1339,28.7306,span
AL1,3,AL,GD,638,0.8812,1.5729,40.3113,724,104.3375,0.8357,26,42,24.9249,2.556,0.2632,18.6163,40.4245,20.2123,2.0146,0.1555,17.6316,span
AL1,3,AL,GD,977,0.6832,1.5803,56.3205,1430,144.8372,0.8566,36,56,35.6665,2.4535,0.2768,26.5849,56.3205,28.1603,1.4187,0.121,24.665,span
AL1,3,AL,GD,808,0.9203,1.7313,46.0977,878,114.8914,0.8359,37,38,27.9345,2.3238,0.2216,19.1635,46.0977,23.0489,2.3868,0.2622,18.6813,span
AL1,3,AL,GD,791,0.905,1.6829,45.5412,874,113.7795,0.8484,27,47,24.183,1.883,0.162,19.2586,45.5412,22.7706,1.8439,0.1556,19.1956,span
AL1,4,AL,GD,940,0.6399,1.4136,57.0088,1469,149.4827,0.8261,45,57,30.2094,1.5835,0.1236,24.7654,57.0088,28.5044,1.6282,0.1457,25.1167,span
AL1,4,AL,GD,619,0.6578,1.5251,45.7056,941,118.5672,0.8411,35,47,23.0708,1.6103,0.1441,19.9683,45.7056,22.8528,1.4563,0.13,19.9117,span
AL1,4,AL,GD,550,0.89,2.5456,47.1699,618,107.1265,0.6767,44,26,28.0403,3.5714,0.3202,19.315,47.1699,23.585,2.2462,0.2241,18.9308,span
AL1,4,AL,GD,875,0.6619,1.7195,60.208,1322,149.6315,0.742,45,50,32.8914,1.9642,0.1997,25.9258,60.2121,30.1061,3.867,0.2447,25.3453,span
AL1,4,AL,GD,1607,0.6696,2.2029,88.193,2400,205.7548,0.7124,54,81,44.7362,2.8235,0.2313,35.6472,88.193,44.0965,2.243,0.246,35.0908,span
AL1,4,AL,GD,1036,0.74,2.035,63.7024,1400,161.0835,0.678,58,48,35.4206,1.6193,0.1538,30.5264,63.9244,31.9622,2.0083,0.1426,29.4205,triangle
AL1,4,AL,GD,747,0.9,1.7156,45.2217,830,112.6278,0.8222,31,45,25.738,2.4181,0.291,19.0037,45.2217,22.6108,2.1437,0.2359,17.9117,span
AL1,4,AL,GD,856,0.7875,1.6194,49.3964,1087,129.1884,0.8185,43,44,25.0259,1.4685,0.0948,22.1853,49.3964,24.6982,1.4307,0.0907,22.2511,span
AL1,4,AL,GD,927,0.4722,1.8816,76.3217,1963,185.7432,0.715,48,74,40.9472,1.8152,0.2141,32.6958,76.3217,38.1608,2.1986,0.1591,34.244,span
AL1,4,AL,GD,568,0.9878,1.663,39.3573,575,95.0138,0.8004,35,26,26.402,4.4192,0.3395,17.6154,39.3573,19.6787,1.7871,0.2213,15.1506,span
AL1,4,AL,GD,711,1.041,1.34,34.2053,683,95.5414,0.9403,33,27,27.9732,5.434,0.3779,20.2882,34.2287,17.1144,1.5233,0.0826,16.0044,triangle
AL1,4,AL,GD,945,0.4479,1.5236,69.6419,2110,182.1311,0.7993,61,55,36.0553,1.5317,0.1133,31.0079,69.6419,34.821,1.4186,0.1022,30.9251,span
AL1,4,AL,GD,590,0.6441,1.6316,47.676,916,120.7087,0.79,47,31,25.9682,1.7835,0.1537,21.1436,47.7025,23.8512,1.7656,0.1528,21.4187,triangle
AL1,4,AL,GD,866,0.513,1.2693,55.5428,1688,159.6199,0.8325,55,54,30.5762,1.2808,0.0922,26.8765,57.8588,28.9294,1.3205,0.0771,27.2009,triangle
AL1,4,AL,GD,1159,0.7024,1.4777,60.6712,1650,160.5442,0.8045,60,46,30.8611,1.9278,0.2074,26.1424,61.3675,30.6838,1.9669,0.2105,26.1871,triangle
AL2,1,AL,CA1,1180,0.5728,2.3187,77.1622,2060,194.7104,0.6828,34,76,48.2141,1.842,0.2118,40.0832,77.1683,38.5841,2.1299,0.1854,34.2967,span
AL2,1,AL,CA1,927,0.568,1.3466,59.6657,1632,159.3201,0.808,47,60,32.4849,1.4579,0.1197,26.9847,59.8508,29.9254,1.7126,0.1545,27.1956,triangle
AL2,1,AL,CA1,1052,0.4843,1.8356,76.922,2172,193.0489,0.7324,72,44,45.2741,1.76,0.1942,35.8755,76.9659,38.4829,1.6745,0.1471,34.9349,triangle
AL2,1,AL,CA1,1001,0.4921,2.2945,77.4919,2034,184.9338,0.7474,73,50,40.5971,1.7914,0.1933,31.8916,77.5329,38.7665,1.8622,0.192,31.5427,triangle
AL2,1,AL,CA1,573,0.8402,1.396,35.5106,682,98.5533,0.8824,34,31,19.3972,1.6854,0.121,16.7391,36.1042,18.0521,1.4557,0.0989,16.466,triangle
AL2,1,AL,CA1,832,0.6136,1.9592,62.6259,1356,152.3668,0.734,59,40,32.1701,1.8019,0.1659,26.3407,62.6259,31.3129,1.9628,0.1776,26.2836,span
AL2,1,AL,CA1,621,0.5745,2.1461,56.356,1081,139.7123,0.6959,44,52,29.9982,2.6974,0.2175,23.8216,56.356,28.178,3.0563,0.2181,23.8188,span
AL2,1,AL,CA1,735,0.5027,1.3065,50.9215,1462,143.6609,0.8902,48,47,27.2283,1.3475,0.0961,24.2294,52.0028,26.0014,1.3304,0.092,24.1206,triangle
AL2,1,AL,CA1,1155,0.6611,3.989,93.4077,1747,202.9154,0.5332,46,89,54.2131,4.1539,0.3407,38.0798,93.4077,46.7039,3.3339,0.3321,36.8454,span
AL2,1,AL,CA1,571,0.8111,2.4264,49.679,704,117.6323,0.6393,38,40,26.3464,1.5242,0.1351,21.7492,49.679,24.8395,1.3778,0.1198,22.205,span
AL2,1,AL,CA1,1387,0.6493,2.0892,75.4255,2136,186.3223,0.7732,38,77,43.933,2.3409,0.2868,30.7087,75.4255,37.7127,2.8012,0.2277,31.4985,span
AL2,1,AL,CA1,452,0.5751,2.0669,48.8365,786,118.3249,0.7055,48,29,27.1113,1.7255,0.1369,21.9958,48.8365,24.4182,1.4139,0.0896,22.3352,span
AL2,1,AL,CA1,819,0.706,1.6543,50.1597,1160,133.7866,0.8144,35,51,27.2418,2.0616,0.2032,22.0507,51.2411,25.6206,2.3941,0.2012,22.0328,triangle
AL2,1,AL,CA1,1415,0.4861,1.9625,89.1964,2911,223.0634,0.7352,84,69,48.2943,1.4399,0.122,39.8573,89.1964,44.5982,1.2365,0.061,41.2477,span
AL2,1,AL,CA1,580,0.7305,1.4079,38.0789,794,108.9522,0.8405,36,38,23.991,1.7493,0.1713,18.6437,39.0492,19.5246,1.1177,0.0331,18.8593,triangle
AL2,2,AL,CA1,1269,0.6348,3.2062,93.9415,1999,209.1616,0.5742,85,52,50.8364,2.7268,0.263,39.3407,93.9415,46.9707,3.2317,0.2337,39.7102,span
AL2,2,AL,CA1,453,0.613,2.5443,54.5711,739,124.6428,0.5978,53,26,31.7374,2.5815,0.3028,21.8146,54.5711,27.2855,1.6906,0.1818,23.2098,span
AL2,2,AL,CA1,900,0.6982,2.0625,59.6657,1289,147.9288,0.7402,31,60,33.2644,1.8746,0.1902,26.518,59.6657,29.8329,1.3603,0.0918,27.1416,span
AL2,2,AL,CA1,504,0.4706,2.996,64.2573,1071,146.4077,0.6279,36,62,34.0392,3.3416,0.2475,27.5339,64.2573,32.1286,3.3094,0.2386,27.1391,span
AL2,2,AL,CA1,523,0.6955,2.024,47.4342,752,116.3085,0.6986,31,47,25.2988,1.7595,0.1859,20.3613,47.4342,23.7171,2.1429,0.2512,20.1032,span
AL2,2,AL,CA1,872,0.4935,2.1999,76.3217,1767,178.3838,0.6978,47,67,40.9101,2.1528,0.2108,32.799,76.3217,38.1608,2.5094,0.2358,32.7469,span
AL2,2,AL,CA1,694,0.5004,2.0786,68.7968,1387,159.7204,0.6832,46,60,35.0839,2.1431,0.2722,26.3875,68.7968,34.3984,2.8943,0.2877,26.4228,span
AL2,2,AL,CA1,1478,0.4813,1.4841,78.6448,3071,213.9843,0.8428,53,79,44.259,1.4531,0.1441,36.5258,79.0346,39.5173,1.4276,0.0911,36.8739,triangle
AL2,2,AL,CA1,1695,0.5318,2.4367,104.0433,3187,241.2642,0.688,46,106,56.4259,2.3899,0.2669,41.3795,104.0433,52.0216,2.9024,0.2573,41.9805,span
AL2,2,AL,CA1,1467,0.3778,2.2665,112.2943,3883,262.4185,0.7086,78,92,57.1006,2.6763,0.2952,42.6749,112.2943,56.1471,3.5762,0.3049,43.3157,span
AL2,2,AL,CA1,1598,0.6003,1.5312,77.4726,2662,198.2781,0.8509,60,73,41.5799,1.5914,0.1285,33.7922,77.4726,38.7363,1.5427,0.1134,33.4274,span
AL2,2,AL,CA1,1252,0.51,1.3584,69.7711,2455,189.2774,0.8611,62,59,38.3201,1.488,0.1224,31.1322,70.8136,35.4068,1.4242,0.1183,31.4511,span
AL2,2,AL,CA1,827,0.5339,2.213,69.2892,1549,168.7281,0.6837,67,35,35.623,2.4949,0.1892,30.0785,69.5254,34.7627,3.0909,0.2122,30.6276,span
AL2,2,AL,CA1,1704,0.4834,1.5358,84.5044,3525,232.1476,0.8219,79,68,46.792,1.5327,0.1376,39.9465,86.1513,43.0757,1.2812,0.0792,40.435,triangle
AL2,2,AL,CA1,1742,0.503,1.1862,77.6981,3463,220.3422,0.8963,71,71,40.892,1.4719,0.0845,35.6797,79.8851,39.9426,1.389,0.098,35.6434,triangle
AL2,3,AL,CA1,1024,0.6531,1.2412,55.9464,1568,154.1754,0.8289,46,52,29.4055,1.3166,0.087,26.8705,56.5444,28.2722,1.2046,0.0528,26.8038,span
AL2,3,AL,CA1,912,0.8329,1.563,50.9215,1095,127.9995,0.8399,48,32,26.9563,2.3505,0.2501,21.1045,50.9215,25.4608,2.0911,0.2272,21.127,span
AL2,3,AL,CA1,1124,0.7105,1.5174,57.7235,1582,151.9043,0.8615,38,58,32.3072,2.341,0.2302,25.6798,57.7976,28.8988,1.5992,0.1631,25.2748,triangle
AL2,3,AL,CA1,842,0.5959,2.0059,62.3699,1413,156.3353,0.7265,56,50,36.222,2.1941,0.2247,27.1715,63.1804,31.5902,2.178,0.2415,26.5657,triangle
AL2,3,AL,CA1,1480,0.6377,1.4965,71.6101,2321,193.3996,0.7798,65,62,41.8212,1.5132,0.1385,33.642,73.8,36.9,1.4995,0.1135,33.8785,triangle
AL2,3,AL,CA1,824,0.5924,1.3943,57.7062,1391,149.249,0.7847,52,45,31.4061,1.7619,0.1653,26.2729,57.8223,28.9112,1.8825,0.1739,25.9991,span
AL2,3,AL,CA1,1125,0.5766,1.3325,64.195,1951,171.37,0.8348,61,58,33.5896,1.3142,0.0882,29.2965,64.195,32.0975,1.3234,0.0928,29.3038,span
AL2,3,AL,CA1,1107,0.5662,2.2436,77.201,1955,184.2901,0.7234,48,71,41.9274,2.027,0.1849,34.3898,77.2233,38.6116,2.1594,0.1933,33.9397,span
AL2,3,AL,CA1,1314,0.6047,1.6652,72.0625,2173,186.3006,0.7868,72,46,36.3884,1.3073,0.0777,33.1417,72.0625,36.0312,1.1751,0.0577,33.6978,span
AL2,3,AL,CA1,1031,0.7042,1.6129,59.5483,1464,153.3465,0.7824,48,45,31.1983,1.5352,0.1306,27.1526,59.5483,29.7741,1.9279,0.1708,26.2449,span
AL2,3,AL,CA1,1335,0.4903,1.2279,69.527,2723,199.7513,0.8576,69,58,41.255,1.5481,0.1319,33.5,72.7111,36.3556,1.4452,0.0895,34.0561,triangle
AL2,3,AL,CA1,1349,0.6283,1.3686,64.8845,2147,175.6243,0.8747,57,61,37.0249,1.5822,0.1682,28.8123,64.8845,32.4423,1.5672,0.1273,29.2948,span
AL2,3,AL,CA1,1795,0.3819,1.4221,103.465,4700,266.7636,0.83,80,99,51.9468,1.3561,0.112,44.9011,103.465,51.7325,1.385,0.1176,44.9203,span
AL2,3,AL,CA1,2186,0.4891,1.5566,97.0155,4469,256.938,0.8507,94,65,51.2796,1.8076,0.1303,44.0707,98.0534,49.0267,1.6154,0.1244,44.0038,triangle
AL2,3,AL,CA1,983,0.5643,2.4453,71.8401,1742,180.71190000000001,0.6703,50,72,40.4816,2.1127,0.1847,33.3126,72.0082,36.0041,1.6959,0.1325,33.7835,span
AL2,4,AL,CA1,857,0.5605,1.6336,62.6259,1529,158.745,0.7625,44,61,33.4598,1.6376,0.1764,27.6899,62.6287,31.3143,2.078,0.1573,28.4307,triangle
AL2,4,AL,CA1,1188,0.6024,2.3957,81.4678,1972,187.5181,0.7047,61,64,48.072,3.2853,0.3343,30.5895,81.4678,40.7339,3.5692,0.3286,30.1517,span
AL2,4,AL,CA1,584,0.6791,2.7484,55.9017,860,129.7788,0.6417,38,52,30.4374,2.5608,0.2382,22.958,55.9017,27.9508,3.2883,0.2253,23.2947,span
AL2,4,AL,CA1,1191,0.6985,2.0109,72.4017,1705,169.9993,0.7414,62,47,37.1087,1.9627,0.2501,27.5653,72.4017,36.2008,1.7612,0.2281,28.0092,span
AL2,4,AL,CA1,1422,0.6013,4.0101,105.9906,2365,244.45,0.4973,54,104,63.0596,2.1557,0.2388,48.7348,106.016,53.008,1.297,0.0816,49.5764,triangle
AL2,4,AL,CA1,1094,0.5481,1.4321,65.7875,1996,173.3064,0.8351,63,49,35.739,1.9194,0.1831,29.4829,65.7875,32.8938,1.6742,0.1664,28.9415,span
AL2,4,AL,CA1,1462,0.5984,1.621,77.1038,2443,193.7078,0.8182,51,79,39.5316,1.4743,0.1359,33.207,77.1038,38.5519,1.5442,0.1288,33.338,span
AL2,4,AL,CA1,927,0.4493,1.8184,72.1734,2063,187.4609,0.7377,40,74,37.5851,1.5317,0.1219,33.5574,72.6166,36.3083,1.3159,0.0781,34.2306,triangle
AL2,4,AL,CA1,410,0.5151,1.4099,39.3954,796,110.6938,0.8163,37,31,21.6079,1.4256,0.0871,19.257,40.7995,20.3997,1.4618,0.0852,19.0333,triangle
AL2,4,AL,CA1,1066,0.6999,3.1594,79.0253,1523,177.8985,0.6047,25,81,40.8053,3.1175,0.3368,29.7949,79.0253,39.5127,3.5166,0.348,30.1822,span
AL2,4,AL,CA1,890,0.5037,1.9309,70.8802,1767,170.9387,0.7599,68,42,37.5193,1.9464,0.2248,28.8531,70.8802,35.4401,2.6415,0.2426,29.595,span
AL2,4,AL,CA1,971,0.715,1.6035,58.0086,1358,147.4202,0.7852,47,50,33.5661,1.7176,0.1791,26.0567,58.0137,29.0068,2.6461,0.2417,24.0916,span
AL2,4,AL,CA1,990,0.6762,2.0954,70.2353,1464,164.1828,0.6825,62,44,35.2733,2.4256,0.2103,29.191,70.2353,35.1177,3.0086,0.2166,29.1149,span
AL2,4,AL,CA1,838,0.5697,2.0915,67.0298,1471,161.9077,0.7052,32,69,37.4984,1.7934,0.1861,28.1469,67.0298,33.5149,1.9342,0.1837,28.5283,span
AL2,4,AL,CA1,777,0.7663,1.3293,46.5188,1014,121.0001,0.8703,34,45,28.1246,2.5978,0.2206,21.9012,46.5188,23.2594,1.8563,0.1445,20.4275,span
AL2,1,AL,CA3,728,0.8009,1.0941,40.3113,909,114.682,0.8685,38,42,23.4557,1.5276,0.1212,19.2116,40.3113,20.1556,1.2376,0.0656,18.9189,span
AL2,1,AL,CA3,655,0.6887,2.228,52.8015,951,130.0308,0.7068,43,46,29.7404,2.1822,0.2209,22.5036,53.0773,26.5386,1.9392,0.1929,22.6964,span
AL2,1,AL,CA3,1032,0.6519,2.1548,67.3573,1583,166.2185,0.72,51,59,35.8793,1.9009,0.1951,29.3303,67.3573,33.6786,1.4054,0.1166,30.1499,span
AL2,1,AL,CA3,884,0.6265,1.7593,63.9062,1411,158.6495,0.7045,60,44,34.4105,1.4459,0.126,28.5797,63.9062,31.9531,1.1637,0.046,30.3108,span
AL2,1,AL,CA3,837,0.5045,1.4507,57.1402,1659,159.3746,0.8208,54,54,33.3472,1.5318,0.1297,27.6644,58.9922,29.4961,1.2044,0.0563,27.9007,triangle
AL2,1,AL,CA3,672,0.7654,1.4443,45.0444,878,116.0653,0.819,45,33,25.9147,1.7505,0.2018,19.6125,45.0444,22.5222,1.5956,0.145,19.6176,span
AL2,1,AL,CA3,374,0.7727,1.3313,30.6105,484,84.0238,0.8615,27,27,17.5207,1.6972,0.1381,14.4137,31.0027,15.5014,1.3604,0.0994,14.1677,triangle
AL2,1,AL,CA3,490,0.9298,1.9139,35.8469,527,91.8243,0.7854,27,35,21.5888,2.0069,0.2171,16.0431,35.8469,17.9234,1.8462,0.1579,15.7092,span
AL2,1,AL,CA3,599,0.6933,1.461,43.8634,864,119.0251,0.7664,41,35,23.7139,1.3144,0.0879,21.0028,45.0618,22.5309,1.1978,0.0619,21.2687,span
AL2,1,AL,CA3,907,0.6272,2.2223,68.0074,1446,160.1698,0.7083,64,32,38.7739,2.413,0.229,28.6513,68.0074,34.0037,1.9925,0.1983,28.5674,span
AL2,1,AL,CA3,214,1.0338,1.1477,19.2354,207,55.7112,0.8381,17,20,12.2044,1.7952,0.1975,9.1894,20.2546,10.1273,1.4281,0.1059,9.1418,triangle
AL2,1,AL,CA3,608,0.6496,3.6028,70.8378,936,154.9752,0.4897,28,69,35.4549,4.3866,0.2568,29.3243,70.8378,35.4189,4.1035,0.2537,29.3142,span
AL2,1,AL,CA3,685,0.7264,2.4997,59.2368,943,135.7087,0.6434,55,33,31.1615,2.1222,0.2172,24.6952,59.2368,29.6184,1.7415,0.1901,25.0006,span
AL2,1,AL,CA3,713,0.6022,1.9359,57.6888,1184,138.8831,0.7714,48,45,31.4805,2.1108,0.2252,23.876,57.6888,28.8444,1.8937,0.2227,23.7016,span
AL2,1,AL,CA3,766,0.5265,1.3795,57.8014,1455,148.0842,0.8338,46,46,30.2763,1.9619,0.1816,24.476,57.8014,28.9007,1.9474,0.1784,24.6149,span
AL2,2,AL,CA3,1813,0.5745,1.8785,85.5102,3156,221.0798,0.8114,44,86,48.1637,2.2761,0.1849,37.1112,85.5953,42.7976,1.9572,0.1762,36.7532,span
AL2,2,AL,CA3,1292,0.591,2.7064,88.8651,2186,205.9916,0.6474,50,86,45.9048,1.9467,0.1901,38.6211,88.8651,44.4325,2.1884,0.1699,38.7833,span
AL2,2,AL,CA3,840,0.7643,2.4454,60.208,1099,145.7914,0.6497,51,50,37.5197,2.0416,0.2383,26.6731,60.4139,30.2069,1.8512,0.1944,26.1431,triangle
AL2,2,AL,CA3,824,0.7623,2.5018,60.5392,1081,139.2814,0.7002,33,58,30.6736,2.2388,0.2294,25.2886,60.5392,30.2696,2.3336,0.2079,25.0223,span
AL2,2,AL,CA3,1423,0.5697,4.185,118.8486,2498,260.3127,0.4632,65,109,61.8815,2.9748,0.286,49.8442,118.8698,59.4349,2.3237,0.242,50.6446,triangle
AL2,2,AL,CA3,1771,0.6461,3.988,120.2165,2741,257.1819,0.5208,84,88,64.8363,2.061,0.1937,49.4947,120.2165,60.1082,1.7008,0.1785,48.5414,span
AL2,2,AL,CA3,949,0.8022,1.2615,44.4185,1183,127.7771,0.9105,43,42,27.5794,2.0185,0.2158,22.2102,44.9006,22.4503,1.3299,0.0798,21.123,triangle
AL2,2,AL,CA3,1544,0.7096,2.8893,91.0659,2176,210.0485,0.6198,56,83,49.2115,2.3088,0.1803,39.4121,91.0659,45.533,3.631,0.2302,37.9344,span
AL2,2,AL,CA3,678,0.7099,1.7369,49.2544,955,122.9422,0.794,31,51,29.1449,2.2265,0.212,20.9062,49.2544,24.6272,1.4919,0.1215,21.5727,span
AL2,2,AL,CA3,1171,0.4849,1.4454,75.1665,2415,204.8618,0.7231,63,72,40.6761,1.918,0.1662,35.4446,78.373,39.1865,2.0019,0.1799,35.3344,triangle
AL2,2,AL,CA3,874,0.8176,2.4842,62.434,1069,142.251,0.6639,36,55,36.5872,2.0046,0.1962,26.4799,62.434,31.217,2.1216,0.1836,26.4423,span
