Animal,Corte,Grupo,Region,Mean Foreground Pixels,Density = Foreground Pixels/Hull Area,Span Ratio,Maximum Span Across Hull,Area,Perimeter,Circularity,Width of Bounding Rectangle,Height of Bounding Rectangle,Maximum Radius from Hull's Centre of Mass,Max/Min Radii,CV for all Radii,Mean Radius,Diameter of Bounding Circle,Maximum Radius from Circle's Centre,Max/Min Radii from Circle Centre,CV for all Radii from Circle's Centre,Mean Radius from Circle's Centre,Method Used to Calculate Circle
CS4,2,CS,CA3,2479,0.6063,1.7194,98.813,4089,252.4447,0.8063,90,62,51.4242,1.6778,0.1764,43.0049,98.8452,49.4226,1.5303,0.1606,43.2778,span
CS4,2,CS,CA3,1688,0.6535,1.6374,77.7946,2583,205.2951,0.7702,74,70,45.3535,2.0768,0.2248,34.8378,77.9041,38.9521,2.3052,0.1854,34.1693,span
CS4,2,CS,CA3,1291,0.6827,1.1278,57.6888,1891,161.8587,0.907,50,48,30.7861,1.3165,0.093,26.1336,58.1686,29.0843,1.4303,0.1255,25.5755,span
CS4,2,CS,CA3,1710,0.4177,1.3243,100.8464,4094,276.0225,0.6753,95,81,57.7306,1.8893,0.154,48.4538,105.9307,52.9654,2.1141,0.1609,48.9061,span
CS4,3,CS,CA3,668,0.784,2.8063,59.203,852,131.74,0.6169,26,59,35.3305,2.9654,0.3064,23.8516,59.2039,29.6019,2.3938,0.2705,22.9984,triangle
CS4,3,CS,CA3,789,0.8176,1.6166,46.8188,965,119.6856,0.8466,32,46,28.8964,1.8866,0.2378,20.0723,46.8188,23.4094,1.449,0.1388,20.0602,span
CS4,3,CS,CA3,1489,0.3781,2.8294,121.3136,3938,277.4127,0.643,108,76,61.0774,3.1508,0.2343,49.3188,121.3136,60.6568,2.6317,0.2213,49.7836,span
CS4,3,CS,CA3,942,0.5436,2.4389,79.404,1733,181.936,0.6579,34,81,41.4358,2.943,0.3386,28.185,79.404,39.702,2.5352,0.3284,28.0085,span
CS4,3,CS,CA3,605,0.8426,1.4127,36.6742,718,102.1678,0.8644,36,32,22.3785,1.6857,0.1602,17.7931,36.8415,18.4207,1.3065,0.0648,17.412,triangle
CS4,3,CS,CA3,616,0.9222,2.0141,43.6578,668,106.2825,0.7431,41,28,28.3568,3.3457,0.3207,18.1221,43.6578,21.8289,4.6019,0.2243,18.5036,span
CS4,3,CS,CA3,1790,0.4383,2.3344,113.2166,4084,266.643,0.7218,51,115,57.2389,1.9057,0.2028,46.9385,113.2166,56.6083,1.8843,0.2031,46.9568,span
CS4,3,CS,CA3,1328,0.5622,2.0914,86.6833,2362,202.1407,0.7264,63,69,43.6008,1.9828,0.2019,36.4649,86.6833,43.3417,2.0651,0.1926,36.8728,span
CS4,3,CS,CA3,842,0.7606,1.3583,47.1275,1107,129.0192,0.8357,45,37,24.4856,1.248,0.0647,22.3947,47.4335,23.7168,1.256,0.0617,22.6199,span
CS4,3,CS,CA3,536,0.7383,2.2487,47.3814,726,112.5247,0.7205,47,24,27.6056,1.8483,0.2181,20.0667,47.3814,23.6907,1.6456,0.1491,20.1504,span
CS4,3,CS,CA3,552,0.6026,1.6191,48.3839,916,118.8836,0.8144,32,48,25.1229,1.7331,0.1943,19.9236,48.3839,24.1919,1.7182,0.1881,19.8661,span
CS4,3,CS,CA3,1033,0.5774,1.3298,62.3939,1789,164.525,0.8305,47,60,32.4522,1.3636,0.115,27.4393,62.3939,31.197,1.4148,0.1266,27.213,span
CS4,3,CS,CA3,2575,0.4585,1.2841,116.709,5616,316.7685,0.7033,89,116,67.6146,1.8957,0.1579,56.2797,121.1801,60.5901,1.3475,0.0817,57.1609,triangle
CS4,3,CS,CA3,900,0.5036,1.7458,70.4557,1787,170.5236,0.7723,70,45,35.3844,1.9457,0.1834,29.9308,70.4557,35.2278,2.0616,0.1929,29.6403,span
CS4,3,CS,CA3,718,0.6605,1.7592,54.1202,1087,133.7864,0.7632,49,35,32.1148,2.3078,0.2675,23.7077,54.1202,27.0601,3.35,0.2149,22.7959,span
CS4,4,CS,CA3,1279,0.4031,1.4528,87.6641,3173,221.4616,0.813,74,58,45.6463,1.5481,0.1497,37.2177,87.6641,43.8321,1.4138,0.1383,36.8494,span
CS4,4,CS,CA3,558,0.5269,1.5816,47.8017,1059,127.2139,0.8223,41,40,24.583,1.6898,0.1254,21.3488,48.2616,24.1308,1.8535,0.1453,21.246,triangle
CS4,4,CS,CA3,771,0.5292,1.7878,62.6817,1457,159.4775,0.7199,51,57,32.5418,1.584,0.1491,27.0827,62.936,31.468,1.3121,0.0883,29.1025,triangle
CS4,4,CS,CA3,660,0.6832,2.0167,49.98,966,122.546,0.8083,47,35,27.3851,1.9028,0.1658,21.7246,49.98,24.99,1.4816,0.1156,21.7208,span
CS4,4,CS,CA3,674,0.6693,2.0676,53.1507,1007,128.3318,0.7684,25,55,33.2387,2.7905,0.3503,22.7134,53.1507,26.5754,2.6542,0.256,21.5037,span
CS4,4,CS,CA3,591,0.684,1.516,43.382,864,112.8495,0.8526,41,32,22.7134,1.8035,0.1605,18.4743,43.382,21.691,2.3597,0.2359,18.229,span
CS4,4,CS,CA3,2141,0.4866,1.5995,100.2098,4400,256.8438,0.8382,81,84,50.8596,1.4792,0.1266,43.2443,100.2098,50.1049,1.4746,0.1248,43.2071,span
CS4,4,CS,CA3,613,0.4752,1.6467,59.6154,1290,146.2918,0.7575,55,35,30.2131,1.824,0.1709,26.3573,59.6154,29.8077,2.0844,0.1864,26.3577,span
CS4,4,CS,CA3,1898,0.3982,2.8416,147.4924,4766,324.0181,0.5705,127,79,75.5215,2.8071,0.3171,55.755,147.4924,73.7462,3.7806,0.2752,57.335,span
CS4,4,CS,CA3,1743,0.4547,1.3037,90.934,3833,245.7553,0.7975,69,92,55.4025,1.6868,0.1842,40.9069,92.7251,46.3625,1.6325,0.1203,42.211,span
CS4,4,CS,CA3,1319,0.5844,3.8451,101.6071,2257,229.3851,0.539,100,29,55.29,3.7811,0.3445,40.2071,101.6071,50.8035,3.908,0.339,40.3131,span
CS4,4,CS,CA3,566,0.5009,1.6208,53.3104,1130,139.1543,0.7333,51,33,30.457,1.5727,0.1525,24.3235,53.9837,26.9918,1.3822,0.0913,25.23,triangle
CS4,4,CS,CA3,1833,0.477,1.818,95.3362,3843,246.135,0.7971,52,97,48.8267,1.4193,0.1052,43.6639,95.3362,47.6681,1.4185,0.1165,43.3666,span
CS4,4,CS,CA3,2176,0.4817,1.5072,97.4166,4517,268.3823,0.788,81,99,54.0806,1.5861,0.1324,46.1862,98.7709,49.3855,1.4548,0.0883,46.734,triangle
CS4,4,CS,CA3,461,0.6332,1.7052,46.2277,728,111.4985,0.7359,31,39,26.0843,1.7124,0.1706,21.5263,46.2277,23.1138,1.8794,0.1608,20.8567,span
CS4,1,CS,GD,1270,0.5839,1.4923,73.8783,2175,183.07,0.8155,53,59,38.2129,1.7052,0.1726,29.6741,73.8783,36.9391,1.8551,0.187,30.4364,span
CS4,1,CS,GD,473,1.0172,1.4253,31.0644,465,80.5779,0.9,31,23,17.1353,3.4395,0.2325,14.2011,31.0644,15.5322,1.5513,0.1411,13.2038,span
CS4,1,CS,GD,787,0.5361,1.9568,62.3699,1468,157.2097,0.7464,47,58,33.1327,1.7535,0.1685,27.2262,62.3762,31.1881,1.7486,0.155,27.3778,span
CS4,1,CS,GD,910,0.5621,1.7911,66.1287,1619,163.3562,0.7624,43,64,36.9982,2.0423,0.2114,28.4046,66.1996,33.0998,1.9188,0.1795,28.6013,span
CS4,1,CS,GD,545,1.0441,1.103,27.7849,522,83.3233,0.9448,25,29,23.5227,6.3121,0.3865,16.0994,28.6908,14.3454,1.1999,0.06,13.3602,triangle
CS4,1,CS,GD,574,1.0268,1.3537,31.7805,559,86.8559,0.9312,31,26,25.2833,12.1438,0.4519,15.5999,31.7805,15.8902,1.6522,0.1194,14.2419,span
CS4,1,CS,GD,609,0.9744,1.4706,37.2156,625,95.4553,0.862,37,26,22.7299,2.9782,0.258,16.8607,37.2156,18.6078,1.8585,0.1412,16.2085,span
CS4,1,CS,GD,542,1.015,1.0786,29.2062,534,83.8088,0.9554,26,28,21.9108,4.7015,0.3924,14.5733,29.2566,14.6283,1.283,0.0783,13.4001,triangle
CS4,1,CS,GD,1665,0.3673,2.2504,120.6027,4533,299.8393,0.6336,104,100,65.9912,1.9167,0.152,56.1664,121.8385,60.9192,1.8374,0.1221,57.0232,triangle
CS4,1,CS,GD,1379,0.51,2.8851,100.5684,2704,229.3261,0.6461,76,80,55.888,2.7895,0.2945,41.1541,100.5784,50.2892,2.4511,0.2769,40.2164,span
CS4,1,CS,GD,2660,0.6009,1.3866,91.2195,4427,249.9516,0.8904,69,91,49.0114,1.6806,0.1435,40.6469,91.3116,45.6558,1.6376,0.1246,40.3193,triangle
CS4,1,CS,GD,2642,0.505,1.3273,106.0189,5232,276.7957,0.8581,78,108,57.4834,1.6856,0.1438,44.169,106.1293,53.0646,1.9299,0.1854,44.8473,span
CS4,1,CS,GD,1136,0.6078,1.5593,60.959,1869,166.0377,0.8519,48,62,32.5796,1.6728,0.1351,28.649,62.244,31.122,1.5547,0.1179,28.8936,triangle
CS4,1,CS,GD,1594,0.685,1.7223,74.0945,2327,186.2417,0.843,69,47,37.5626,1.7215,0.1457,30.9481,74.0945,37.0473,1.5995,0.1365,30.453,span
CS4,1,CS,GD,1789,0.7258,3.6833,101.7693,2465,233.7154,0.5671,96,49,57.0167,2.8014,0.1995,45.199,101.7693,50.8847,2.1422,0.1665,45.0912,span
CS4,2,CS,GD,2016,0.5016,1.2123,85.8836,4019,249.1135,0.8138,83,79,49.6537,1.3481,0.0949,43.4587,91.3947,45.6973,1.287,0.0747,43.0472,triangle
CS4,2,CS,GD,837,0.7568,2.732,63.1269,1106,144.387,0.6667,63,25,34.6979,2.965,0.2929,25.0824,63.1269,31.5634,3.9377,0.2979,24.6837,span
CS4,2,CS,GD,2228,0.448,1.2059,97.5295,4973,272.726,0.8402,94,85,52.5693,1.4962,0.1094,46.0976,99.2173,49.6087,1.4644,0.109,45.8223,triangle
CS4,2,CS,GD,1384,0.7685,1.8708,72.5603,1801,172.0562,0.7645,72,44,42.9544,1.8597,0.2111,29.5461,72.5603,36.2802,1.7782,0.2075,29.6185,span
CS4,2,CS,GD,1549,0.5795,1.6086,78.8162,2673,208.013,0.7763,76,59,47.4047,1.5816,0.1656,36.2711,80.0623,40.0311,1.319,0.0794,36.9428,triangle
CS4,2,CS,GD,1394,0.5789,2.3723,87.0919,2408,211.2809,0.6779,75,66,45.4201,2.532,0.2048,36.6982,87.3893,43.6947,3.501,0.2111,37.1375,triangle
CS4,2,CS,GD,1471,0.4715,1.9956,96.7471,3120,227.2616,0.7591,96,55,49.2281,1.8694,0.2322,39.0222,96.7471,48.3735,1.8483,0.2301,38.9853,span
CS4,2,CS,GD,2292,0.4804,1.024,92.0978,4771,267.5702,0.8374,80,78,49.8092,1.5169,0.111,44.3597,95.7058,47.8529,1.5963,0.1066,44.377,triangle
CS4,2,CS,GD,1981,0.4625,1.3506,100,4283,268.8366,0.7447,78,98,55.039,1.4129,0.1008,48.5592,101.8409,50.9204,1.307,0.0792,48.3144,triangle
CS4,2,CS,GD,768,0.7427,1.0634,41.8808,1034,119.2489,0.9137,36,39,21.1991,1.2686,0.0676,19.2092,41.8957,20.9478,1.3558,0.0744,19.267,span
CS4,2,CS,GD,787,0.6182,1.9022,53.9351,1273,142.1185,0.792,31,55,28.5931,1.5338,0.1168,25.2016,53.9476,26.9738,1.6344,0.1081,25.1148,triangle
CS4,2,CS,GD,1150,0.5327,1.2721,61.2944,2159,176.3347,0.8725,61,53,34.3698,1.2996,0.0923,30.1686,61.7625,30.8813,1.1052,0.031,29.8167,triangle
CS4,2,CS,GD,1347,0.8821,1.6262,57.2451,1527,152.4898,0.8252,55,39,34.0192,1.8173,0.2016,26.8052,57.6112,28.8056,2.1854,0.1423,26.7854,triangle
CS4,2,CS,GD,872,0.755,1.1586,43.566,1155,127.4357,0.8937,42,45,25.0007,1.4559,0.1083,21.5076,44.7528,22.3764,1.1877,0.0525,20.9503,triangle
CS4,2,CS,GD,905,0.8023,1.7385,55.3173,1128,139.3799,0.7297,43,44,30.2985,2.1388,0.1832,24.3668,55.39,27.695,3.4636,0.2087,24.3675,triangle
CS4,3,CS,GD,757,0.7357,1.32,44.4185,1029,121.6105,0.8743,33,43,28.7768,2.0074,0.2071,21.6091,44.6948,22.3474,1.5069,0.1144,20.357,triangle
CS4,3,CS,GD,961,0.6734,1.3093,56.3649,1427,144.5247,0.8585,51,44,29.3819,1.5481,0.1501,24.4841,56.3649,28.1824,1.7744,0.1657,24.0859,span
CS4,3,CS,GD,398,0.804,1.8638,33.9559,495,86.7844,0.8259,33,23,17.5479,1.8462,0.1749,14.8727,33.9559,16.9779,1.4492,0.1219,14.9443,span
CS4,3,CS,GD,291,0.8291,1.1992,25,351,70.0309,0.8994,20,24,12.5959,1.3421,0.0921,11.2999,25.0102,12.5051,1.3522,0.0947,11.331,triangle
CS4,3,CS,GD,1301,0.6648,1.1945,61.131,1957,174.8153,0.8047,59,56,35.3396,1.415,0.1094,29.7823,64.6506,32.3253,1.2756,0.0912,29.669,triangle
CS4,3,CS,GD,1477,0.4055,1.6085,99.8098,3642,245.8297,0.7573,79,69,53.5417,1.5411,0.166,42.4878,99.8098,49.9049,1.4344,0.1248,42.8818,span
CS4,3,CS,GD,481,0.5916,2.6031,56.8243,813,126.6188,0.6372,30,52,28.6887,2.0713,0.2321,23.07,56.8243,28.4121,1.9832,0.2286,23.0301,span
CS4,3,CS,GD,559,0.5579,2.0411,49.7393,1002,128.1348,0.7669,37,49,27.7982,1.5004,0.1277,22.8103,49.7575,24.8787,1.2226,0.0622,23.2348,triangle
CS4,3,CS,GD,1110,0.7773,1.7449,61.8142,1428,151.6667,0.7801,39,63,32.3924,1.7758,0.1461,27.1716,61.8142,30.9071,1.5625,0.1542,26.0948,span
CS4,3,CS,GD,1637,0.5324,1.3348,77.1622,3075,212.8667,0.8528,66,79,40.6261,1.3274,0.1014,36.432,77.5973,38.7986,1.3656,0.0948,36.0001,triangle
CS4,3,CS,GD,935,0.6159,1.6108,62.1691,1518,156.6958,0.7769,56,47,35.414,1.5649,0.1632,28.1691,62.1691,31.0846,1.9086,0.141,28.3577,span
CS4,3,CS,GD,4239,0.5636,1.0008,107.6476,7521,320.054,0.9227,103,106,61.1204,1.3025,0.0819,53.1431,108.9867,54.4933,1.1049,0.0304,52.8817,span
CS4,3,CS,GD,3458,0.4705,2.9207,177.0226,7350,392.5104,0.5995,69,178,95.6801,2.6184,0.2466,74.6376,177.0226,88.5113,2.082,0.1914,75.8565,span
CS4,3,CS,GD,439,0.6946,2.039,41.6773,632,102.734,0.7525,37,32,24.8607,2.2323,0.2359,18.6336,41.6773,20.8387,2.9694,0.1763,18.5078,span
CS4,3,CS,GD,1473,0.5911,1.5147,75.2861,2492,197.2183,0.8051,64,60,40.0362,1.9617,0.1693,33.8389,75.3397,37.6699,1.9474,0.1514,33.6774,triangle
CS4,4,CS,GD,750,0.7433,1.823,49.6588,1009,124.6507,0.816,29,49,27.6234,1.8605,0.1799,20.882,49.6629,24.8315,2.5918,0.2329,20.8254,triangle
CS4,4,CS,GD,360,0.9704,2.0058,31.6228,371,76.2503,0.8019,18,32,16.0541,2.1369,0.2275,12.7503,31.6228,15.8114,2.2361,0.2244,12.5737,span
CS4,4,CS,GD,676,1.009,1.2477,33.3766,670,94.8052,0.9367,33,29,24.7219,3.6828,0.3686,15.7245,33.3788,16.6894,1.3357,0.0774,15.509,span
CS4,4,CS,GD,1133,0.445,1.7096,83.006,2546,211.5735,0.7147,67,69,48.3566,2.2647,0.2096,37.373,83.006,41.503,2.8471,0.1905,36.5394,span
CS4,4,CS,GD,1774,0.4716,1.1547,83.7257,3762,237.7523,0.8363,77,75,43.1605,1.1803,0.0445,40.7715,84.6649,42.3324,1.1898,0.0471,40.686,span
CS4,4,CS,GD,818,0.7409,1.8092,56.8595,1104,136.5747,0.7438,34,55,30.1286,2.2688,0.2582,22.2707,56.8595,28.4297,2.8537,0.2561,22.9001,span
CS4,4,CS,GD,536,0.9606,1.3287,32.9848,558,88.1175,0.9031,25,34,17.4505,1.8481,0.1943,14.559,32.9848,16.4924,1.5247,0.1414,13.9888,span
CS4,4,CS,GD,1035,0.9737,1.6792,50.9902,1063,126.322,0.8371,30,52,28.6868,2.9148,0.2731,20.6581,50.9902,25.4951,2.3672,0.2294,20.4195,span
CS4,4,CS,GD,552,0.8288,1.3964,37.2156,666,97.927,0.8727,35,28,20.2659,1.7329,0.1899,16.2813,37.2156,18.6078,1.8052,0.1615,16.6189,span
CS4,4,CS,GD,1479,0.5506,2.0843,82.0061,2686,210.9515,0.7585,82,52,44.0281,1.7844,0.1456,37.1314,82.1523,41.0761,1.9488,0.1378,37.0156,triangle
CS4,4,CS,GD,1058,0.5766,2.3835,78.7718,1835,183.4864,0.6849,32,80,42.7057,2.3416,0.2534,30.7451,78.7718,39.3859,2.9837,0.2925,30.7714,span
CS4,4,CS,GD,997,0.4467,2.2331,82.2192,2232,199.1288,0.7074,49,82,46.357,2.3452,0.2203,36.3048,82.232,41.116,2.7116,0.1975,36.7024,span
CS4,4,CS,GD,1234,0.7187,1.4656,62.6817,1717,159.6323,0.8467,46,55,33.0089,1.7309,0.1678,26.4025,62.6817,31.3409,1.4561,0.1454,26.1494,span
CS4,4,CS,GD,1808,0.6317,2.8487,100.02,2862,231.5577,0.6708,39,102,52.5297,2.5316,0.2882,38.7994,100.2974,50.1487,2.3695,0.2808,39.1982,triangle
CS4,4,CS,GD,2558,0.5128,1.8269,113.3578,4988,285.5899,0.7685,67,115,57.0005,1.8161,0.1514,49.9796,113.3578,56.6789,2.2189,0.1714,50.1997,span
CS5,1,CS,CA1,2085,0.6491,2.5016,102.6109,3212,237.7212,0.7142,100,52,53.759,3.002,0.2644,41.0518,102.6109,51.3055,2.7144,0.2311,41.6632,span
CS5,1,CS,CA1,710,0.8161,2.2844,49.98,870,121.3026,0.743,25,49,26.0886,2.0947,0.1742,20.8768,49.98,24.99,2.2579,0.1836,20.7996,span
CS5,1,CS,CA1,1338,0.5026,1.5759,77.3175,2662,205.7188,0.7904,47,79,44.5636,1.6438,0.1388,36.8462,78.0703,39.0351,1.3711,0.1012,36.0329,triangle
CS5,1,CS,CA1,1980,0.4505,1.2542,89.8276,4395,252.4788,0.8664,78,86,49.1006,1.3663,0.1016,41.8688,91.0884,45.5442,1.3652,0.0827,42.3774,triangle
CS5,1,CS,CA1,1097,0.9973,2.2654,58.1808,1100,135.4462,0.7535,53,35,38.168,3.8805,0.343,25.3467,58.1808,29.0904,2.1146,0.2371,23.0744,span
CS5,1,CS,CA1,1289,0.7051,2.1061,76.8505,1828,177.9104,0.7257,48,67,39.7943,2.1096,0.2507,30.3167,76.8505,38.4253,1.8965,0.2383,30.4124,span
CS5,1,CS,CA1,1059,0.4602,2.0415,84.1546,2301,203.2247,0.7001,79,56,45.3723,1.9477,0.1829,36.6072,84.1546,42.0773,1.6059,0.1473,36.4331,span
CS5,1,CS,CA1,2222,0.3767,1.3306,117.1068,5899,301.0818,0.8177,85,119,63.8691,1.614,0.139,49.5206,117.1068,58.5534,1.7323,0.1765,50.7475,span
CS5,1,CS,CA1,375,0.8371,1.3409,29.2062,448,79.8688,0.8825,23,28,16.866,1.5637,0.1565,13.5079,29.291,14.6455,1.4749,0.1209,13.2708,triangle
CS5,1,CS,CA1,580,0.651,1.5364,45.3542,891,119.2366,0.7875,44,30,25.4462,1.5301,0.1353,20.1567,45.6947,22.8474,1.5673,0.1191,21.0399,triangle
CS5,1,CS,CA1,385,0.6374,2.4128,44.643,604,106.1761,0.6733,43,23,23.7335,1.7538,0.133,20.4271,44.643,22.3215,1.4679,0.1019,20.0669,span
CS5,1,CS,CA1,449,0.5126,2.3003,57.7062,876,130.2689,0.6487,57,28,29.4738,2.5715,0.3231,22.6792,57.7062,28.8531,3.033,0.3253,22.747,span
CS5,1,CS,CA1,2185,0.494,2.4041,120.0666,4423,279.4117,0.7119,120,55,61.692,2.4821,0.3002,45.3473,120.0708,60.0354,2.5814,0.3001,45.4581,span
CS5,1,CS,CA1,705,0.667,1.6938,50.6952,1057,130.8999,0.7752,50,37,29.9381,1.7511,0.1783,23.157,51.0475,25.5238,2.2007,0.1546,23.0774,span
CS5,1,CS,CA1,1664,0.4545,1.9346,92.0869,3661,237.7646,0.8138,75,88,48.0077,2.2946,0.1688,41.1655,92.3265,46.1632,2.06,0.1646,40.7985,triangle
CS5,2,CS,CA1,1328,0.5034,1.3035,71.8053,2638,200.1737,0.8273,70,69,38.2958,1.4779,0.1064,34.4292,72.0592,36.0296,1.6004,0.1086,33.8187,span
CS5,2,CS,CA1,554,0.6361,1.7643,46.5296,871,119.5709,0.7656,27,45,25.8269,1.7375,0.1746,20.1991,46.5584,23.2792,1.7746,0.1692,19.8951,triangle
CS5,2,CS,CA1,577,0.7249,2.8221,53.7122,796,123.8118,0.6525,49,34,30.2905,3.0351,0.2954,21.2405,53.7588,26.8794,2.6284,0.2945,21.2847,span
CS5,2,CS,CA1,977,0.4604,2.0825,78.6448,2122,188.726,0.7487,61,60,42.503,2.094,0.2107,33.5394,78.6448,39.3224,1.6037,0.1579,33.9892,span
CS5,2,CS,CA1,907,0.4479,2.1418,78.7464,2025,187.6225,0.7229,75,35,40.1407,1.5832,0.173,33.2057,78.7464,39.3732,1.6125,0.1761,33.2365,span
CS5,2,CS,CA1,2170,0.4962,2.887,127.2792,4373,292.8192,0.6409,48,128,69.8209,2.1674,0.1777,55.8603,127.2792,63.6396,1.7379,0.1263,55.9557,span
CS5,2,CS,CA1,1126,0.6358,1.9375,69.1158,1771,172.4542,0.7483,39,71,36.1982,1.8748,0.1667,30.2271,69.2937,34.6468,2.0935,0.1686,29.816,triangle
CS5,2,CS,CA1,1319,0.3922,1.6593,95.6033,3363,233.1044,0.7777,78,65,49.5439,2.2164,0.2457,35.2677,95.6033,47.8017,2.7784,0.2895,35.6984,span
CS5,2,CS,CA1,805,0.7086,1.5564,53.8145,1136,133.5662,0.8002,41,41,28.0715,1.8101,0.2086,22.548,53.8145,26.9072,1.6687,0.1904,22.6795,span
CS5,2,CS,CA1,734,0.4693,2.1268,66.4831,1564,166.0054,0.7132,52,64,37.7392,1.624,0.1434,30.6588,66.5984,33.2992,1.9608,0.1504,30.0218,span
CS5,2,CS,CA1,1137,0.836,1.6712,54.3415,1360,142.5949,0.8405,54,37,33.0219,2.1979,0.2432,24.442,54.4106,27.2053,1.6733,0.1372,25.0244,span
CS5,2,CS,CA1,1935,0.6845,1.1139,69.814,2827,203.2765,0.8597,61,66,40.2755,1.6243,0.1292,33.7368,72.3023,36.1511,1.311,0.0754,33.7476,triangle
CS5,2,CS,CA1,1641,0.6878,1.3116,68.0661,2386,186.892,0.8584,67,55,37.2851,1.5182,0.1404,31.0283,68.0662,34.0331,1.4778,0.1285,31.0876,span
CS5,2,CS,CA1,1248,0.5522,1.1473,61.131,2260,178.1007,0.8953,61,57,37.611,1.7186,0.167,29.5534,63.8864,31.9432,1.479,0.1014,28.9969,triangle
CS5,2,CS,CA1,803,0.7547,2.2644,56.2228,1064,137.6268,0.7059,45,49,30.0872,2.377,0.2012,24.6875,56.2228,28.1114,4.3248,0.2247,25.1473,span
CS5,3,CS,CA1,1038,0.4247,1.3155,73.4983,2444,200.9595,0.7605,64,68,41.8234,1.6826,0.1553,34.8228,76.1189,38.0595,1.2457,0.0745,35.5999,triangle
CS5,3,CS,CA1,862,0.549,1.7096,61.7414,1570,155.3701,0.8173,58,42,32.8272,1.7317,0.2094,25.7712,61.7414,30.8707,1.8159,0.1887,25.6219,span
CS5,3,CS,CA1,2906,0.5362,2.1587,126.1467,5420,308.2089,0.717,123,83,65.6859,2.3324,0.2321,52.814,126.1862,63.0931,2.9254,0.2368,52.6352,triangle
CS5,3,CS,CA1,506,0.8877,1.9354,39.0512,570,94.8533,0.7961,38,23,22.5584,2.8146,0.2574,17.279,39.0512,19.5256,2.0553,0.2084,15.8012,span
CS5,3,CS,CA1,2490,0.5231,2.1082,124.8239,4760,292.6328,0.6985,70,113,70.8586,2.0304,0.2418,49.544,124.8239,62.4119,2.0732,0.2155,50.9362,span
CS5,3,CS,CA1,3771,0.4095,1.1201,122.0656,9208,357.0986,0.9074,122,120,62.0399,1.1891,0.0452,58.2387,122.0656,61.0328,1.177,0.0451,58.4709,span
CS5,3,CS,CA1,909,0.6179,2.053,64.195,1471,160.6536,0.7162,64,36,33.0645,2.0356,0.2138,27.335,64.2346,32.1173,2.3092,0.2293,27.8977,span
CS5,3,CS,CA1,1766,0.3166,2.0343,136.3085,5578,325.1935,0.6628,71,134,72.893,1.9026,0.1938,60.1784,136.3085,68.1542,1.2621,0.0817,62.4487,span
CS5,3,CS,CA1,961,0.5473,2.3935,76.4853,1756,181.721,0.6682,60,62,40.3185,2.4583,0.2679,32.3708,76.5377,38.2689,3.5676,0.2151,33.624,triangle
CS5,3,CS,CA1,1032,0.7884,1.2866,47.5079,1309,134.0025,0.9161,42,42,28.731,1.7234,0.1671,22.4671,47.5079,23.7539,1.2803,0.062,22.1856,span
CS5,3,CS,CA1,368,0.8825,1.4823,32.0156,417,83.8607,0.7451,25,29,18.5366,2.0946,0.1699,14.6294,32.3439,16.1719,1.4627,0.1179,14.6457,triangle
CS5,3,CS,CA1,961,0.7858,1.5207,53.8516,1223,142.6211,0.7556,44,52,31.0894,2.1065,0.2154,24.7581,54.1569,27.0785,2.8082,0.1831,24.5137,triangle
CS5,3,CS,CA1,1559,0.5214,2.0174,88.5664,2990,218.0693,0.7901,88,48,46.1645,1.9491,0.2172,37.0301,88.5664,44.2832,2.0108,0.2175,37.4625,span
CS5,3,CS,CA1,435,0.7385,1.8353,39.5601,589,99.809,0.743,22,39,23.5306,1.7307,0.1718,18.4288,39.5601,19.78,1.5115,0.1215,17.4652,span
CS5,3,CS,CA1,3626,0.4648,1.7187,129.5299,7802,346.2795,0.8176,109,119,65.6062,1.6426,0.1554,58.4134,129.6179,64.809,1.4858,0.1273,58.9322,span
CS5,4,CS,CA1,597,0.6746,1.6496,50.6063,885,121.7797,0.7499,30,46,27.8735,2.2442,0.2645,19.3085,50.6063,25.3032,2.8071,0.2927,19.6945,span
CS5,4,CS,CA1,517,0.4645,1.4779,50,1113,129.9549,0.8282,33,50,26.199,1.4506,0.1276,21.9048,50,25,1.5475,0.1511,21.9048,span
CS5,4,CS,CA1,1314,0.4203,2.8991,121.8277,3126,265.7347,0.5563,82,94,61.7229,2.5864,0.3411,46.0054,121.8277,60.9139,2.6547,0.3144,46.5255,span
CS5,4,CS,CA1,1442,0.3965,1.3941,94.0213,3637,244.6651,0.7635,73,87,51.7205,1.793,0.1541,41.1119,95.1173,47.5587,1.9116,0.1579,42.2901,triangle
CS5,4,CS,CA1,598,0.6953,1.6552,44.7772,860,116.3609,0.7982,26,45,23.1528,1.4548,0.1179,19.8414,44.9134,22.4567,1.5215,0.149,19.376,span
CS5,4,CS,CA1,483,0.5963,2.4873,55.0273,810,126.4872,0.6362,26,54,29.4471,2.1625,0.2149,22.4511,55.0273,27.5136,1.7063,0.1828,23.0999,span
CS5,4,CS,CA1,1019,0.5873,1.4923,58.6686,1735,162.7568,0.8231,53,56,31.3394,1.3484,0.1111,27.9256,59.9037,29.9518,1.4397,0.0853,27.851,triangle
CS5,4,CS,CA1,1204,0.4115,1.4753,75.452,2926,212.6671,0.813,72,50,41.4626,1.342,0.0849,36.8464,76.8309,38.4155,1.087,0.0258,37.3171,triangle
